ASX Mining & Oil Market - Weekly
"Trading data for the week ending Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:10 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
PSA,112.100,15.640,17.273,.021,.16,.57,-3.27,-,-,-,-,,Petsec Energy,-,.091,-.4,.091,.10,.10,.091,-6.13,.14,.09,
PNX,420.000,71.702,13.647,.006,-,-,-3.80,-,-,-,-,,Phoenix Copper,-,.015,+.2,.014,.015,.015,.013,+13.46,.048,.012,
PXG,2714.56,177.043,39.881,.061,-,-,-5.09,-,-,-,-,,Phoenix Gold,-,.13,+.5,.13,.135,.13,.125,+2.08,.145,.061,
POZ,-,15.210,48.738,.003,-,-,.78,2.1,-,-,-,,Phosphate Aust,-,.016,-,.016,.017,.016,.016,-1.92,.027,.012,
PLS,21172.4,603.481,164.919,.150,-,-,-.89,-,-,-,-,,Pilbara Minerals,-,.215,+4,.21,.215,.225,.17,+20.93,.225,.029,
PGY,-,414.476,260.668,.002,-,-,-2.94,-,-,-,-,,Pilot Energy,-,.001,-,-,.001,.001,.001,-1.92,.005,.001,
PGYO,-,-,54.995,-,-,-,-,-,-,-,-,,  opt jan16,-,.001,-,-,.001,.001,.001,-1.92,.001,.001,
PIO,793.736,132.313,175.837,.011,-,-,-.15,-,-,-,-,,Pioneer Res,-,.016,-.1,.016,.017,.017,.015,-7.81,.026,.011,
PGS,437.407,36.151,71.621,.002,-,-,-.15,-,-,-,-,,Planet Gas,-,.004,+.1,.003,.004,.004,.003,+31.41,.02,.002,
PGM,770.000,11.795,18.211,.010,-,-,-1.17,-,-,-,-,,Platina Res,-,.063,+.3,.062,.065,.065,.059,+3.08,.171,.054,
PGMO,477.100,26.241,23.017,-,-,-,-,-,-,-,-,,  opt sep15,-,.001,-,.001,.002,.001,.001,-1.92,.10,.001,
PLP,-,32.948,326.579,.002,-,-,-1.06,-,-,-,-,,Platypus Min,-,.009,-,.008,.01,.009,.009,-1.92,.027,.008,
PLPO,-,.424,-,-,-,-,-,-,-,-,-,,  opt dec16,-,.003,-,-,-,.003,.003,-1.92,.003,.001,
PLH,15.000,.920,4.864,.001,-,-,-2.45,-,-,-,-,,Plymouth Min,-,.035,+.5,.039,.14,.035,.035,+14.74,.105,.028,
PVE,-,8.704,4.082,.010,-,-,-2.38,-,-,-,-,,Po Valley Energy,-,.069,-,.032,.069,.069,.069,-1.92,.12,.038,
POS,3640.72,369.500,315.970,.042,-,-,-3.44,-,-,-,-,,Poseidon Nickel,-,.06,+.3,.059,.062,.065,.056,+3.34,.235,.051,
POK,3221.25,390.235,29.357,.015,-,-,-12.50,-,-,-,-,,Potash Min,-,.12,-.5,.12,.125,.13,.12,-5.92,.22,.015,
POKO,1470.93,49.136,10.345,-,-,-,-,-,-,-,-,,  opt nov15,-,.014,-.3,.014,.02,.017,.011,-19.57,.065,.001,
PWN,210.000,34.604,16.284,.006,-,-,-1.89,-,-,-,-,,Potash West,-,.028,-.1,.027,.029,.029,.028,-5.37,.072,.024,
PWNCA,-,2.437,2.942,-,-,-,-,-,-,-,-,,  ctg,-,.003,-,.003,.015,.003,.003,-1.92,.016,.003,
PWW,10.000,2.240,1.062,-,-,-,.03,33.3,-,-,-,,Power Res,-,.01,-.2,.01,.015,.01,.01,-18.59,.026,.009,
PDZ,986.461,18.564,38.229,.047,-,-,-5.55,-,-,-,-,,Prairie Mining,-,.315,+4,.315,.325,.32,.27,+12.62,.45,.17,
PDI,3054.86,50.331,59.115,.002,-,-,-.74,-,-,-,-,,Predictive Discovery,-,.003,-,.002,.003,.003,.002,-1.92,.01,.002,
PRA,9610.94,758.756,154.457,.004,-,-,-.77,-,-,-,-,,Promesa,-,.009,+.1,.008,.009,.009,.008,+10.58,.023,.002,
PSC,200.000,15.327,43.133,.003,-,-,-.29,-,-,-,-,,Prospect Res,-,.005,-,.004,.005,.005,.004,-1.92,.007,.003,
PYM,-,153.641,205.921,.004,-,-,.99,.4,-,-,-,,Pryme Energy,-,.004,-,.004,.005,.004,.004,-1.92,.012,.003,
PYMO,-,64.782,77.513,-,-,-,-,-,-,-,-,,  opt jul16,-,.001,-,-,.001,.001,.001,-1.92,.004,.001,
PVD,1885.26,127.297,67.917,.010,-,-,-10.85,-,-,-,-,,Pura Vida Energy,-,.065,+.8,.065,.068,.069,.055,+12.11,.58,.04,
QBL,1804.49,482.928,1666.59,.009,-,-,-.68,-,-,-,-,,Qld Bauxite,-,.012,-,.012,.013,.013,.012,-1.92,.040,.01,
QMN,423.715,25.369,64.757,.009,-,-,-.09,-,-,-,-,,Qld Mining Corp,-,.005,-,.005,.006,.005,.005,-1.92,.011,.004,
QUR,2520.49,105.952,63.282,.001,-,-,-.03,-,-,-,-,,Quantum Res,-,.001,-,.001,.002,.001,.001,-1.92,.004,.001,
RAD,3406.07,12.314,3.550,.006,-,-,-9.54,-,-,-,-,,Radar Iron,-,.035,+.1,.035,.037,.037,.03,+1.02,.045,.013,
RMR,21200.5,594.795,1078.09,.003,-,-,-.86,-,-,-,-,,Ram Resources,-,.003,+.1,.002,.003,.003,.002,+48.08,.012,.002,
RMRO,2500.00,73.564,165.860,-,-,-,-,-,-,-,-,,  opt feb17,-,.001,-,-,.001,.001,.001,-1.92,.005,.001,
RMS,6962.89,507.299,197.870,.064,-,-,3.48,3.9,-,-,-,,Ramelius Res,-,.135,+1,.135,.14,.145,.125,+6.08,.157,.039,
RND,15.335,9.476,3.600,.091,-,-,2.92,51.7,-,-,-,,Rand Mining,-,1.51,-7,1.45,1.51,1.65,1.45,-6.35,2.25,.495,
RRS,1531.00,146.616,254.938,.099,-,-,-2.67,-,-,-,-,,Range Res,-,.013,-.2,.012,.014,.015,.013,-15.26,.031,.01,
RRSO,-,31.402,23.390,-,-,-,-,-,-,-,-,,  opt jan16,-,-,-,-,.001,.001,.001,-1.92,.007,.001,
RAW,165.000,10.374,2.700,.003,-,-,-4.00,-,-,-,-,,Rawson Res,-,.03,-,.028,.03,.03,.03,-1.92,.032,.008,
RYG,3366.00,132.805,40.586,.003,-,-,-.32,-,-,-,-,,Raya Grp,-,.005,-,.005,.006,.005,.005,-1.92,.016,.003,
RYGOB,-,11.500,8.183,-,-,-,-,-,-,-,-,,  opt jul16,-,-,-,.001,.002,.002,.002,-1.92,.005,.001,
RLE,356.000,19.443,18.200,.014,-,-,-.28,-,-,-,-,,Real Energy Corp,-,.10,-2,.10,.105,.12,.099,-18.59,.45,.099,
RRP,-,30.122,43.118,.002,-,-,-.07,-,-,-,-,,Realm Res,-,.001,-,-,.001,.001,.001,-1.92,.003,.001,
RED,3090.15,347.764,180.281,.046,-,-,.55,10.9,-,-,-,,Red 5,-,.06,+.5,.059,.062,.06,.053,+7.17,.135,.044,
RMP,1285.00,104.809,12.379,.011,-,-,-6.77,-,-,-,-,,Red Emperor Res,-,.025,-,.025,.028,.028,.023,-1.92,.12,.02,
RGX,660.494,26.862,774.483,.003,-,-,-9.49,-,-,-,-,,Red Gum Res,X,.05,-.4,.05,.055,.06,.05,-9.33,.066,.004,
RGXO,-,-,5.000,-,-,-,-,-,-,-,-,,  opt mar16,X,-,-,-,.05,.001,.001,-1.92,.001,.001,
RGXOA,-,-,174.180,-,-,-,-,-,-,-,-,,  opt nov17,X,-,-,-,.001,.001,.001,-1.92,.002,.001,
RHI,10.000,.479,1.550,.019,-,-,-1.10,-,-,-,-,,Red Hill Iron,-,.39,+1,.32,-,.39,.38,+.71,1.50,.35,
RDM,481.436,31.046,30.913,.008,-,-,-2.06,-,-,-,-,,Red Metal,-,.043,+.7,.04,.043,.043,.037,+17.52,.18,.033,
RMX,8924.16,604.145,2244.88,.003,-,-,-.19,-,-,-,-,,Red Mountain Mining,-,.002,-,.002,.003,.003,.002,-1.92,.008,.002,
RMXO,-,2.000,-,-,-,-,-,-,-,-,-,,  opt mar16,-,.001,-,-,.001,.001,.001,-1.92,.001,.001,
RMXOA,-,10.612,218.116,-,-,-,-,-,-,-,-,,  opt jun16,-,.001,-,-,.001,.001,.001,-1.92,.004,.001,
RMXOD,-,80.346,-,-,-,-,-,-,-,-,-,,  opt jun16,-,.001,-,-,.001,.001,.001,-1.92,.002,.001,
RMXOE,2000.00,2.000,-,-,-,-,-,-,-,-,-,,  opt sep17,-,.001,-,-,.001,.001,.001,-,.001,.001,
RVR,213.794,38.296,24.424,.020,.06,1.83,-3.12,-,-,-,-,,Red River Res,-,.11,-1.5,.11,.12,.125,.11,-13.92,.27,.083,
ROG,1000.00,238.301,133.655,.006,-,-,-.10,-,-,-,-,,Red Sky Energy,-,.001,-,-,.001,.001,.001,-1.92,.002,.001,
RCP,-,218.396,167.002,.002,-,-,-.03,-,-,-,-,,Redbank Copper,-,.001,-,.001,.002,.001,.001,-1.92,.003,.001,
RCF,-,10.766,14.164,.001,-,-,-2.08,-,-,-,-,,Redcliffe Res,-,.005,-,.004,.005,.005,.005,-1.92,.01,.004,
RDS,1115.19,22.061,12.859,.003,-,-,-.83,-,-,-,-,,Redstone Res,-,.015,+.3,.013,.024,.015,.011,+23.08,.047,.005,
RDSO,-,.210,.186,-,-,-,-,-,-,-,-,,  opt feb16,-,.001,-,-,.001,.001,.001,-1.92,.001,.001,
RLC,-,3.464,.307,-,-,-,-.97,-,-,-,-,,Reedy Lagoon Corp,-,.007,-,.004,.012,.007,.007,-1.92,.032,.006,
RER,-,41.327,70.711,.006,-,-,-9.11,-,-,-,-,,Regal Resources,-,.029,-,.03,.031,.029,.029,-1.92,.071,.027,
RGU,-,9.539,6.883,-,-,-,-1.14,-,-,-,-,,Regalpoint Res,-,.012,-,.008,.015,.012,.012,-1.92,.022,.01,
RRL,20829.3,636.196,565.049,.802,-,-,17.39,9.2,6.00,2.90,3.74,f,Regis Res,-,1.605,+14.5,1.60,1.635,1.695,1.477,+8.01,2.20,1.07,
RNS,560.380,77.750,89.364,.012,-,-,-2.00,-,-,-,-,,Renaissance Min,-,.027,-.1,.024,.027,.028,.027,-5.49,.086,.027,
RNU,830.000,22.292,12.044,.004,-,-,-3.28,-,-,-,-,,Renascor Res,-,.017,-,.015,.017,.018,.015,-1.92,.043,.011,
RNUO,-,2.963,-,-,-,-,-,-,-,-,-,,  opt sep16,-,.005,-,.003,.008,.005,.005,-1.92,.01,.003,
RHS,-,3.689,28.615,.008,.02,7.50,-.70,-,-,-,-,,Reproductive Hlth Sci,-,.15,-,.15,.19,.15,.15,-1.92,.22,.12,
RDG,-,21.236,14.118,.013,.02,1.00,1.38,1.4,-,-,-,,Resource Dev Grp,-,.02,-,.013,.018,.02,.02,-1.92,.12,.009,
RSG,6746.54,416.992,710.866,.199,.26,1.19,-78.39,-,-,-,-,,Resolute Min,-,.31,+6,.31,.32,.325,.25,+22.08,.48,.215,
RBX,-,9.524,17.372,-,-,-,-.23,-,-,-,-,,Resource Base,-,.004,-,.002,.003,.004,.004,-1.92,.01,.003,
RES,254.000,38.954,31.622,.029,-,-,-.90,-,-,-,-,,Resource Generation,-,.05,+1,.046,.055,.05,.04,+23.08,.15,.037,
RMI,-,54.493,160.303,.003,-,-,-.06,-,-,-,-,,Resource Min Corp,-,.001,-,.001,.002,.001,.001,-1.92,.005,.001,
RWD,661.724,10.229,9.670,.081,-,-,.02,3400.0,-,-,-,,Reward Minerals,-,.68,+8,.62,.68,.68,.60,+11.41,.85,.36,
RWDO,-,1.697,2.056,.007,-,-,-,-,-,-,-,,  opt jun16,-,-,-,.35,.50,.50,.50,-1.92,.59,.18,
RXM,92.664,44.651,49.158,.020,-,-,-3.96,-,-,-,-,,Rex Minerals,-,.09,+.4,.086,.089,.09,.085,+2.73,.28,.074,
REY,150.000,21.267,82.393,.055,-,-,-.98,-,-,-,-,,Rey Resources,-,.078,-1,.077,.09,.09,.078,-13.29,.13,.06,
RIE,983.590,7.684,5.556,.001,-,-,-3.06,-,-,-,-,,Riedel Resources,-,.006,-.2,.003,.006,.008,.006,-26.92,.018,.005,
RVY,150.000,56.703,66.948,.009,-,-,-.24,-,-,-,-,,Rift Valley Res,-,.018,-.2,.018,.022,.02,.018,-11.92,.05,.016,
RIM,641.766,57.433,39.408,.012,-,-,-.10,-,-,-,-,,Rimfire Pacific,-,.016,-.1,.017,.02,.017,.016,-7.81,.036,.012,
RIMO,-,.350,-,-,-,-,-,-,-,-,-,,  opt dec15,-,.009,-,-,.009,.009,.009,-1.92,.009,.008,
RIO,7524.80,383.741,406.800,21.744,25.61,2.00,234.66,21.8,297.89,.79,5.81,f,Rio Tinto,-,51.26,-74,51.25,51.42,52.60,50.74,-3.35,65.73,46.60,
RMT,209.967,2.047,6.176,.009,-,-,-.84,-,-,-,-,,RMA Energy,-,.005,+.1,.002,.008,.005,.004,+23.08,.006,.001,
RMG,2500.00,7.002,457.172,.004,-,-,-23.75,-,-,-,-,,RMG,-,.019,-.1,.017,.019,.02,.019,-6.92,.068,.019,
RNI,1351.09,246.647,202.397,.010,-,-,-3.48,-,-,-,-,,RNI NL,-,.014,-,.014,.015,.015,.014,-1.92,.19,.014,
RXL,1831.02,234.128,752.885,.018,-,-,-.94,-,-,-,-,,Rox Resources,-,.017,-.1,.017,.018,.018,.016,-7.48,.048,.015,
ROY,-,9.303,25.227,.006,-,-,-7.18,-,-,-,-,,Royal Res,-,.017,-,.01,.019,.017,.017,-1.92,.037,.01,
RCO,98.500,16.720,4.561,.011,-,-,-1.27,-,1.00,-,4.88,f,Royalco Res,-,.205,-.5,.205,.21,.21,.205,-4.30,.28,.14,
RTG,54.163,20.250,15.232,.049,-,-,-9.22,-,-,-,-,,RTG Mining,-,.49,-,.45,.50,.49,.49,-1.92,1.10,.48,
RTGO,-,.685,1.046,-,-,-,-,-,-,-,-,,  opt jun17,-,-,-,.05,-,.08,.08,-1.92,.49,.08,
RBR,406.852,11.983,24.505,.004,-,-,-.44,-,-,-,-,,Rubicon Res,-,.013,+.3,.011,.012,.013,.01,+28.08,.024,.008,
RUM,257.626,37.487,96.392,.019,-,-,-1.14,-,-,-,-,,Rum Jungle Res,-,.05,-,.049,.05,.05,.049,-1.92,.09,.04,
RTR,141.590,335.693,56.922,.004,-,-,-2.45,-,-,-,-,,Rumble Res,-,.023,-,.023,.026,.024,.023,-1.92,.115,.02,
RTROA,-,.536,.149,-,-,-,-,-,-,-,-,,  opt oct15,-,-,-,-,.001,.003,.003,-1.92,.019,.003,
RTROC,-,8.500,-,-,-,-,-,-,-,-,-,,  opt jun16,-,.004,-,.001,.006,.004,.004,-1.92,.044,.004,
SBR,80.000,11.247,17.048,.004,-,-,-.39,-,-,-,-,,Sabre Res,-,.018,-.1,.018,.022,.019,.018,-7.19,.031,.014,
SAN,-,5.957,6.780,.003,-,-,.76,2.0,-,-,-,,Sagalio Energy,-,.015,-,.012,.063,.015,.015,-1.92,.075,.015,
SSN,2491.99,141.784,301.055,.011,-,-,-1.60,-,-,-,-,,Samson Oil & Gas,-,.004,-.1,.003,.005,.005,.004,-21.92,.02,.004,
SSNOA,-,13.868,27.402,-,-,-,-,-,-,-,-,,  opt mar17,-,-,-,-,.001,.001,.001,-1.92,.008,.001,
SFR,5221.63,227.813,102.066,.914,2.22,2.63,44.18,13.2,13.00,3.40,2.23,f,Sandfire Res,-,5.83,-3,5.74,5.89,6.00,5.49,-2.43,6.80,3.74,
SMI,47.978,9.471,5.354,.002,-,-,-3.01,-,-,-,-,,Santana Minerals,-,.014,-.2,.01,.014,.016,.014,-14.42,.045,.014,
STO,50960.2,1306.74,530.179,4.771,-,-,-113.00,-,30.00,-,6.32,f,Santos,-,4.75,+29,4.75,4.79,5.06,4.37,+4.58,14.37,4.09,
SAR,8218.60,426.423,652.886,.365,.29,1.59,1.41,32.6,-,-,-,,Saracen Min,-,.46,+3.5,.45,.465,.47,.41,+6.31,.525,.20,
SYA,36594.2,408.000,15.621,.012,-,-,.01,230.0,-,-,-,,Sayona Mining,-,.023,+.3,.022,.023,.028,.019,+13.08,.140,.001,
SGZ,135.423,30.018,25.795,.011,-,-,-.19,-,-,-,-,,Scotgold Res,-,.01,-.1,.01,.012,.011,.01,-11.01,.026,.005,
SEG,33823.2,880.847,1472.35,.008,-,-,-.17,-,-,-,-,,Segue Res,-,.003,+.1,.002,.003,.003,.002,+48.08,.015,.001,
SXY,60046.0,965.143,474.182,.150,.35,.37,-7.02,-,-,-,-,,Senex Energy,-,.13,-1,.125,.135,.142,.12,-9.07,.592,.11,
SRR,396.000,47.329,159.993,.014,-,-,-1.29,-,-,-,-,,Shaw Riv Manganese,-,.015,-,.013,.015,.015,.015,-1.92,.047,.009,
SFX,16.384,9.187,27.652,.067,-,-,.47,106.4,-,-,-,,Sheffield Res,-,.50,-,.47,.50,.50,.47,-1.92,.90,.42,
SHH,-,.556,.557,.001,-,-,-1.03,-,-,-,-,,Shree Minerals,-,-,-,.005,.01,.008,.008,-1.92,.06,.008,
SBU,13.000,30.989,.052,.035,-,-,-.42,-,-,-,-,,Siburan Res,-,.05,+1,.02,.05,.05,.04,+23.08,.085,.019,
SBUO,-,1.137,-,.008,-,-,-,-,-,-,-,,  opt dec17,-,-,-,.014,.046,.046,.046,-1.92,.046,.015,
SIH,-,14.066,20.826,.008,-,-,-1.42,-,-,-,-,,Sihayo Gold,-,.007,-,.007,.011,.007,.007,-1.92,.02,.005,
SCI,857.079,29.105,19.822,.003,-,-,-4.16,-,-,-,-,,Silver City Min,-,.028,-.7,.026,.028,.035,.026,-21.92,.056,.011,
SLR,12662.0,585.954,931.470,.075,.36,.42,-18.68,-,-,-,-,,Silver Lake Res,-,.15,+1.5,.145,.15,.155,.13,+9.19,.43,.125,
SVL,6834.11,261.768,301.969,.002,-,-,1.84,.2,-,-,-,,Silver Mines,R,.003,+.1,.002,.003,.003,.002,+48.08,.004,.00,
SVLR,38915.5,89.151,-,.003,-,-,-,-,-,-,-,,  rts 28sep,-,.001,-,.001,.001,.001,.001,-1.92,.002,.001,
SEH,24203.8,516.214,851.365,.187,-,-,-.75,-,-,-,-,,Sino Gas Energy,-,.09,+.6,.09,.091,.093,.08,+5.22,.215,.074,
SNV,-,37.758,45.128,.001,-,-,-.09,-,-,-,-,,Sinovus Min,-,-,-,.002,.003,.002,.002,-1.92,.002,.001,
SRI,1963.25,317.029,103.471,.027,-,-,-.72,-,-,-,-,,Sipa Res,-,.038,-.2,.037,.039,.04,.036,-6.92,.11,.026,
SRIO,-,38.524,16.861,-,-,-,-,-,-,-,-,,  opt nov15,-,-,-,-,.004,.004,.004,-1.92,.045,.004,
SIR,-,308.459,245.830,1.040,-,-,-5.02,-,-,-,-,,Sirius Res,-,2.52,-,-,-,2.52,2.52,-1.92,4.04,2.18,
SMA,8010.31,1410.59,346.797,.064,-,-,-.09,-,-,-,-,,SmartTrans Hldgs,-,.029,+.2,.029,.03,.029,.027,+5.48,.038,.009,
SOP,-,1.664,1.835,.001,-,-,-.77,-,-,-,-,,SML Corp,-,.012,-,.014,.025,.012,.012,-1.92,.021,.009,
SOPO,-,.004,.586,-,-,-,-,-,-,-,-,,  opt nov15,-,-,-,-,.001,.001,.001,-1.92,.001,.001,
S32,98805.6,2781.95,-,8.199,-,-,-,-,-,-,-,,South32,-,1.54,-14.5,1.535,1.545,1.69,1.52,-10.53,2.45,1.40,
SOC,4475.99,505.070,26.541,.002,-,-,-7.98,-,-,-,-,,Sovereign Gold,-,.002,-.1,.002,.003,.003,.002,-35.26,.026,.002,
SVM,-,11.624,27.319,.011,-,-,-4.66,-,-,-,-,,Sovereign Metals,-,.079,-,.085,.091,.079,.079,-1.92,.251,.061,
SPX,348.333,17.990,18.982,.001,-,-,-.57,-,-,-,-,,Spectrum RareEarths,-,.006,+.1,.006,.007,.006,.005,+18.08,.032,.004,
SPH,-,-,-,.677,-,-,-174.67,-,-,-,-,,Sphere Minerals,-,-,-,-,-,3.10,3.10,-1.92,3.10,3.10,
SPI,395.726,48.636,77.352,.002,-,-,-.43,-,-,-,-,,Spitfire Res,-,.009,-,.009,.012,.009,.009,-1.92,.017,.007,
SPIOA,-,-,11.718,-,-,-,-,-,-,-,-,,  opt mar16,-,-,-,-,.001,.002,.002,-1.92,.003,.001,
SFI,6619.12,358.303,239.588,.036,.01,6.60,-.94,-,-,-,-,,Spookfish,-,.066,+.2,.065,.066,.071,.063,+1.20,.094,.034,
SBM,16642.1,417.201,638.339,.426,.28,3.07,8.05,10.7,-,-,-,,St Barbara,-,.86,+11,.835,.86,.885,.73,+12.74,.885,.07,
SGQ,1010.11,72.206,38.237,.011,-,-,-2.90,-,-,-,-,,St George Min,-,.077,-.1,.073,.077,.082,.072,-3.20,.14,.041,
SGQOA,192.459,5.794,-,-,-,-,-,-,-,-,-,,  opt jun17,-,.02,+.2,.018,.02,.02,.012,+9.19,.05,.011,
SMR,438.700,28.860,21.646,.022,-,-,-5.80,-,-,-,-,,Stanmore Coal,-,.10,-1,.10,.12,.11,.10,-11.01,.16,.044,
SRT,47881.0,765.122,34.460,.007,-,-,-.09,-,-,-,-,,Star Striker,-,.01,-.1,.009,.01,.013,.01,-11.01,.017,.003,
SRTO,-,28.684,4.723,-,-,-,-,-,-,-,-,,  opt mar16,-,-,-,.006,.01,.007,.007,-1.92,.009,.002,
SRTOA,51115.4,156.264,-,.001,-,-,-,-,-,-,-,,  opt dec17,-,.005,-.1,.005,.006,.007,.005,-18.59,.008,.003,
SVY,116.169,5.038,9.292,.012,-,-,-4.33,-,-,-,-,,Stavely Min,-,.19,-1.5,.19,.22,.22,.19,-9.24,.484,.14,
SVYO,-,.610,-,-,-,-,-,-,-,-,-,,  opt jun16,-,.035,-,.02,.035,.035,.035,-1.92,.04,.03,
SRZ,577.013,6.800,12.963,.008,-,-,-.80,-,-,-,-,,Stellar Res,-,.027,-,.024,.027,.029,.027,-1.92,.046,.023,
SAY,-,2.588,6.280,-,-,-,-.87,-,-,-,-,,Sth American Iron,-,.002,-,.003,.007,.002,.002,-1.92,.01,.002,
SPB,-,4.074,6.754,.007,-,-,-2.69,-,-,-,-,,South Pacific Res,-,.05,-,-,.053,.05,.05,-1.92,.09,.045,
SXX,-,64.905,142.768,.003,-,-,-.61,-,-,-,-,,Sthn Cross Expl,-,.003,-,.002,.003,.003,.003,-1.92,.003,.001,
SWR,21.000,6.169,2.948,.002,-,-,-4.05,-,-,-,-,,Sthn Crown Res,-,.03,-,.025,.03,.03,.03,-1.92,.049,.024,
SAU,1060.00,115.492,54.914,.008,-,-,-1.72,-,-,-,-,,Southern Gold,-,.015,+.1,.014,.015,.015,.014,+5.22,.02,.007,
SAUO,-,1.222,-,-,-,-,-,-,-,-,-,,  opt nov15,-,-,-,-,-,.001,.001,-1.92,.001,.001,
SUH,-,15.293,21.723,.002,-,-,-5.55,-,-,-,-,,Sthn Hem Min,-,.007,-,.004,.007,.007,.007,-1.92,.064,.006,
SUHO,-,.185,8.963,-,-,-,-,-,-,-,-,,  opt mar16,-,.004,-,-,-,.004,.004,-1.92,.015,.004,
SHK,-,17.685,20.059,.001,-,-,-1.73,-,-,-,-,,Stone Res Aus,-,-,-,.002,.003,.002,.002,-1.92,.004,.001,
SHE,2943.02,796.917,123.498,.029,-,-,-.20,-,-,-,-,,Stonehenge Metals,-,.034,-.1,.034,.036,.037,.033,-4.78,.06,.004,
SWJ,-,46.117,46.715,.008,-,-,-2.74,-,-,-,-,,Stonewall Res,-,.009,-,.009,.012,.009,.009,-1.92,.22,.008,
SRQ,383.000,214.793,371.793,.007,.02,.30,-2.60,-,-,-,-,,Straits Resources,-,.006,+.1,.004,.006,.006,.005,+18.08,.018,.003,
STA,350.000,78.079,27.698,.004,-,-,-.34,-,-,-,-,,Strandline Res,-,.006,-.2,.006,.008,.008,.006,-26.92,.021,.006,
SXA,225.262,8.544,9.370,.008,-,-,-15.81,-,-,-,-,,Strata-X Energy,-,.077,+1.5,.068,.08,.08,.07,+22.27,.27,.055,
SXAO,-,.125,-,-,-,-,-,-,-,-,-,,  opt jan17,-,.004,-,.004,.012,.004,.004,-1.92,.004,.004,
SOR,2574.73,186.285,9.814,.027,-,-,-.65,-,-,-,-,,Strategic Elements,-,.145,-1.5,.145,.15,.16,.145,-11.30,.39,.025,
SER,872.923,101.783,170.982,.008,-,-,-.64,-,-,-,-,,Strategic Energy,-,.023,+.4,.021,.024,.024,.018,+19.13,.048,.018,
SMC,-,11.708,525.927,.019,-,-,-.18,-,-,-,-,,Strategic Minerals,-,.025,-,.025,.028,.025,.025,-1.92,.055,.02,
SXT,6214.78,750.037,22.439,.004,-,-,-5.08,-,-,-,-,,Stratum Metals,-,.017,-.2,.016,.017,.019,.017,-12.45,.032,.003,
STX,989.925,113.039,279.922,.083,-,-,-2.31,-,-,-,-,,Strike Energy,-,.10,-.5,.10,.105,.105,.099,-6.68,.15,.09,
SRK,-,30.235,11.837,.007,-,-,-1.42,-,-,-,-,,Strike Res,-,.049,-,.049,.053,.049,.049,-1.92,.053,.034,
SUM,834.632,16.282,8.975,.035,-,-,-.62,-,-,-,-,,Sumatra Copper,-,.05,+1.1,.049,.054,.05,.039,+26.28,.065,.033,
SMM,-,.264,.506,.038,-,-,-.18,-,-,-,-,,Summit Res,-,.175,-,.18,.35,.175,.175,-1.92,.25,.17,
SUR,613.273,462.939,518.442,.009,-,-,-2.58,-,-,-,-,,Sun Resources,-,.002,+.1,.001,.002,.002,.001,+98.08,.011,.001,
SURO,-,.500,-,-,-,-,-,-,-,-,-,,  opt sep17,-,.001,-,-,.001,.001,.001,-1.92,.002,.001,
SNY,25.000,12.413,7.385,.010,-,-,-6.90,-,-,-,-,,Sunbird Energy,-,.07,-1,.045,.055,.08,.07,-14.42,.255,.06,
SEA,13216.0,487.997,320.662,.171,-,-,-4.19,-,-,-,-,,Sundance Energy,-,.305,+3.5,.295,.305,.31,.262,+11.04,1.275,.24,
SDL,10486.8,1146.70,1717.25,.053,-,-,-.81,-,-,-,-,,Sundance Res,-,.017,-.1,.017,.018,.018,.017,-7.48,.077,.014,
SPQ,-,22.608,6.920,.002,-,-,-.30,-,-,-,-,,Superior Res,-,.01,-,.008,.013,.01,.01,-1.92,.015,.006,
SWE,269.317,20.197,47.479,.008,-,-,-7.72,-,-,-,-,,Swala Energy,-,.05,+.4,.045,.05,.052,.05,+6.77,.23,.043,
SMD,110.650,19.881,54.264,.009,-,-,-.37,-,-,-,-,,Syndicated Metals,-,.023,+.1,.021,.023,.023,.022,+2.62,.048,.019,
SYS,-,8.857,16.390,-,-,-,-.14,-,-,-,-,,Syngas,-,.001,-,.001,.002,.001,.001,-1.92,.002,.001,
SYR,3807.26,151.756,72.683,.622,-,-,-4.75,-,-,-,-,,Syrah Res,-,2.70,-17,2.64,2.75,2.87,2.59,-7.85,4.803,2.39,
TLG,183.531,51.553,126.140,.042,-,-,-4.65,-,-,-,-,,Talga Res,-,.30,-.5,.29,.30,.32,.30,-3.56,.50,.215,
TLGO,-,3.145,1.509,-,-,-,-,-,-,-,-,,  opt nov15,-,.021,-,.021,.034,.021,.021,-1.92,.24,.021,
TLM,765.084,87.319,40.262,.072,-,-,-3.64,-,-,-,-,,Talisman Min,-,.485,-,.485,.49,.50,.455,-1.92,.785,.10,
TPD,-,30.672,31.032,.003,-,-,-5.43,-,-,-,-,,Talon Pet,-,.011,-,.01,.014,.011,.011,-1.92,.03,.008,
