ASX Mining & Oil Market - Weekly
"Trading data for the week ending Friday, October 30, 2015"
"XAO 5288.6 at 2015-10-30T16:38:35. Report at Friday, October 30, 2015. Processed Monday at 2/11/2015 5:03:50 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
MAUCA,-,.028,.206,-,-,-,-,-,-,-,-,,  ctg,-,.001,-,-,-,.001,.001,+1.85,.005,.001,
MNS,6656.81,197.999,207.452,.117,-,-,-4.22,-,-,-,-,,Magnis Res,-,.355,-1,.34,.355,.38,.33,-.89,.58,.145,
MNSO,715.708,64.305,52.009,.049,-,-,-,-,-,-,-,,  opt may17,-,.245,-2,.245,.295,.275,.23,-5.70,.46,.075,
MPE,-,12.978,30.581,.003,-,-,-.06,-,-,-,-,,Magnum Gas&Power,-,.004,-,.004,.005,.004,.004,+1.85,.007,.003,
MGU,-,6.319,10.202,.006,-,-,.33,7.9,-,-,-,,Magnum Min & Exp,-,.026,-,.027,.05,.026,.026,+1.85,.03,.02,
MBC,464.750,11.910,3.582,.021,-,-,-37.67,-,-,-,-,,Malabar Coal,-,.13,+4.9,.10,.13,.13,.081,+62.34,.13,.06,
MAR,11.920,66.711,90.157,.005,-,-,-1.41,-,-,-,-,,Malachite Res,-,.004,-.1,.004,.005,.005,.004,-18.15,.008,.004,
MGY,7944.95,21.780,71.706,.005,-,-,-.37,-,-,-,-,,Malagasy Min,-,.03,+1.8,.03,.031,.032,.019,+151.8,.032,.01,
MSR,11998.0,150.394,131.190,.005,-,-,-.83,-,-,-,-,,Manas Resources,-,.006,-,.005,.006,.006,.005,+1.85,.024,.005,
MDD,-,.168,.085,.001,-,-,-2.33,-,-,-,-,,Mandalong Res,-,.04,-,.025,.05,.04,.04,+1.85,.16,.025,
MHC,-,1.211,3.022,.003,-,-,-.52,-,-,-,-,,Manhattan Corp,-,.029,-,.025,.18,.029,.029,+1.85,.051,.025,
MNM,832.198,79.720,82.108,.010,-,-,-.79,-,-,-,-,,Mantle Min Corp,-,.019,-,.019,.02,.02,.017,+1.85,.022,.006,
MNMOB,-,.273,-,-,-,-,-,-,-,-,-,,  opt jun16,-,.003,-,.003,.015,.003,.003,+1.85,.004,.003,
MEY,-,.541,41.599,.003,-,-,-8.93,-,-,-,-,,Marenica Energy,X,.19,-,.12,.135,.19,.19,+1.85,.33,.002,
MZN,1551.25,112.493,35.823,.011,-,-,-.19,-,-,-,-,,Marindi Metals,-,.012,-,.01,.012,.012,.011,+1.85,.019,.006,
MZNO,1953.51,20.043,-,-,-,-,-,-,-,-,-,,  opt dec16,-,.002,-,.001,.003,.002,.002,+1.85,.004,.002,
MEU,30913.9,216.017,196.515,.007,-,-,-.35,-,-,-,-,,Marmota Energy,-,.019,+.3,.019,.022,.027,.017,+20.60,.027,.008,
MEUO,592.500,4.267,-,-,-,-,-,-,-,-,-,,  opt dec15,-,.005,+.3,.003,.006,.009,.005,+151.8,.009,.001,
MAT,423.565,19.674,27.510,.025,-,-,-1.03,-,-,-,-,,Matsa Res,-,.17,-,.155,.175,.17,.15,+1.85,.30,.125,
MAD,1855.61,108.611,260.297,.046,.20,.42,-8.71,-,-,-,-,,Maverick Drilling,-,.084,-.3,.084,.085,.089,.083,-1.60,.195,.076,
MXR,23067.9,143.456,166.531,.003,-,-,-.01,-,-,-,-,,Maximus Res,-,.003,-,.002,.003,.003,.003,+1.85,.005,.002,
MYN,-,3.627,3.380,-,-,-,-.36,-,-,-,-,,Mayan Iron Corp,-,.007,-,.006,.022,.007,.007,+1.85,.015,.006,
MMR,93.000,12.835,7.708,.003,-,-,-1.07,-,-,-,-,,MEC Res,-,.019,-.1,.019,.028,.024,.019,-3.15,.038,.015,
MML,3111.40,228.202,402.407,.117,1.18,.48,-136.72,-,-,-,-,,Medusa Min,-,.565,-1,.555,.565,.60,.555,+.11,1.095,.355,
MEO,7004.26,208.201,590.285,.014,-,-,-1.34,-,-,-,-,,MEO Aust,-,.018,+.3,.017,.018,.022,.016,+21.85,.028,.011,
MED,324.000,11.819,8.509,.020,-,-,-2.60,-,-,-,-,,Merlin Diamonds,-,.045,-,.04,.045,.045,.04,+1.85,.086,.04,
MAS,-,3.201,30.224,.011,-,-,-.09,-,-,-,-,,Mesa Minerals,-,.016,-,.004,-,.016,.016,+1.85,.019,.009,
MBK,50.000,23.309,16.154,.002,-,-,-.32,-,-,-,-,,Metal Bank,-,.007,-.8,.008,.02,.015,.007,-51.49,.02,.004,
MKO,699.839,56.522,28.904,.015,-,-,-.75,-,-,-,-,,Metaliko Res,-,.035,+.2,.03,.037,.035,.03,+7.91,.04,.015,
MLM,1178.17,17.568,14.206,.009,-,-,-4.65,-,-,-,-,,Metallica Min,-,.052,+.9,.046,.052,.055,.045,+22.78,.07,.038,
MNE,2000.00,597.736,835.423,-,-,-,-2.13,-,-,-,-,,Metallum,-,.001,-,-,.001,.001,.001,+1.85,.02,.001,
MLS,-,65.497,114.360,-,-,-,-.07,-,-,-,-,,Metals Aust,-,.001,-,.001,.002,.001,.001,+1.85,.007,.001,
MTA,1266.67,57.647,96.572,.010,-,-,-5.15,-,-,-,-,,Metals Of Africa,-,.06,-.8,.058,.06,.07,.058,-9.92,.135,.032,
MTAO,-,10.138,67.077,.002,-,-,-,-,-,-,-,,  opt jan17,-,.03,-,.018,.028,.03,.03,+1.85,.055,.011,
MLX,9955.23,163.593,370.301,.630,.83,1.66,9.87,13.9,2.95,3.35,2.15,p,Metals X,X,1.375,+6.5,1.355,1.38,1.377,1.305,+6.81,1.59,.62,
MEI,62.500,16.042,16.506,.001,-,-,-.36,-,-,-,-,,Meteoric Res,-,.01,-,.01,.021,.01,.01,+1.85,.026,.008,
MEL,1057.55,120.362,89.185,.021,-,-,-.90,-,-,-,-,,Metgasco,-,.048,-.2,.045,.048,.05,.046,-2.15,.09,.019,
MNC,12757.7,766.035,431.876,.013,-,-,-.63,-,-,-,-,,Metminco,-,.005,-.1,.005,.006,.007,.005,-14.82,.014,.003,
MMI,131.792,52.778,27.992,.025,-,-,-1.07,-,-,-,-,,Metro Min,-,.069,+.2,.064,.069,.073,.069,+4.83,.13,.021,
MHM,1417.14,13.947,25.493,.003,-,-,-2.40,-,-,-,-,,MHM Metals,-,.022,+.8,.022,.023,.024,.014,+58.99,.027,.006,
MDI,54.000,10.674,20.578,.002,-,-,-1.00,-,-,-,-,,Middle Island Res,-,.007,-,.007,.011,.007,.007,+1.85,.014,.004,
MOY,1050.48,43.394,81.280,.011,-,-,2.31,2.3,-,-,-,,Millennium Min,-,.052,-.3,.051,.052,.055,.048,-3.61,.088,.022,
MNB,4300.00,171.125,192.674,.004,-,-,-.20,-,-,-,-,,Minbos Res,-,.003,-.1,.002,.003,.003,.003,-23.15,.008,.002,
MCR,784.385,65.987,87.058,.049,.35,.74,-18.20,-,4.00,-,15.38,f,Mincor Res,-,.26,-2,.26,.27,.28,.255,-5.30,.765,.23,
MDX,-,1.177,7.291,.001,-,-,-8.10,-,-,-,-,,Mindax,-,.004,-,.004,.007,.004,.004,+1.85,.065,.003,
MAK,559.225,38.784,33.917,.027,-,-,-17.50,-,-,-,-,,Minemakers,-,.11,-.5,.105,.115,.11,.10,-2.50,.125,.057,
MRC,211.000,13.019,21.017,.049,.10,1.20,2.96,4.1,-,-,-,,Mineral Commodities,-,.12,-,.12,.125,.125,.12,+1.85,.145,.07,
MDL,443.187,33.526,41.601,.050,3.79,.13,-100.00,-,-,-,-,,Mineral Deposits,-,.48,-2,.48,.50,.505,.47,-2.15,1.45,.46,
MSC,-,14.707,145.938,.002,-,-,-2.40,-,-,-,-,,Minerals Corp,-,.064,-,-,-,.064,.064,+1.85,.08,.031,
MSCO,-,-,-,-,-,-,-,-,-,-,-,,  opt dec15,-,-,-,-,-,.001,.001,+1.85,.001,.001,
MPJ,69531.2,1302.34,1061.39,.013,-,-,-.11,-,-,-,-,,Mining Projects,-,.007,+.1,.006,.007,.007,.006,+18.51,.01,.003,
MPJO,42770.0,968.231,313.922,.003,-,-,-,-,-,-,-,,  opt jun16,-,.003,+.1,.002,.003,.003,.001,+51.85,.005,.001,
MEP,663.152,29.031,63.722,.013,-,-,-3.81,-,-,-,-,,Minotaur Explore,-,.07,-.5,.07,.075,.076,.063,-4.82,.17,.055,
MNQ,4233.03,111.917,1.427,.005,-,-,-2.37,-,-,-,-,,Minquest,-,.024,+.9,.023,.025,.025,.016,+61.85,.043,.015,
MRR,38.621,3.891,.890,.003,-,-,-4.13,-,-,-,-,,Minrex Res,-,.18,-,.13,.18,.18,.18,+1.85,.20,.05,
MSV,754.300,111.778,66.972,.027,.02,.95,-2.32,-,-,-,-,,Mitchell Services,-,.019,-.2,.019,.025,.022,.019,-7.68,.035,.014,
MSVO,-,-,.111,-,-,-,-,-,-,-,-,,  opt aug16,-,.001,-,-,-,.001,.001,+1.85,.001,.001,
MTH,100.000,103.473,332.500,.002,-,-,-3.74,-,-,-,-,,Mithril Resources,-,.004,-,.004,.005,.004,.004,+1.85,.009,.003,
MOD,6000.00,174.755,210.499,.005,-,-,-1.53,-,-,-,-,,MOD Resources,-,.005,-,.004,.006,.005,.005,+1.85,.008,.003,
MPO,247.822,117.295,109.282,.039,-,-,-.68,-,-,-,-,,Molopo Energy,-,.155,+.5,.155,.16,.16,.15,+5.18,.205,.115,
MOX,6354.57,35.502,53.523,.004,-,-,-3.39,-,-,-,-,,Monax Min,-,.015,+.4,.011,.014,.022,.014,+38.21,.022,.006,
MZM,1151.54,6.926,6.758,.020,-,-,-3.80,-,-,-,-,,Montezuma Min Co,-,.285,-.5,.275,.285,.30,.265,+.12,.30,.12,
MOO,17088.6,881.412,75.172,.004,-,-,-.34,-,-,-,-,,Monto Minerals,-,.002,-,.002,.003,.003,.002,+1.85,.007,.001,
MTB,-,13.973,43.086,-,-,-,-.13,-,-,-,-,,Mount Burgess Min,X,.002,-,.002,.004,.002,.002,+1.85,.007,.001,
MGX,30311.5,812.737,1137.00,.235,.28,.77,-83.56,-,4.00,-,18.60,f,Mount Gibson Iron,-,.215,+3,.21,.215,.215,.185,+18.06,.472,.165,
MUM,1000.00,140.479,47.810,.004,-,-,-.29,-,-,-,-,,Mount Magnet South,-,.003,-,.003,.004,.003,.003,+1.85,.006,.001,
MUMOA,-,15.796,-,-,-,-,-,-,-,-,-,,  opt dec18,-,.001,-,.001,.002,.001,.001,+1.85,.002,.001,
MRD,3063.34,290.669,87.072,.011,-,-,-.61,-,-,-,-,,Mount Ridley Mines,-,.013,-,.012,.014,.013,.012,+1.85,.049,.01,
MOZ,34282.9,690.611,164.316,.019,-,-,-.27,-,-,-,-,,Mozambi Res,-,.039,+.4,.038,.04,.049,.035,+13.28,.049,.006,
MOZO,5477.22,118.566,-,.005,-,-,-,-,-,-,-,,  opt dec17,-,.02,+.3,.019,.021,.027,.017,+19.49,.027,.003,
MRQ,16.464,5.411,12.806,.010,-,-,-3.28,-,-,-,-,,MRG Metals,-,.074,+.4,.065,.068,.074,.07,+7.56,.14,.065,
MRQO,-,2.446,1.473,-,-,-,-,-,-,-,-,,  opt sep16,-,.011,-,-,.012,.011,.011,+1.85,.035,.005,
MRQOA,-,.830,-,-,-,-,-,-,-,-,-,,  opt aug20,-,.007,-,.004,.007,.007,.007,+1.85,.016,.007,
MGV,363.000,26.460,26.969,.003,-,-,-6.47,-,-,-,-,,Musgrave Min,-,.023,-,.024,.029,.025,.022,+1.85,.06,.021,
MUS,376.067,56.742,475.719,.010,-,-,-29.20,-,-,-,-,,Mustang Res,X,.18,-2,.18,.195,.205,.175,-8.15,.33,.003,
MZI,889.663,12.298,1287.29,.036,-,-,-22.00,-,-,-,-,,MZI Resources,X,.43,-11,.43,.465,.54,.415,-18.52,.58,.215,
NAG,10246.6,22.575,64.136,.026,-,-,-.21,-,-,-,-,,Nagambie Mining,-,.078,+4.3,.078,.079,.078,.038,+124.7,.078,.03,
NCO,350.000,109.024,22.992,.001,-,-,-.84,-,-,-,-,,Namibian Copper,-,.003,-,.003,.004,.003,.003,+1.85,.007,.001,
NCOO,3600.00,44.540,5.911,-,-,-,-,-,-,-,-,,  opt apr19,-,.001,-,.001,.002,.001,.001,+1.85,.003,.001,
NRR,2224.69,116.191,16.002,.007,-,-,-.20,-,-,-,-,,Naracoota Res,-,.051,+.7,.05,.057,.056,.05,+17.76,.069,.018,
NVG,3191.33,40.136,70.246,.002,-,-,-.17,-,-,-,-,,Navaho Gold,-,.003,-,.003,.004,.003,.003,+1.85,.005,.001,
NML,656.227,8.560,17.763,.003,-,-,-.65,-,-,-,-,,Navarre Minerals,-,.032,+.4,.031,.032,.032,.025,+16.13,.056,.018,
NXR,4207.73,550.288,355.680,.014,-,-,-2.34,-,-,-,-,,Nemex Res,-,.059,+.4,.06,.064,.065,.051,+9.12,.16,.041,
NMT,4618.57,287.056,639.879,.092,-,-,-2.05,-,-,-,-,,Neometals,-,.18,-.5,.175,.18,.19,.175,-.86,.225,.025,
NEN,765.463,128.099,1868.49,.013,-,-,-.14,-,-,-,-,,Neon Energy,-,.024,-.1,.024,.025,.025,.023,-2.15,.037,.02,
NVI,41.667,1.111,2.882,.003,-,-,-87.27,-,-,-,-,,Nevada Iron,-,.04,+.8,.04,.05,.04,.032,+26.85,.36,.02,
NAE,1001.11,26.468,23.526,.001,-,-,-.98,-,-,-,-,,New Age Exploration,-,.004,-.1,.004,.005,.004,.004,-18.15,.015,.003,
NGE,2301.38,342.494,165.564,.017,-,-,.68,2.9,-,-,-,,New Guinea Energy,-,.02,-,.02,.021,.021,.019,+1.85,.025,.006,
NHC,359.610,43.907,41.027,1.596,2.21,.87,-2.60,-,6.50,-,3.39,f,New Hope Corp,-,1.92,-,1.90,1.95,1.96,1.85,+1.85,2.67,1.60,
NHO,-,43.515,9.688,.003,-,-,1.27,.9,-,-,-,,New Horizon Coal,-,.012,-,-,-,.012,.012,+1.85,.017,.006,
NSE,1806.74,114.166,107.604,.004,-,-,-20.64,-,-,-,-,,New Standard Energy,-,.011,-,.01,.011,.011,.01,+1.85,.085,.004,
NTL,142.000,9.694,29.424,.007,.01,.80,-.13,-,-,-,-,,New Talisman Gold,-,.008,-,.006,.008,.008,.007,+1.85,.011,.005,
NTLO,-,-,14.515,-,-,-,-,-,-,-,-,,  opt nov17,-,.002,-,-,-,.002,.002,+1.85,.002,.002,
NZO,44.443,3.329,3.826,.145,.66,.65,-1.33,-,2.17,-,5.05,,NZ Oil & Gas,X,.43,+3,.41,.44,.43,.40,+9.35,.894,.36,
NCM,22457.1,816.755,875.599,9.436,11.72,1.05,71.20,17.3,-,-,-,,Newcrest Min,-,12.31,-154,12.30,12.37,13.915,12.26,-9.27,15.79,8.51,
NME,-,1.039,5.250,-,-,-,-.14,-,-,-,-,,Nex Metals Explore,-,.003,-,.003,.004,.003,.003,+1.85,.008,.003,
NXM,394.107,10.837,9.603,.006,-,-,-1.79,-,-,-,-,,Nexus Min,-,.08,-1,.077,.08,.092,.08,-9.26,.092,.049,
NIO,-,9.514,6.316,.002,-,-,-.08,-,-,-,-,,Nickelore,-,.008,-,.008,.014,.008,.008,+1.85,.015,.006,
NDO,40.368,15.824,1050.17,.020,-,-,-10.47,-,-,-,-,,Nido Petroleum,X,.45,-,.45,.50,.45,.43,+1.85,2.20,.028,
NIU,44.056,75.394,35.158,.002,-,-,-.52,-,-,-,-,,Niuminco Grp,-,.002,-,.002,.003,.002,.002,+1.85,.005,.001,
NKP,425.540,53.490,24.170,.079,-,-,-.73,-,-,-,-,,NKWE Platinum,-,.088,-.5,.087,.093,.093,.088,-3.53,.099,.063,
NKPO,-,5.096,11.814,.005,-,-,-,-,-,-,-,,  opt mar16,-,.017,-,.015,.02,.017,.017,+1.85,.04,.01,
NFE,743.334,63.425,33.748,.004,-,-,-46.88,-,-,-,-,,Northern Iron,-,.009,+.2,.009,.013,.01,.009,+30.42,.05,.004,
NTM,4.500,13.500,13.266,-,-,-,-.53,-,-,-,-,,Northern Manganese,-,.008,-.3,.009,.012,.008,.008,-25.43,.025,.007,
NMI,785.937,34.920,178.541,.022,-,-,-.09,-,-,-,-,,Northern Min,-,.02,-.2,.02,.024,.022,.02,-7.24,.034,.013,
NTU,307.729,22.173,42.386,.072,-,-,-3.50,-,-,-,-,,Northern Minerals,-,.165,-,.165,.175,.175,.165,+1.85,.29,.14,
NST,34456.7,1010.51,976.708,1.656,.55,5.02,15.50,17.8,5.00,3.10,1.81,f,Northern Star Res,-,2.76,-37,2.75,2.78,3.20,2.69,-9.97,3.26,.915,
NWE,566.473,195.309,155.694,.006,-,-,-.27,-,-,-,-,,Norwest Energy,-,.004,-,.004,.005,.004,.004,+1.85,.011,.003,
NOR,145510,1755.78,6.372,.026,.01,4.70,-1.50,-,-,-,-,,Norwood Systems,-,.047,-.6,.047,.049,.059,.047,-9.47,.059,.01,
NSL,13104.1,704.393,422.943,.011,-,-,-1.46,-,-,-,-,,NSL Consolidated,-,.012,-,.011,.012,.013,.011,+1.85,.015,.003,
NSLO,2000.00,250.382,194.307,.002,-,-,-,-,-,-,-,,  opt dec16,-,.006,-,.005,.006,.006,.005,+1.85,.008,.002,
NCR,671.500,77.218,305.715,.003,-,-,-.62,-,-,-,-,,NuCoal Res,-,.004,+.1,.003,.004,.004,.003,+35.18,.016,.002,
NGY,290.000,15.621,37.143,.022,-,-,-4.51,-,-,-,-,,NuEnergy Gas,-,.029,-.1,.021,.035,.03,.029,-1.49,.04,.02,
NYO,2375.00,62.361,13.117,.002,-,-,-.34,-,-,-,-,,Nyota Minerals,-,.001,-,-,.002,.001,.001,+1.85,.006,.001,
OGC,2805.58,109.097,153.643,1.550,-,-,35.43,7.3,3.84,9.23,1.49,,OceanaGold Corp,-,2.57,-,2.50,2.66,2.71,2.55,+1.85,3.37,1.81,
ORS,1818.16,64.853,69.329,.004,-,-,-9.56,-,-,-,-,,Octagonal Res,-,.015,-.1,.014,.015,.016,.015,-4.40,.019,.008,
OXX,75.000,2.139,6.105,.009,-,-,-5.42,-,-,-,-,,Octanex,-,.04,-.5,.04,.10,.041,.04,-9.26,.10,.04,
OXXCB,39.698,.923,1.105,-,-,-,-,-,-,-,-,,  ctg,-,.01,+.2,.001,.05,.01,.008,+26.85,.03,.008,
ODN,875.000,75.704,24.714,-,-,-,-.91,-,-,-,-,,Odin Energy,-,.002,-,.002,.003,.002,.002,+1.85,.004,.001,
ODY,51.000,6.814,38.915,.005,-,-,-.25,-,-,-,-,,Odyssey Energy,-,.048,-,.048,.053,.048,.048,+1.85,.059,.034,
OBL,900.000,117.151,303.439,.003,-,-,-.13,-,-,-,-,,Oil Basins,-,.003,-.1,.003,.004,.004,.003,-23.15,.008,.003,
OSH,39116.8,1188.12,981.797,11.953,3.39,2.32,37.28,21.1,19.12,1.95,2.44,,Oil Search,-,7.85,+40,7.78,7.90,8.16,7.45,+7.22,8.89,5.62,
OEX,1787.58,114.289,307.465,.035,-,-,-2.70,-,-,-,-,,Oilex,-,.03,-.2,.03,.031,.032,.03,-4.40,.081,.029,
OKU,267.767,15.081,454.716,.011,-,-,-.13,-,-,-,-,,Oklo Resources,X,.08,-,.08,.084,.081,.08,+1.85,.13,.04,
OMH,393.057,22.189,67.782,.114,.30,.52,-10.59,-,-,-,-,,OM Hldgs,-,.155,-.5,.145,.16,.16,.15,-1.28,.43,.15,
OGY,960.000,348.025,89.447,.006,-,-,-.59,-,-,-,-,,Orca Energy,-,.013,+.1,.012,.014,.013,.012,+10.18,.035,.004,
ORR,1491.76,25.173,16.380,.015,-,-,-.57,-,-,-,-,,Orecorp,-,.13,+1.5,.13,.14,.13,.12,+14.89,.13,.04,
OGX,1756.62,79.969,24.415,.043,-,-,-2.05,-,-,-,-,,Orinoco Gold,-,.21,+1,.205,.21,.215,.195,+6.85,.24,.058,
OGXOB,1851.40,44.103,-,.008,-,-,-,-,-,-,-,,  opt nov16,-,.10,+.5,.095,.099,.105,.091,+7.11,.11,.014,
ORN,1919.54,40.176,43.172,.006,-,-,-1.08,-,-,-,-,,Orion Gold,-,.018,-.6,.018,.02,.022,.017,-23.15,.046,.017,
ORM,12.500,.212,.669,-,-,-,-1.56,-,-,-,-,,Orion Metals,-,.006,-.3,.006,.019,.009,.006,-31.49,.018,.006,
OVL,2984.57,118.502,31.023,.005,-,-,-.45,-,-,-,-,,Oro Verde,-,.011,-.1,.011,.012,.012,.01,-6.49,.012,.004,
ORE,1056.85,47.315,41.146,.303,-,-,-.73,-,-,-,-,,Orocobre,-,1.795,-13.5,1.795,1.81,1.965,1.775,-5.15,2.97,1.45,
ORX,-,5.669,6.370,.003,-,-,-.18,-,-,-,-,,Orrex Res,-,.036,-,.037,.05,.036,.036,+1.85,.05,.017,
OEL,10850.9,417.112,325.621,.037,-,-,2.92,1.1,-,-,-,,Otto Energy,-,.031,+.1,.031,.032,.031,.03,+5.18,.077,.027,
OVR,3536.67,98.241,128.983,.001,-,-,-16.04,-,-,-,-,,Overland Res,-,.007,-.1,.007,.008,.008,.006,-10.65,.017,.005,
OZL,10730.6,490.460,449.042,1.323,6.68,.65,35.50,12.3,16.00,2.22,3.67,,OZ Minerals,-,4.36,+19,4.31,4.50,4.67,4.22,+6.40,5.01,2.93,
PFM,-,.011,.038,.005,.63,.56,7.20,4.9,-,-,-,,Pacific Mining,-,.35,-,.35,-,.35,.35,+1.85,.35,.35,
PNR,6292.45,182.906,21.109,.036,-,-,-1.07,-,-,-,-,,Pacific Niugini,-,.073,-,.072,.073,.075,.067,+1.85,.086,.043,
PNRO,422.500,7.258,-,.002,-,-,-,-,-,-,-,,  opt aug17,-,.031,-,.03,.04,.031,.03,+1.85,.031,.011,
PSF,3503.93,110.238,58.016,.009,-,-,-.04,-,-,-,-,,Pacific Ore,-,.014,-,.014,.015,.015,.013,+1.85,.017,.006,
PMY,489.000,152.665,177.462,.008,-,-,-.50,-,-,-,-,,Pacifico Min,-,.013,-,.012,.013,.013,.012,+1.85,.032,.008,
PDN,40352.0,1460.94,1627.10,.419,.14,1.75,-24.61,-,-,-,-,,Paladin Energy,-,.245,+1.5,.24,.25,.25,.23,+8.37,.435,.155,
PZC,939.500,178.819,52.714,.004,-,-,-.33,-,-,-,-,,Pan Asia Corp,-,.008,-.2,.007,.008,.01,.007,-18.15,.05,.002,
PPP,340.544,241.691,109.938,.021,.06,.60,-4.00,-,-,-,-,,Pan Pacific Pet,-,.036,-.1,.036,.04,.037,.035,-.86,.062,.031,
PCL,753.309,310.937,1108.23,.006,-,-,-3.64,-,-,-,-,,Pancontinental Oil,-,.005,-.1,.005,.006,.006,.005,-14.82,.038,.002,
PAN,1169.55,147.587,458.196,.096,.75,.40,-9.00,-,3.00,-,10.00,f,Panoramic Res,-,.30,-3.5,.295,.31,.35,.295,-8.60,.63,.28,
PGI,189.597,33.336,162.329,.010,.27,.29,-48.16,-,-,-,-,,Panterra Gold,X,.078,-.2,.074,.079,.08,.074,-.65,.33,.074,
PGIOA,-,1.604,-,-,-,-,-,-,-,-,-,,  opt dec18,-,.02,-,.014,.02,.02,.02,+1.85,.02,.017,
PDM,1500.00,174.610,101.785,-,-,-,-.57,-,-,-,-,,Paradigm Metals,-,.001,-,.001,.002,.001,.001,+1.85,.004,.001,
PDMO,-,2.594,-,-,-,-,-,-,-,-,-,,  opt dec16,-,.002,-,-,.001,.002,.002,+1.85,.002,.001,
PNL,317.186,20.983,19.128,.055,-,-,-4.39,-,-,-,-,,Paringa Res,-,.36,-.5,.33,.345,.36,.31,+.48,.41,.16,
PML,200.000,12.993,23.566,.002,-,-,-2.16,-,-,-,-,,Parmelia Res,-,.021,-.2,.019,.028,.023,.021,-6.85,.052,.01,
PMLOB,-,2.960,2.504,-,-,-,-,-,-,-,-,,  opt may17,-,.006,-,.006,.015,.006,.006,+1.85,.02,.004,
PKO,50.000,37.695,43.244,-,-,-,-.69,-,-,-,-,,Peak Oil & Gas,-,.001,-.1,.001,.002,.002,.001,-48.15,.004,.001,
PEK,757.960,46.155,75.610,.024,-,-,-1.26,-,-,-,-,,Peak Resources,-,.061,-.4,.064,.065,.063,.06,-4.31,.099,.06,
PEX,2695.64,34.024,28.703,.028,-,-,-1.30,-,-,-,-,,Peel Mining,-,.21,+6,.215,.24,.30,.16,+41.85,.355,.045,
PUN,78.606,6.846,5.241,.001,-,-,.57,1.9,-,-,-,,Pegasus Metals,-,.011,+.1,.011,.015,.011,.01,+11.85,.021,.005,
PEL,-,39.490,11.036,.005,-,-,-.58,-,-,-,-,,Pelican Resources,-,.013,-,.009,.013,.013,.013,+1.85,.013,.002,
PELOA,-,.750,-,-,-,-,-,-,-,-,-,,  opt jun17,-,.003,-,.003,.005,.003,.003,+1.85,.003,.002,
PEN,635.574,1033.41,1092.18,.214,-,-,-4.40,-,-,-,-,,Peninsula Energy,X,1.23,-14,1.19,1.23,1.37,1.19,-8.37,1.45,.60,
PENOC,376.399,94.268,133.041,.002,-,-,-,-,-,-,-,,  opt dec15,X,.10,-10,.10,.115,.14,.10,-48.15,.20,.001,
PENOD,28.819,157.340,-,.013,-,-,-,-,-,-,-,,  opt dec18,X,.30,-5,.30,.33,.35,.30,-12.44,.40,.003,
PSM,-,2.066,12.176,.001,-,-,-.51,-,-,-,-,,Peninsula Mines,-,.006,-,.008,.01,.006,.006,+1.85,.01,.005,
PNN,432.866,6.654,11.147,.003,-,-,-3.50,-,-,-,-,,Pepinnini Minerals,-,.015,+.2,.011,.015,.015,.013,+17.23,.02,.01,
PEC,103.725,1.307,2.102,.004,-,-,-3.05,-,-,-,-,,Perpetual Res,-,.055,-,.055,.064,.055,.05,+1.85,.072,.04,
PRU,26225.3,828.263,1094.05,.199,.90,.42,-6.42,-,-,-,-,,Perseus Min,-,.375,-2,.375,.38,.44,.375,-3.22,.505,.195,
PTR,2800.69,90.702,30.159,.002,-,-,-.15,-,-,-,-,,Petratherm,-,.004,-,.004,.005,.004,.003,+1.85,.01,.001,
PRL,62.500,27.668,63.957,.019,-,-,-1.27,-,-,-,-,,Petrel Energy,-,.04,-,.035,.039,.04,.037,+1.85,.12,.037,
PSA,244.700,17.514,20.338,.022,.16,.58,-3.27,-,-,-,-,,Petsec Energy,-,.093,+.1,.093,.097,.095,.091,+2.93,.13,.09,
PNX,153.000,74.866,17.939,.006,-,-,-1.39,-,-,-,-,,Phoenix Copper,-,.015,-.1,.014,.017,.016,.014,-4.40,.048,.012,
PXG,8158.56,210.289,45.961,.068,-,-,-5.11,-,-,-,-,,Phoenix Gold,-,.145,-1,.135,.15,.16,.14,-4.60,.16,.061,
POZ,569.333,17.388,52.460,.004,-,-,.34,7.1,-,-,-,,Phosphate Aust,-,.024,+.3,.021,.025,.024,.022,+16.13,.027,.013,
PLS,34217.4,797.321,446.298,.214,-,-,-.94,-,-,-,-,,Pilbara Minerals,-,.295,-7,.29,.295,.375,.265,-17.33,.405,.034,
PGY,75106.5,1061.08,328.880,.003,-,-,-2.94,-,-,-,-,,Pilot Energy,-,.002,-,.001,.002,.002,.001,+1.85,.003,.001,
PGYO,-,-,54.995,-,-,-,-,-,-,-,-,,  opt jan16,-,.001,-,-,.001,.001,.001,+1.85,.001,.001,
PIO,5450.44,159.014,202.490,.011,-,-,-.31,-,-,-,-,,Pioneer Res,-,.016,-.2,.016,.017,.02,.016,-9.26,.026,.011,
PGS,1020.00,40.531,83.795,.002,-,-,-.15,-,-,-,-,,Planet Gas,-,.004,-,.003,.004,.004,.003,+1.85,.015,.002,
