Warrant Market - Weekly
"Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:10 PM."



ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,
Equity Call Warrants,
SULKOA,4.92,31/12/29,1:1,4.08,4.09,3.84,-,-,
SULKOB,6.87,31/12/29,1:1,2.13,2.14,-,-,-,

Suncorp Grp Last Sale Price $12.54,
SUNKOF,8.51,31/12/29,1:1,4.03,4.04,-,-,-,
SUNKOD,9.42,31/12/29,1:1,3.12,3.13,-,-,-,
SUNKOA,10.09,31/12/29,1:1,2.46,2.47,2.35,-35,100,
SUNKOB,10.83,31/12/29,1:1,1.71,1.72,3.09,-,-,

Seven West Media Last Sale Price $0.76,
SWMKOA,0.10,31/12/29,1:1,.65,.66,.69,-,-,
SWMKOC,0.40,31/12/29,1:1,.355,.365,-,-,-,
SWMKOD,0.40,31/12/29,1:1,.35,.36,-,-,-,
SWMKOF,0.58,31/12/29,1:1,.175,.185,-,-,-,

Sydney Airport Last Sale Price $5.86,
SYDKOA,3.40,31/12/29,1:1,2.45,2.46,2.24,-,-,
SYDKOD,4.05,31/12/29,1:1,1.81,1.82,1.63,-,-,
SYDKOE,4.64,31/12/29,1:1,1.22,1.23,1.165,-,-,

Tabcorp Hldgs Last Sale Price $4.57,
TAHKOA,1.22,31/12/29,1:1,3.35,3.36,1.905,-,-,
TAHKOE,3.01,31/12/29,1:1,1.55,-,-,-,-,
TAHKOF,3.40,31/12/29,1:1,1.16,1.17,-,-,-,
TAHKOC,3.84,31/12/29,1:1,.725,.735,-,-,-,

Transurban Grp Last Sale Price $9.74,
TCLKOD,7.96,31/12/29,1:1,1.78,1.79,1.60,-,-,
TCLKOB,8.25,31/12/29,1:1,1.49,1.50,1.355,-,-,

Telstra Corp Last Sale Price $5.65,
TLSKOJ,4.18,31/12/29,1:1,1.46,1.47,-,-,-,
TLSKOK,4.31,31/12/29,1:1,1.335,1.345,1.365,-,-,
TLSKOH,4.46,31/12/29,1:1,1.18,1.19,-,-,-,
TLSKOB,4.59,31/12/29,1:1,1.055,1.065,1.01,+1,215,
TLSKOG,4.76,31/12/29,1:1,.89,.90,-,-,-,
TLSQOA,4.89,31/12/29,1:1,.755,.765,.73,+4,585,
TLSLOD,4.99,31/12/29,1:1,.74,.75,.71,-,-,
TLSKOI,5.01,31/12/29,1:1,.64,.65,.64,+7,147,
TLSKOD,5.12,31/12/29,1:1,.53,.54,.45,-4,1200,
TLSKOF,5.23,31/12/29,1:1,.41,.42,.875,-,-,
TLSLOG,5.26,31/12/29,1:1,.47,.48,.50,-,-,
TLSLOC,5.37,31/12/29,1:1,.355,.365,.315,-,-,
TLSLOB,5.49,31/12/29,1:1,.23,.24,.56,-,-,

Transpacific Indust Last Sale Price $0.59,
TPIKOB,0.30,31/12/29,1:1,.285,.295,.265,-,-,
TPIKOC,0.44,31/12/29,1:1,.145,.155,.395,-,-,

TPG Telecom Last Sale Price $10.18,
TPMKOB,6.14,31/12/29,1:1,4.04,4.05,2.55,-,-,
TPMKOA,7.68,31/12/29,1:1,2.50,2.51,1.625,-,-,

The Reject Shop Last Sale Price $8.44,
TRSKOD,6.43,31/12/29,1:1,2.01,-,2.05,-,-,

Transfield Services Last Sale Price $1.00,
TSEQOA,0.65,31/12/29,1:1,.34,.35,-,-,-,
TSEKOB,0.79,31/12/29,1:1,.205,.215,-,-,-,

Tatts Grp Last Sale Price $3.61,
TTSKOC,2.13,31/12/29,1:1,1.475,1.485,.325,-,-,
TTSKOD,2.87,31/12/29,1:1,.73,.74,.83,-,-,
TTSKOB,3.02,31/12/29,1:1,.585,.595,.525,-,-,

Treasury Wine Last Sale Price $6.22,
TWEKOF,5.05,31/12/29,1:1,1.165,1.175,1.05,-,-,
TWEKOE,5.40,31/12/29,1:1,.81,.82,1.51,-,-,

UGL Last Sale Price $2.07,
UGLKOD,1.12,31/12/29,1:1,.945,-,.705,-,-,
UGLKOC,1.66,31/12/29,1:1,.40,-,-,-,-,

Virtus Health Last Sale Price $5.29,
VRTKOE,2.39,31/12/29,1:1,2.90,2.91,-,-,-,
VRTKOD,3.19,31/12/29,1:1,2.10,2.11,2.22,-,-,
VRTKOB,3.76,31/12/29,1:1,1.525,1.535,1.645,-,-,

Westpac Banking Last Sale Price $31.75,
WBCXOD,28.00,17/12/15,2:1,2.19,2.20,2.05,+60,5,
WBCXOC,30.00,17/12/15,2:1,-,-,1.38,-,-,
WBCMOC,24.54,31/12/29,1:1,7.22,7.23,-,-,-,
WBCMOB,25.65,31/12/29,1:1,7.75,7.76,-,-,-,
WBCKOL,26.24,31/12/29,1:1,5.52,5.53,4.65,-,-,
WBCKOB,26.60,31/12/29,1:1,-,-,.895,-,-,
WBCQOF,26.98,31/12/29,1:1,4.78,4.79,3.81,+31,40,
WBCKOH,27.87,31/12/29,1:1,3.89,3.90,2.92,-10,116,
WBCLOC,28.20,31/12/29,1:1,4.11,4.12,3.31,+25,140,
WBCKOI,28.35,31/12/29,1:1,3.41,3.42,3.35,+125,134,
WBCMOA,28.83,31/12/29,1:1,2.93,2.94,-,-,-,
WBCKOE,29.30,31/12/29,1:1,2.46,2.47,2.14,-390,9,
WBCKOG,29.93,31/12/29,1:1,6.52,6.53,5.62,+20,4,
WBCLOD,30.43,31/12/29,1:1,4.93,4.94,4.80,+124,10,
WBCLOE,31.05,31/12/29,1:1,.55,.56,1.585,+7,280,

Wesfarmers Last Sale Price $39.20,
WESKOB,32.58,31/12/29,1:1,6.63,6.64,5.04,-,-,
WESKOG,33.39,31/12/29,1:1,5.82,5.83,-,-,-,
WESKOC,33.85,31/12/29,1:1,5.36,5.37,6.06,-,-,
WESKOE,34.31,31/12/29,1:1,4.91,4.92,5.38,-11,40,
WESQOB,34.70,31/12/29,1:1,4.51,4.52,4.56,-29,20,
WESQOA,35.17,31/12/29,1:1,4.05,4.06,-,-,-,
WESLOC,35.49,31/12/29,1:1,4.52,4.53,4.20,+183,20,
WESLOD,36.73,31/12/29,1:1,3.28,3.29,3.05,-,20,
WESLOH,37.61,31/12/29,1:1,2.41,2.42,3.06,-,-,
WESLOB,38.24,31/12/29,1:1,1.78,1.79,3.40,-,-,
WESLOA,38.82,31/12/29,1:1,1.19,1.20,2.07,-,-,

Westfield Corp Last Sale Price $9.75,
WFDKOB,7.67,31/12/29,1:1,2.08,2.09,1.975,-,-,
WFDKOE,7.94,31/12/29,1:1,1.81,1.82,1.81,-,-,
WFDKOD,8.24,31/12/29,1:1,1.505,1.515,1.45,-,-,
WFDKOA,8.51,31/12/29,1:1,1.235,1.245,.97,-,-,

Whitehaven Coal Last Sale Price $1.02,
WHCQOA,0.17,31/12/29,1:1,.84,.85,-,-,-,
WHCKOC,0.44,31/12/29,1:1,.57,.58,.275,-,-,
WHCKOD,0.60,31/12/29,1:1,.41,.42,-,-,-,
WHCKOA,0.80,31/12/29,1:1,.215,.225,.19,-1.5,2022,
WHCKOB,0.99,31/12/29,1:1,-,-,-,-,-,

WorleyParsons Last Sale Price $6.50,
WORQOA,5.43,31/12/29,1:1,1.065,1.075,.885,-11.5,83,
WORQOB,5.88,31/12/29,1:1,.59,.605,-,-,-,

Woolworths Last Sale Price $24.82,
WOWKOJ,20.88,31/12/29,1:1,3.95,3.96,3.56,-,30,
WOWKOD,21.55,31/12/29,1:1,3.28,3.29,2.98,-39,130,
WOWKOI,21.99,31/12/29,1:1,2.84,2.85,2.50,-,134,
WOWKOB,22.47,31/12/29,1:1,2.36,2.37,2.55,-38,62,
WOWKOH,22.85,31/12/29,1:1,4.47,4.48,-,-,-,

Woodside Petroleum Last Sale Price $29.69,
WPLXOC,34.00,17/12/15,4:1,-,-,-,-,-,
WPLKOE,24.02,31/12/29,1:1,5.68,5.69,5.79,+100,203,
WPLKOH,24.59,31/12/29,1:1,5.11,5.12,4.56,-21,60,
WPLKOJ,25.14,31/12/29,1:1,4.56,4.57,4.45,-199,14,
WPLQOF,26.20,31/12/29,1:1,3.50,3.51,5.45,-,50,
WPLKOB,26.97,31/12/29,1:1,2.69,2.71,4.26,-,8,
WPLLOE,27.17,31/12/29,1:1,3.63,3.64,1.85,-,-,
WPLLOD,27.67,31/12/29,1:1,3.13,3.14,3.45,+61,183,
WPLLOC,28.32,31/12/29,1:1,2.48,2.49,2.99,-,-,
WPLLOA,28.82,31/12/29,1:1,1.975,1.985,4.23,+137,60,
WPLLOB,29.67,31/12/29,1:1,1.095,1.11,2.23,-,-,

Westfield Retail Tr Last Sale Price $3.28,
WRTKOB,2.55,31/12/29,1:1,-,-,.87,-,-,
WRTKOA,2.78,31/12/29,1:1,-,-,.655,-,-,

Western Areas Last Sale Price $2.59,
WSAKOA,1.87,31/12/29,1:1,.715,.725,-,-,-,
WSAQOA,2.17,31/12/29,1:1,.415,.425,.43,+6,120,

Crude Oil (Nymex) futures,
ZCLKOC,22.74,31/12/29,.10:1,3.40,3.42,3.27,+2,6,
ZCLKOB,25.87,31/12/29,.10:1,2.97,2.99,-,-,-,
ZCLKOG,29.41,31/12/29,.10:1,2.48,2.50,2.18,-,-,
ZCLKOE,32.16,31/12/29,.10:1,2.10,2.12,2.38,-,-,
ZCLKOI,35.88,31/12/29,.10:1,1.58,1.60,1.40,-,-,
ZCLKOD,41.03,31/12/29,.10:1,.865,.885,.795,-,-,

Comex Gold Futures,
ZGCKOH,786.19,31/12/29,.01:1,4.77,4.78,4.81,-,20,
ZGCKOG,880.67,31/12/29,.01:1,3.46,3.47,-,-,-,
ZGCKOC,927.83,31/12/29,.01:1,2.80,2.81,2.80,-44,10,
ZGCKOF,963.68,31/12/29,.01:1,2.31,2.32,2.35,-,-,
ZGCKOD,1006.13,31/12/29,.01:1,1.715,1.725,1.75,+24.5,50,

Comex Copper Futures,
ZHGKOC,1.24,31/12/29,1:1,1.635,1.655,-,-,-,
ZHGKOA,1.42,31/12/29,1:1,1.385,1.405,-,-,-,
ZHGKOJ,1.62,31/12/29,1:1,1.11,1.13,-,-,-,
ZHGKOB,1.80,31/12/29,1:1,.865,.885,-,-,-,
ZHGKOH,2.00,31/12/29,1:1,.585,.605,-,-,-,
ZHGKOG,2.18,31/12/29,1:1,.335,.355,-,-,-,

Comex Silver Futures,
ZSIKOD,5.91,31/12/29,.10:1,1.27,1.275,.305,-,-,
ZSIKOC,7.73,31/12/29,.10:1,1.015,1.02,-,-,-,
ZSIKOB,9.56,31/12/29,.10:1,.765,.77,-,-,-,
ZSIKOJ,11.36,31/12/29,.10:1,.515,.52,.425,-5,120,
ZSIKOA,13.27,31/12/29,.10:1,.25,.255,-,-,-,

Barrier Put Warrants,
Ardent Leisure Grp Last Sale Price $2.63,
AADKOQ,3.25,31/12/29,1:1,.61,.62,.77,-,-,
AADKOP,3.83,31/12/29,1:1,.285,.30,.64,-,-,

Adelaide Brighton Last Sale Price $4.49,
ABCKOP,5.60,31/12/29,1:1,1.10,1.11,.815,-,-,
ABCKOQ,5.90,31/12/29,1:1,1.40,1.41,1.66,-,-,

AGL Energy Last Sale Price $16.36,
AGLKOP,18.12,31/12/29,1:1,1.755,1.765,1.465,-,-,
AGLKOQ,18.25,31/12/29,1:1,1.82,1.835,-,-,-,
AGLKOR,20.02,31/12/29,1:1,3.65,3.66,4.24,-,-,

Atlas Iron Last Sale Price $0.03,
AGOKOV,0.05,31/12/29,1:1,.008,-,.44,-,-,
AGOKOQ,0.14,31/12/29,1:1,.105,-,.17,-,-,
AGOKOR,0.26,31/12/29,1:1,.215,-,.66,-,-,
AGOKOS,0.37,31/12/29,1:1,.325,-,.26,-,-,
AGOKOU,0.48,31/12/29,1:1,.435,-,.255,-,-,

Asciano Last Sale Price $8.45,
AIOKOQ,9.85,31/12/29,1:1,1.395,-,2.29,-,-,
AIOKOR,10.41,31/12/29,1:1,1.95,-,2.40,-,-,
AIOKOU,10.96,31/12/29,1:1,2.51,-,2.44,-,-,
AIOKOT,11.89,31/12/29,1:1,3.44,-,-,-,-,

Aristocrat Leisure Last Sale Price $8.43,
ALLKOP,9.88,31/12/29,1:1,1.44,1.45,1.865,-,-,
ALLKOU,10.50,31/12/29,1:1,2.06,2.07,2.20,-,-,
ALLKOV,10.83,31/12/29,1:1,2.39,2.40,2.18,-,-,
ALLKOS,11.20,31/12/29,1:1,2.77,2.78,2.42,-,-,

ALS Last Sale Price $4.94,
ALQKOQ,5.95,31/12/29,1:1,1.005,1.015,2.60,-,-,
ALQKOR,6.24,31/12/29,1:1,1.295,1.305,1.715,-,-,
ALQKOS,6.54,31/12/29,1:1,1.595,1.605,2.09,-,-,
ALQKOP,7.03,31/12/29,1:1,2.09,2.10,2.79,+39,40,

Amcor Last Sale Price $13.06,
AMCKOQ,15.07,31/12/29,1:1,2.01,2.02,-,-,-,
AMCKOP,15.56,31/12/29,1:1,2.49,2.50,2.42,+3,50,
AMCKOT,16.44,31/12/29,1:1,3.37,3.38,3.28,-,-,

AMP Last Sale Price $5.79,
AMPLOP,5.97,31/12/29,1:1,.29,.30,-,-,-,
AMPLOR,6.33,31/12/29,1:1,.65,.66,.75,-,-,
AMPKOU,6.56,31/12/29,1:1,.765,.775,1.375,-,-,
AMPLOV,6.61,31/12/29,1:1,.93,.94,.445,-,-,
AMPKOS,6.94,31/12/29,1:1,1.145,1.155,-,-,-,
AMPLOU,6.94,31/12/29,1:1,1.27,1.28,1.125,-,-,
AMPKOQ,7.22,31/12/29,1:1,1.425,1.435,2.58,-,-,
AMPKOV,7.53,31/12/29,1:1,1.735,1.745,2.19,-,-,
AMPKOR,7.80,31/12/29,1:1,2.01,2.02,2.03,-,-,

Ansell Last Sale Price $19.84,
ANNKOS,23.82,31/12/29,1:1,3.98,3.99,-,-,-,
ANNKOP,25.67,31/12/29,1:1,5.83,5.84,4.77,-,-,

ANZ Banking Grp Last Sale Price $28.40,
ANZLOP,27.92,17/09/15,1:1,-,-,.75,+10.5,30,
ANZXOR,33.00,17/12/15,2:1,-,-,.45,-,-,
ANZXOS,35.00,17/12/15,2:1,3.45,3.46,3.79,-,-,
ANZLOT,28.65,31/12/29,1:1,.79,.80,.97,+22,54,
ANZLOU,29.14,31/12/29,1:1,1.29,1.30,1.26,-,-,
ANZLOR,29.82,31/12/29,1:1,1.97,1.98,2.91,-,-,
ANZKOW,30.16,31/12/29,1:1,1.75,1.76,1.575,-72.5,198,
ANZLOW,30.32,31/12/29,1:1,2.42,2.43,7.56,-,-,
ANZKOZ,30.68,31/12/29,1:1,2.27,2.28,2.81,-,-,
ANZLOQ,31.15,31/12/29,1:1,3.30,3.31,2.70,-,-,
ANZKOS,31.68,31/12/29,1:1,3.28,3.29,3.12,-9,11,
ANZQOR,32.25,31/12/29,1:1,3.85,3.86,4.51,-,-,
ANZQOS,32.78,31/12/29,1:1,4.38,4.39,8.38,-,-,
ANZKOU,33.50,31/12/29,1:1,5.10,5.11,3.68,-,-,
ANZKOY,34.09,31/12/29,1:1,5.69,5.70,5.93,-,-,
ANZKOT,34.65,31/12/29,1:1,6.25,6.26,2.64,-,-,
ANZKOP,35.43,31/12/29,1:1,7.02,7.03,-,-,-,
ANZKOR,35.99,31/12/29,1:1,7.59,7.60,-,-,-,
ANZKOQ,36.81,31/12/29,1:1,8.41,8.42,1.60,-,-,
ANZKOV,40.31,31/12/29,1:1,11.91,11.92,7.81,-,-,

APA Grp Last Sale Price $8.43,
APAKOS,10.38,31/12/29,1:1,1.95,1.96,2.16,-47,100,
APAKOR,11.00,31/12/29,1:1,2.57,2.58,2.69,+74,93,

Arrium Last Sale Price $0.09,
ARIKOT,0.18,31/12/29,1:1,.088,.093,.325,-,-,
ARIKOW,0.29,31/12/29,1:1,.20,.205,.65,-,-,
ARIKOP,0.40,31/12/29,1:1,.31,.315,.195,-,-,

ASX Last Sale Price $38.72,
ASXKOP,43.46,31/12/29,1:1,-,-,7.26,-,-,
ASXKOU,44.01,31/12/29,1:1,5.29,5.30,-,-,-,
ASXKOS,44.92,31/12/29,1:1,6.20,6.21,8.10,-,-,

Alumina Last Sale Price $1.26,
AWCKOV,1.51,31/12/29,1:1,.24,.25,.48,-,-,
AWCKOR,1.65,31/12/29,1:1,.375,.385,.42,-,-,
AWCKOP,1.75,31/12/29,1:1,.48,.49,-,-,-,
AWCKOT,1.86,31/12/29,1:1,.59,.60,.55,-,-,
AWCKOX,2.00,31/12/29,1:1,.725,.735,1.315,-,-,
AWCKOY,2.12,31/12/29,1:1,.85,.86,-,-,-,

AWE Last Sale Price $0.70,
AWEKOQ,1.12,31/12/29,1:1,.41,.42,.62,-,-,
AWEKOR,1.44,31/12/29,1:1,.725,.735,1.31,-,-,
AWEKOS,1.80,31/12/29,1:1,1.085,1.095,1.06,-,-,
AWEKOP,2.22,31/12/29,1:1,1.51,1.52,.755,-,-,

Aurizon Hldgs Last Sale Price $5.17,
AZJKOR,6.02,31/12/29,1:1,.84,.85,1.035,-,-,
AZJKOT,6.29,31/12/29,1:1,1.11,1.12,1.59,-,-,
AZJKOQ,6.66,31/12/29,1:1,1.485,1.495,1.445,-,-,
AZJKOZ,6.89,31/12/29,1:1,1.715,1.725,.945,-,-,

Bendigo&Adelaide Bk Last Sale Price $10.45,
BENKOP,11.67,31/12/29,1:1,1.16,1.185,2.74,-,-,
BENKOT,12.24,31/12/29,1:1,1.785,1.795,2.38,-,-,
BENKOU,12.79,31/12/29,1:1,2.34,2.35,2.29,-,-,
BENKOQ,13.50,31/12/29,1:1,3.04,3.05,-,-,-,

BHP Billiton Last Sale Price $24.46,
BHPQOW,26.11,21/09/15,1:1,1.46,-,1.46,-745,80,
BHPXOR,30.00,17/12/15,2:1,3.01,3.02,3.13,-,-,
BHPXOS,32.00,17/12/15,2:1,4.00,4.01,-,-,-,
BHPLOT,25.03,31/12/29,1:1,1.32,1.33,1.185,-72.5,10,
BHPLOX,26.40,31/12/29,1:1,2.69,2.70,3.10,-,-,
BHPLOZ,27.10,31/12/29,1:1,3.39,3.40,7.47,-,-,
BHPKOX,27.51,31/12/29,1:1,3.05,3.06,3.05,-79,1792,
BHPLOU,28.24,31/12/29,1:1,4.52,4.53,4.03,-,-,
BHPQOT,28.43,31/12/29,1:1,3.96,3.97,4.75,+32,23,
BHPLOQ,28.99,31/12/29,1:1,5.28,5.29,9.59,-,-,
BHPKOS,29.70,31/12/29,1:1,5.24,5.25,-,-,-,
BHPLOR,30.29,31/12/29,1:1,6.58,6.59,6.60,-,-,
BHPKOY,30.82,31/12/29,1:1,6.36,6.37,7.67,-,-,
BHPLOS,31.02,31/12/29,1:1,7.31,7.32,.935,-,-,
BHPLOP,31.90,31/12/29,1:1,8.18,8.19,2.85,-,-,
BHPQOU,32.33,31/12/29,1:1,7.87,7.88,8.60,-,-,
BHPKOT,33.49,31/12/29,1:1,9.03,9.04,-,-,-,
BHPQOY,34.24,31/12/29,1:1,9.78,9.79,-,-,-,
BHPQOZ,35.00,31/12/29,1:1,10.54,10.55,-,-,-,

Bradken Last Sale Price $1.22,
BKNKOV,1.73,31/12/29,1:1,.505,-,.895,-,-,
BKNKOW,2.08,31/12/29,1:1,.21,-,-,-,-,

Boral Last Sale Price $5.75,
BLDKOQ,6.64,31/12/29,1:1,.885,.895,2.23,-,-,
BLDKOU,7.10,31/12/29,1:1,1.34,1.35,1.495,-,-,
BLDKOP,7.54,31/12/29,1:1,.63,.645,1.275,-,-,

Bank of Qld Last Sale Price $12.32,
BOQKOV,14.05,31/12/29,1:1,1.72,1.73,3.21,-,-,
BOQKOP,14.69,31/12/29,1:1,2.37,2.38,2.40,-,-,
BOQKOQ,15.35,31/12/29,1:1,3.03,3.04,2.96,-,-,

Beach Energy Last Sale Price $0.54,
BPTKOP,0.72,31/12/29,1:1,.425,.435,-,-,-,
BPTKOR,0.98,31/12/29,1:1,.68,.69,.53,-,-,
BPTKOS,1.23,31/12/29,1:1,.97,.98,-,-,-,

BlueScope Steel Last Sale Price $4.18,
BSLKOS,5.40,31/12/29,1:1,1.215,1.225,1.305,-,-,
BSLKOR,5.52,31/12/29,1:1,1.33,1.34,-,-,-,
BSLKOP,5.84,31/12/29,1:1,1.65,1.66,1.66,+16,855,

Brambles Last Sale Price $9.87,
BXBKOP,11.40,31/12/29,1:1,1.52,1.53,1.55,-,-,
BXBKOT,11.66,31/12/29,1:1,1.79,1.80,2.49,-,-,
BXBKOQ,11.90,31/12/29,1:1,2.03,2.04,2.53,+29,10,

Carsales.com Last Sale Price $9.69,
CARKOP,11.34,31/12/29,1:1,1.65,1.66,2.64,-,-,
CARKOT,12.05,31/12/29,1:1,2.36,2.37,2.54,-,-,

C'wlth Bank  of Aust Last Sale Price $75.83,
CBAKOS,79.26,18/09/15,1:1,-,-,4.20,-,40,
CBAXOR,84.00,17/12/15,4:1,-,-,-,-,-,
CBAXOS,87.00,17/12/15,4:1,-,-,-,-,-,
CBALOR,77.38,31/12/29,1:1,2.85,2.86,2.73,-15,147,
CBAKOQ,80.81,31/12/29,1:1,4.99,5.00,4.72,-,46,
CBAKOR,82.13,31/12/29,1:1,6.31,6.32,6.38,-,55,
CBALOZ,82.68,31/12/29,1:1,8.05,8.06,7.92,-93,84,
CBAQOT,83.53,31/12/29,1:1,7.71,7.72,7.60,-90,232,
CBALOS,84.49,31/12/29,1:1,9.97,9.98,8.97,-,-,
CBAKOY,85.82,31/12/29,1:1,10.00,10.01,9.87,-,40,
CBAKOZ,87.13,31/12/29,1:1,11.31,11.32,11.15,-,3,
CBAMOV,88.45,31/12/29,1:1,12.63,12.64,-,-,-,
CBAQOS,91.67,31/12/29,1:1,15.85,15.86,16.54,+13,25,
CBAQOX,95.60,31/12/29,1:1,19.78,19.79,13.04,-,-,
CBAKOU,100.30,31/12/29,1:1,24.48,24.49,28.70,-,-,

Coca-Cola Amatil Last Sale Price $8.83,
CCLKOR,10.01,31/12/29,1:1,.955,.965,1.89,-,-,
CCLKOS,10.61,31/12/29,1:1,1.77,1.78,1.795,-,70,

Cardno Last Sale Price $2.98,
CDDKOR,3.81,31/12/29,1:1,.825,-,1.70,-,-,
CDDKOQ,4.12,31/12/29,1:1,1.135,-,2.12,-,-,

CuDECO Last Sale Price $1.11,
CDUKOQ,2.74,31/12/29,1:1,-,-,1.515,-,-,

Challenger Last Sale Price $7.15,
CGFKOT,8.38,31/12/29,1:1,1.22,1.23,.855,-,-,
CGFKOU,9.19,31/12/29,1:1,2.03,2.04,1.82,-,-,
CGFKOP,9.83,31/12/29,1:1,2.68,2.69,-,-,-,

Cimic Grp Last Sale Price $23.59,
CIMKOS,26.25,31/12/29,1:1,2.65,2.71,4.56,-,-,
CIMKOQ,26.88,31/12/29,1:1,3.29,3.30,3.48,+23,101,
CIMKOT,27.61,31/12/29,1:1,4.02,4.03,3.28,-,-,
CIMKOP,28.34,31/12/29,1:1,4.75,4.76,3.36,-,-,

Cochlear Last Sale Price $81.79,
COHKOQ,93.18,31/12/29,1:1,11.40,11.41,16.10,-,-,
COHKOR,96.44,31/12/29,1:1,14.66,14.67,13.80,-,-,
COHKOS,98.86,31/12/29,1:1,17.08,17.09,-,-,-,
COHKOT,99.84,31/12/29,1:1,18.06,18.07,20.14,-,-,

Computershare Last Sale Price $10.56,
CPUKOS,11.91,31/12/29,1:1,1.35,1.36,2.91,-,-,
CPUKOQ,12.59,31/12/29,1:1,2.03,2.04,2.11,-,225,
CPUKOU,13.04,31/12/29,1:1,2.48,2.49,3.42,-,-,

CSL Last Sale Price $90.57,
CSLKOR,102.92,31/12/29,1:1,12.36,12.37,13.12,+42,4,
CSLKOT,105.70,31/12/29,1:1,15.14,15.15,14.40,-55,69,
CSLKOX,108.47,31/12/29,1:1,17.91,17.92,25.33,-,-,
CSLKOZ,111.24,31/12/29,1:1,20.68,20.69,30.16,-,-,
CSLKOS,115.25,31/12/29,1:1,24.69,24.70,26.24,-,-,
CSLKOQ,118.16,31/12/29,1:1,27.61,27.62,-,-,-,
CSLQOQ,120.93,31/12/29,1:1,30.37,30.38,13.67,-,-,

CSR Last Sale Price $3.24,
CSRKOP,3.88,31/12/29,1:1,.635,.645,.62,-,-,
CSRKOQ,4.17,31/12/29,1:1,.925,.935,.78,-,-,

Caltex Aust Last Sale Price $31.96,
CTXKOR,36.16,31/12/29,1:1,4.20,4.21,4.01,-,-,
CTXKOZ,39.45,31/12/29,1:1,7.49,7.50,9.50,-,-,
CTXKOQ,42.62,31/12/29,1:1,10.66,10.67,4.20,-,-,

Crown Resorts Last Sale Price $10.89,
CWNKOS,12.42,31/12/29,1:1,1.53,1.54,2.32,-,-,
CWNKOQ,13.57,31/12/29,1:1,2.67,2.68,3.03,+53,28,
CWNKOP,14.07,31/12/29,1:1,3.18,3.19,3.70,-,-,

DuluxGroup Last Sale Price $5.56,
DLXKOP,6.79,31/12/29,1:1,1.22,1.23,1.255,+20,80,
DLXKOQ,7.23,31/12/29,1:1,1.66,1.67,-,-,-,

Domino's Pizza Last Sale Price $40.11,
DMPKOP,50.46,31/12/29,1:1,10.35,10.36,12.11,-,-,
DMPKOQ,52.56,31/12/29,1:1,12.45,12.46,10.85,-,-,
DMPKOR,54.36,31/12/29,1:1,14.26,14.27,12.03,-,-,

Downer EDI Last Sale Price $3.58,
DOWKOP,4.13,31/12/29,1:1,.545,.555,1.625,-,-,
DOWKOR,4.39,31/12/29,1:1,.805,.815,1.22,-,-,
DOWKOS,4.80,31/12/29,1:1,1.21,1.22,1.04,-,-,
DOWKOT,5.06,31/12/29,1:1,1.475,1.485,.84,-,-,

DUET Grp Last Sale Price $2.15,
DUEKOQ,2.62,31/12/29,1:1,.46,.47,.37,-,-,
DUEKOP,2.79,31/12/29,1:1,.635,.645,.64,-,-,

Echo Entertainment Last Sale Price $4.88,
EGPKOR,5.58,31/12/29,1:1,.69,.70,.68,-,-,
EGPKOP,5.95,31/12/29,1:1,1.06,1.07,.64,-,-,
EGPKOQ,6.30,31/12/29,1:1,1.41,1.42,1.45,-,-,

Estia Health Last Sale Price $6.74,
EHEKOQ,7.90,31/12/29,1:1,1.155,-,-,-,-,
EHEKOP,8.76,31/12/29,1:1,2.02,-,-,-,-,

Fletcher Bldg Last Sale Price $6.58,
FBUKOQ,8.08,31/12/29,1:1,1.49,1.50,2.86,-,-,
FBUKOP,8.76,31/12/29,1:1,2.18,2.19,2.13,-20,200,

Flight Centre Travel Last Sale Price $36.80,
FLTKOU,42.24,31/12/29,1:1,5.44,5.45,5.34,-59,221,
FLTKOT,44.67,31/12/29,1:1,7.87,7.88,9.50,-80,85,
FLTKOS,48.51,31/12/29,1:1,11.71,11.72,8.12,-,-,
FLTKOQ,51.31,31/12/29,1:1,14.51,14.52,7.35,-,-,
FLTKOP,54.28,31/12/29,1:1,17.48,17.49,7.60,-,-,

Fortescue Metals Grp Last Sale Price $2.06,
FMGKOQ,2.40,31/12/29,1:1,.33,-,.455,-,-,
FMGQOR,2.57,31/12/29,1:1,.505,-,.89,-,-,
FMGQOU,2.83,31/12/29,1:1,.76,-,.58,-,-,
FMGKOT,3.04,31/12/29,1:1,.975,-,.41,-,-,
FMGQOW,3.23,31/12/29,1:1,1.16,-,.685,-,-,
FMGQOV,3.40,31/12/29,1:1,1.335,-,1.46,-,-,
FMGQOY,3.56,31/12/29,1:1,1.50,-,1.78,-,-,
FMGKOX,3.75,31/12/29,1:1,1.685,-,1.795,-,-,
FMGKOS,3.97,31/12/29,1:1,1.905,-,-,-,-,
FMGKOP,4.20,31/12/29,1:1,2.13,-,1.25,-,-,

Currency Warrant AUD/EUR,
FXEKOS,0.66,31/12/29,100:1,5.00,5.07,6.96,-,-,
FXEKOR,0.68,31/12/29,100:1,6.98,7.05,-,-,-,
