ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"XAO 4734.1 at 2011-03-21T16:38:31. Report at Monday, March 21, 2011. Processed Friday at 2011-03-25.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio
0.615,0.18,0.22,0.21,MEO,MEO Aust,0.215,-0.5,24248,0.21,0.215,-,,-,-,-,3.36,6.4
0.165,0.052,0.099,0.098,MII,Meridian Minerals,0.098,-,2702,0.098,0.105,-,,-,-,-,-3.34,-
0.13,0.075,0.1,0.1,MAS,Mesa Minerals,0.1,-,444,0.096,0.105,-,,-,-,-,-0.61,-
0.23,0.18,0.195,0.195,MBK,Metal Bank Ltd,0.195,0.5,1000,0.19,0.205,-,,-,-,-,-,-
0.3,0.135,0.24,0.21,MKO,Metaliko Res,0.235,3,2221,0.22,0.235,-,,-,-,-,-,-
0.37,0.2,0.27,0.27,MLM,Metallica Min,0.27,0.5,100,0.265,0.275,-,,-,-,-,-1.76,-
0.051,0.008,0.032,0.032,MLS,Metals Aust,0.032,-0.2,1921,0.032,0.034,-,,-,-,-,-0.21,-
0.395,0.096,0.315,0.28,MLX,Metals X,0.29,-,14042,0.28,0.29,-,,-,-,-,2.75,10.5
0.25,0.076,0.1,0.1,MEI,Meteoric Res,0.1,-,1019,0.09,0.1,-,,-,-,-,-2.7,-
0.06,0.012,-,-,MEICA,  ctg,0.016,-,-,0.016,-,-,,-,-,-,-,-
0.62,0.295,0.4,0.355,MEL,Metgasco,0.375,1,5241,0.375,0.395,-,,-,-,-,-1.92,-
0.475,0.14,0.41,0.38,MNC,Metminco,0.395,-1.5,23168,0.39,0.395,-,,-,-,-,-1.7,-
0.265,0.04,0.22,0.2,MNCO,  opt dec12,0.2,-2,600,0.19,0.23,-,,-,-,-,-,-
0.39,0.18,0.31,0.3,MTE,MetroCoal,0.31,1.5,3701,0.31,0.32,-,,-,-,-,-1.09,-
1.56,0.165,1.04,0.97,MHM,MHM Metals,1.01,-1,2385,1.01,1.04,-,,-,-,-,-1.52,-
1.28,0.075,0.815,0.78,MHMO,  opt aug12,0.815,1.5,285,0.785,0.9,-,,-,-,-,-,-
0.165,0.028,-,-,MDS,Midas Res,0.03,-,-,0.029,0.034,-,,-,-,-,-0.34,-
0.09,0.002,-,-,MDSOB,  opt may11,0.002,-,-,0.001,0.003,-,,-,-,-,-,-
0.11,0.014,-,-,MDSOC,  opt nov12,0.019,-,-,0.012,0.045,-,,-,-,-,-,-
0.695,0.425,0.62,0.595,MDI,Middle Island Res,0.62,3,817,0.61,0.62,-,,-,-,-,-,-
0.19,0.12,0.125,0.125,MWN,Midwinter Res,0.125,0.5,73,0.12,0.155,-,,-,-,-,-1.9,-
0.05,0.02,-,-,MWNOA,  opt nov11,0.035,-,-,0.012,0.025,-,,-,-,-,-,-
0.047,0.019,0.023,0.021,MGK,MIL Res,0.023,0.1,20336,0.022,0.024,-,,-,0.03,-,-0.17,-
0.015,0.005,-,-,MGKOA,  opt may12,0.005,-,-,0.005,0.008,-,,-,-,-,-,-
0.048,0.02,0.032,0.03,MOY,Millennium Min,0.032,-,15297,0.031,0.032,-,,-,-,-,-0.42,-
0.014,0.004,-,-,MOYOA,  opt feb13,0.007,-,-,0.007,0.012,-,,-,-,-,-,-
0.98,0.523,0.78,0.76,MRE,Minara Resources,0.765,0.5,6836,0.765,0.77,5,f,1.01,0.7,6.54,5.04,15.2
0.65,0.19,0.45,0.42,MNB,Minbos Res,0.45,2,1600,0.455,0.48,-,,-,-,-,-,-
2.34,1.275,1.455,1.42,MCR,Mincor Res,1.425,1.5,7411,1.42,1.425,8,f,0.74,0.95,5.61,5.9,24.2
0.5,0.35,-,-,MDX,Mindax,0.38,-,-,0.32,0.42,-,,-,-,-,-2.26,-
0.06,0.01,-,-,MDXO,  opt dec11,0.015,-,-,0.01,0.015,-,,-,-,-,-,-
0.27,0.2,-,-,MDO,Mindoro Res cdi,0.205,-,-,0.15,0.205,-,,-,-,-,-,-
0.71,0.19,0.55,0.51,MAK,Minemakers,0.525,3.5,32888,0.525,0.53,-,,-,-,-,-2.4,-
0.125,0.027,-,-,MRC,Mineral Commodities,0.09,-,-,0.095,0.1,-,,-,-,-,-1.39,-
0.026,0.005,-,-,MRCO,  opt dec12,0.015,-,-,0.015,0.02,-,,-,-,-,-,-
7.5,0.73,5.96,5.82,MDL,Mineral Deposits,5.91,4,909,5.82,5.99,-,,-,3.92,-,434.32,1.4
0.1,0.04,-,-,MPJ,Mining Projects,0.046,-,-,0.046,0.048,-,,-,0.1,-,2.16,2.1
0.023,0.001,-,-,MPJOA,  opt jul14,0.012,-,-,0.012,0.014,-,,-,-,-,-,-
0.38,0.165,0.295,0.285,MEP,Minotaur Explore,0.285,-,671,0.28,0.285,-,,-,-,-,-6.15,-
0.35,0.012,0.08,0.08,MLI,Mintails,0.08,-,4453,0.08,0.089,-,,-,-,-,-7.53,-
2.85,1.54,2.04,2,MBN,Mirabela Nickel,2.04,-,7084,2.03,2.06,-,,-,1.24,-,-11.9,-
0.23,0.105,0.185,0.175,MTH,Mithril Resources,0.185,1,3042,0.18,0.185,-,,-,-,-,-1.41,-
0.12,0.033,-,-,MTHO,  opt sep11,0.08,-,-,0.065,0.1,-,,-,-,-,-,-
0.215,0.04,0.047,0.047,MOG,Moby Oil & Gas,0.047,-0.4,1400,0.047,0.049,-,,-,-,-,-8.52,-
0.084,0.016,0.021,0.019,MDA,Modena Res,0.019,-0.1,14504,0.019,0.02,-,,-,-,-,-3.97,-
0.01,0.003,-,-,MDAOA,  opt dec13,0.003,-,-,0.003,0.004,-,,-,-,-,-,-
1.32,0.74,0.915,0.87,MPO,Molopo Energy,0.88,0.5,7245,0.87,0.915,-,,-,-,-,-4.77,-
1.535,0.515,1.01,0.96,MOL,Moly Mines,1,2,4475,0.985,1,-,,-,-,-,-42.8,-
0.16,0.049,0.07,0.07,MOX,Monax Min,0.07,-,25,0.068,0.072,-,,-,-,-,-2.75,-
0.075,0.011,-,-,MOXO,  opt nov11,0.015,-,-,0.008,0.02,-,,-,-,-,-,-
0.006,0.002,0.002,0.002,MHL,Monitor Energy,0.002,-,85573,0.002,0.003,-,,-,-,-,-0.06,-
0.002,0.001,-,-,MHLO,  opt aug11,0.001,-,-,-,0.001,-,,-,-,-,-,-
0.95,0.18,0.76,0.73,MZM,Montezuma Min Co,0.76,5,385,0.72,0.76,-,,-,-,-,3.9,19.5
0.7,0.05,-,-,MZMO,  opt aug11,0.52,-,-,0.43,0.57,-,,-,-,-,-,-
0.031,0.008,0.025,0.022,MOO,Monto Minerals,0.025,0.4,54889,0.024,0.025,-,,-,-,-,-0.8,-
0.51,0.315,0.39,0.375,MCO,Morning Star Gold,0.38,-,3503,0.37,0.38,-,,-,-,-,-2.42,-
0.032,0.006,0.016,0.016,MTB,Mount Burgess Min,0.016,-0.1,2000,0.015,0.016,-,,-,-,-,-0.27,-
2.42,1.16,1.975,1.94,MGX,Mount Gibson Iron,1.955,0.5,61374,1.95,1.97,-,,-,0.99,-,21.59,9.1
0.15,0.047,0.11,0.11,MUM,Mount Magnet South,0.11,-,873,0.11,0.12,-,,-,-,-,2.31,4.8
0.4,0.014,0.285,0.27,MOZ,Mozambi Coal Ltd,0.285,2.5,8131,0.275,0.285,-,,-,-,-,-1.66,-
0.9,0.091,0.62,0.58,MET,Mt Isa Metals,0.595,-,2057,0.59,0.595,-,,-,-,-,-2.39,-
0.255,0.083,0.115,0.115,MUN,Mundo Minerals,0.115,1,3525,0.11,0.115,-,,-,-,-,-0.37,-
1.14,0.65,0.74,0.68,MUX,Mungana Gold,0.74,7,34,0.695,0.74,-,,-,-,-,-0.39,-
3.12,1.115,1.23,1.185,MMX,Murchison Metals,1.195,-3.5,23915,1.195,1.21,-,,-,-,-,0.37,323
0.2,0.026,0.135,0.12,MYG,Mutiny Gold,0.125,-0.5,32154,0.125,0.13,-,,-,-,-,-0.83,-
0.091,0.005,-,-,MYGO,  opt jun11,0.05,-,-,0.033,0.052,-,,-,-,-,-,-
0.145,0.018,0.097,0.087,MYGOA,  opt jul13,0.089,-0.9,3806,0.09,0.091,-,,-,-,-,-,-
0.034,0.015,-,-,NAG,Nagambie Mining,0.024,-,-,0.023,0.026,-,,-,-,-,-0.62,-
0.24,0.11,0.13,0.13,NCO,Namibian Copper,0.13,-1,792,0.12,0.15,-,,-,-,-,-0.77,-
0.28,0.14,0.19,0.185,NAV,Navigator Res,0.19,1,23964,0.185,0.19,-,,-,-,-,-8.62,-
0.086,0.027,0.042,0.027,NAVO,  opt nov11,0.042,-,236,0.029,0.039,-,,-,-,-,-,-
0.32,0.092,0.26,0.25,NEN,Neon Energy,0.26,0.5,6742,0.255,0.26,-,,-,0.08,-,-0.84,-
0.12,0.06,-,-,NAE,New Age Exploration,0.075,-,-,0.071,0.105,-,,-,-,-,-3.08,-
0.05,0.015,-,-,NAEO,  opt mar12,0.035,-,-,0.025,0.035,-,,-,-,-,-,-
0.26,0.099,0.17,0.16,NGE,New Guinea Energy,0.17,1,5862,0.165,0.17,-,,-,-,-,-0.65,-
5.354,3.933,4.96,4.89,NHC,New Hope Corp,4.9,-3,2206,4.89,4.97,9.5,f,2.35,2.82,1.94,22.3,22
0.38,0.2,-,-,NHO,New Horizon Min,0.21,-,-,0.21,0.28,-,,-,-,-,-,-
0.31,0.15,0.165,0.16,NSE,New Standard Energy,0.165,0.5,2987,0.165,0.175,-,,-,-,-,-1.12,-
1.275,0.61,0.685,0.67,NZO,NZ Oil & Gas,0.675,-,1489,0.67,0.68,3.91,,-,0.62,5.79,-18.25,-
43.71,29.73,37.11,36.83,NCM,Newcrest Min,36.94,29,24239,36.94,37,30,,4.8,13.16,0.81,144.1,25.6
0.125,0.017,0.065,0.061,NRU,Newera Uranium,0.065,-0.2,11455,0.065,0.067,-,,-,-,-,-0.66,-
0.083,0.013,0.073,0.067,NRL,Newland Res,0.073,0.2,60539,0.069,0.073,-,,-,-,-,0.3,24.3
0.225,0.12,-,-,NME,Nex Metals Explore,0.155,-,-,0.15,0.155,-,,-,-,-,-3.76,-
0.04,0.011,-,-,NMEO,  opt nov11,0.012,-,-,-,0.01,-,,-,-,-,-,-
0.535,0.195,0.475,0.46,NXS,Nexus Energy,0.465,0.5,47239,0.465,0.47,-,,-,0.56,-,0.7,66.4
0.044,0.02,0.021,0.021,NIO,Nickelore,0.021,-,108,0.021,0.024,-,,-,-,-,-0.1,-
0.235,0.088,0.11,0.1,NDO,Nido Petroleum,0.105,-,61958,0.1,0.105,-,,-,-,-,0.8,13.1
0.1,0.012,0.07,0.062,NMR,Nimrodel Res,0.062,-0.5,7220,0.062,0.07,-,,-,-,-,-11.7,-
0.014,0.01,-,-,NMROA,  opt apr11,0.01,-,-,-,0.005,-,,-,-,-,-,-
0.725,0.27,0.34,0.31,NKP,NKWE Platinum common,0.34,-1.5,72018,0.34,0.345,-,,-,-,-,-1.51,-
0.425,0.074,0.098,0.074,NKPO,  opt aug11,0.08,-1.8,8399,0.079,0.089,-,,-,-,-,-,-
0.75,0.22,0.635,0.59,NMG,Noble Min Res,0.625,3,7450,0.61,0.63,-,,-,-,-,-1.86,-
0.42,0.03,0.32,0.31,NMGO,  opt jul11,0.32,-,1550,0.26,0.33,-,,-,-,-,-,-
0.47,0.05,0.36,0.36,NMGOA,  opt jul13,0.36,1,500,0.345,0.38,-,,-,-,-,-,-
1.5,0.68,0.72,0.71,NGX,Norseman Gold cdi,0.72,-,175,0.72,0.88,-,,-,0.37,-,1.02,70.6
1,0.32,0.38,0.35,NAD,North Aust Diamonds,0.35,-3,139,0.35,0.38,-,,-,-,-,-0.01,-
2.01,0.87,1.85,1.845,NEC,Northern Energy,1.85,10.5,12,1.74,1.84,-,,-,-,-,-1.15,-
2.09,1.3,1.755,1.68,NFE,Northern Iron,1.72,-3,2539,1.605,1.76,-,,-,-,-,-21.95,-
0.177,0.036,0.082,0.082,NMI,Northern Min,0.082,1,250,0.072,0.077,-,,-,-,-,-1.6,-
0.08,0.018,-,-,NMIO,  opt dec13,0.035,-,-,0.035,0.053,-,,-,-,-,-,-
0.18,0.016,-,-,NMIOB,  opt dec11,0.05,-,-,-,-,-,,-,-,-,-,-
0.75,0.055,0.55,0.515,NTU,Northern Uranium,0.53,1.5,14735,0.525,0.53,-,,-,-,-,-4.4,-
0.495,0.015,0.31,0.3,NTUOA,  opt sep12,0.3,-3,708,0.3,0.35,-,,-,-,-,-,-
0.53,0.021,0.35,0.35,NTUOB,  opt mar12,0.35,3,15,0.35,0.385,-,,-,-,-,-,-
0.455,0.027,0.37,0.35,NST,Northern Star Res,0.36,1.5,3808,0.36,0.37,-,,-,-,-,-0.83,-
0.17,0.05,0.125,0.12,NWR,Northwest Res,0.125,1,1350,0.12,0.125,-,,-,-,-,-3.26,-
0.27,0.15,0.18,0.17,NGF,Norton Gold Fields,0.175,-,3322,0.17,0.18,-,,-,0.15,-,-2.1,-
0.08,0.022,0.045,0.036,NWE,Norwest Energy,0.042,-0.8,430174,0.041,0.042,-,,-,-,-,-0.4,-
0.028,0.013,0.015,0.013,NWEO,  opt jun12,0.014,-0.4,25644,0.014,0.016,-,,-,-,-,-,-
0.25,0.115,-,-,NTR,NT Res,0.16,-,-,-,-,-,,-,-,-,-0.38,-
0.05,0.03,-,-,NTRO,  opt jun13,0.038,-,-,-,-,-,,-,-,-,-,-
0.65,0.195,0.475,0.47,NCR,NuCoal Res,0.47,-,1081,0.46,0.47,-,,-,-,-,-7.01,-
0.345,0.095,0.275,0.275,NGY,NuEnergy Capital,0.275,1.5,50,0.27,0.275,-,,-,-,-,-3.89,-
0.074,0.03,0.035,0.033,NUP,NuPower Res,0.035,0.2,9500,0.035,0.038,-,,-,-,-,-1.18,-
0.485,0.14,0.265,0.265,NYO,Nyota Minerals,0.265,-,590,0.235,0.265,-,,-,-,-,-7.5,-
0.295,0.22,-,-,OKL,Oakland Res,0.24,-,-,0.22,0.24,-,,-,-,-,-8.69,-
4.17,2.18,2.55,2.47,OGC,OceanaGold Corp cdi,2.53,13,5524,2.53,2.55,-,,-,2.59,-,19.68,12.9
0.25,0.16,0.19,0.185,ORS,Octagonal Res,0.185,0.5,3200,0.18,0.185,-,,-,-,-,-,-
0.66,0.25,0.46,0.46,OXX,Octanex,0.46,1,120,0.465,0.485,-,,-,-,-,-1.1,-
0.45,0.22,0.24,0.24,OXXCA,  ctg,0.24,2,500,0.24,0.3,-,,-,-,-,-,-
0.028,0.009,-,-,ODN,Odin Energy,0.017,-,-,0.017,0.019,-,,-,-,-,-2.01,-
0.002,0.001,-,-,ODNO,  opt nov12,0.001,-,-,0.001,0.002,-,,-,-,-,-,-
0.12,0.023,0.06,0.059,ODY,Odyssey Energy,0.059,-,2100,0.059,0.061,-,,-,-,-,-3.72,-
0.06,0.026,0.038,0.038,ODYO,  opt dec14,0.038,-,6500,0.03,0.039,-,,-,-,-,-,-
0.073,0.01,0.03,0.029,OBL,Oil Basins,0.029,-,4173,0.029,0.031,-,,-,-,-,-0.7,-
0.063,0.006,-,-,OBLOA,  opt jun12,0.015,-,-,0.018,0.02,-,,-,-,-,-,-
0.031,0.015,-,-,OBLOB,  opt jun14,0.016,-,-,0.015,0.019,-,,-,-,-,-,-
7.2,5.11,7.05,6.94,OSH,Oil Search,6.98,-1,48219,6.96,6.99,4.16,,3.36,-,0.6,13.97,50
0.55,0.077,0.42,0.4,OEX,Oilex,0.41,1,2564,0.4,0.41,-,,-,-,-,-5.31,-
0.115,0.03,0.046,0.045,OKU,Oklo Uranium,0.046,-0.1,2150,0.045,0.047,-,,-,-,-,-1.8,-
0.65,0.28,0.46,0.45,OYM,Olympus Pacific Min cdi,0.45,-,2122,0.43,0.49,-,,-,-,-,-,-
2.13,1.22,1.4,1.36,OMH,OM Hldgs,1.395,3.5,3386,1.34,1.4,2.75,f,3.48,0.64,1.97,9.58,14.6
0.06,0.026,0.045,0.044,ORD,Ord River Res,0.044,-0.1,4200,0.044,0.045,-,,-,-,-,-0.37,-
0.044,0.012,0.013,0.013,ORN,Orion Gold,0.013,-,552,0.013,0.014,-,,-,-,-,7.17,0.2
0.35,0.046,0.18,0.18,ORM,Orion Metals,0.18,3,25,0.175,0.2,-,,-,-,-,-0.54,-
0.099,0.04,-,-,OIP,Orion Petroleum,0.046,-,-,0.046,0.05,-,,-,-,-,-2.82,-
0.075,0.023,-,-,OMX,Ormil Energy,0.026,-,-,0.026,0.027,-,,-,-,-,-1.84,-
4.05,1.5,2.63,2.54,ORE,Orocobre,2.6,11,1663,2.56,2.6,-,,-,-,-,-4.82,-
0.012,0.002,0.005,0.004,ORO,Oroya Mining,0.004,-0.1,5200,0.004,0.005,-,,-,-,-,-0.04,-
0.003,0.001,-,-,OROOA,  opt dec11,0.002,-,-,0.001,0.002,-,,-,-,-,-,-
0.26,0.185,-,-,ORX,Orrex Res,0.22,-,-,0.195,0.22,-,,-,-,-,-1.25,-
0.115,0.073,0.088,0.085,OEL,Otto Energy,0.088,0.2,4806,0.084,0.088,-,,-,-,-,-3.11,-
0.038,0.02,0.025,0.025,OUM,Outback Metals,0.025,-0.3,75,0.026,0.032,-,,-,-,-,-0.79,-
0.4,0.054,0.23,0.2,OVR,Overland Res,0.23,3,1099,0.225,0.235,-,,-,-,-,-0.8,-
1.825,0.945,1.565,1.525,OZL,OZ Minerals,1.55,2,178904,1.535,1.55,7,,2.67,1.02,4.52,18.7,8.3
0.26,0.2,-,-,PFM,Pacific Mining,0.26,-,-,0.26,-,-,,-,0.5,-,1.3,20
0.5,0.125,0.46,0.42,PNR,Pacific Niugini,0.46,4,508,0.425,0.46,-,,-,-,-,0.63,73
0.29,0.029,0.145,0.145,PSF,Pacific Ore,0.145,1,8180,0.14,0.145,-,,-,-,-,-0.76,-
0.2,0.015,-,-,PSFO,  opt sep12,0.09,-,-,0.09,0.1,-,,-,-,-,-,-
0.016,0.006,0.008,0.007,PRE,Pacrim Energy,0.007,-0.1,40063,0.007,0.008,-,,-,-,-,-0.04,-
0.007,0.002,0.002,0.002,PREO,  opt dec11,0.002,-,2857,0.001,0.002,-,,-,-,-,-,-
0.04,0.01,0.032,0.03,PDY,Padbury Min,0.031,0.2,106169,0.03,0.032,-,,-,-,-,-0.88,-
0.016,0.002,0.012,0.01,PDYOB,  opt may11,0.012,0.3,76954,0.012,0.013,-,,-,-,-,-,-
0.08,0.008,0.045,0.044,PXR,Palace Resources,0.045,0.1,989,0.045,0.047,-,,-,-,-,-1.3,-
0.009,0.001,-,-,PXRO,  opt jun12,0.004,-,-,0.004,0.008,-,,-,-,-,-,-
0.032,0.003,-,-,PXROA,  opt jun12,0.021,-,-,0.005,0.1,-,,-,-,-,-,-
5.61,3.01,3.79,3.66,PDN,Paladin Energy,3.69,9,119809,3.68,3.69,-,,-,1.49,-,-9.61,-
0.365,0.008,0.225,0.205,PZC,Pan Asia Corp,0.205,-2,397,0.205,0.22,-,,-,0.01,-,-0.48,-
0.305,0.145,0.16,0.155,PPP,Pan Pacific Pet,0.155,-,3479,0.155,0.16,-,,-,0.16,-,0.19,81.6
0.91,0.4,0.78,0.76,PNA,PanAust,0.77,-,166261,0.765,0.77,-,,-,0.23,-,4.79,16.1
0.15,0.034,0.048,0.046,PAX,Panax Geothermal,0.048,0.2,10279,0.046,0.048,-,,-,-,-,-1.34,-
0.032,0.001,-,-,PAXO,  opt dec11,0.003,-,-,0.003,0.004,-,,-,-,-,-,-
0.092,0.029,0.085,0.079,PCL,Pancontinental Oil,0.081,0.5,17151,0.08,0.081,-,,-,-,-,-0.17,-
2.97,1.7,2.09,2.05,PAN,Panoramic Res,2.06,1,7277,2.05,2.1,10.5,f,2.35,1.43,5.1,24.7,8.3
0.99,0.085,0.84,0.78,PIR,Papillon Res,0.8,1.5,5566,0.8,0.84,-,,-,-,-,-3.3,-
0.74,0.03,0.6,0.545,PIROA,  opt dec12,0.6,3,1717,0.58,0.6,-,,-,-,-,-,-
0.05,0.017,-,-,PDM,Paradigm Metals,0.027,-,-,0.025,0.026,-,,-,-,-,-0.62,-
0.14,0.057,-,-,PCP,Paramount Min,0.073,-,-,0.07,0.085,-,,-,-,-,-3.6,-
0.26,0.16,-,-,PNE,Paynes Find Gold,0.2,-,-,0.19,0.2,-,,-,-,-,-,-
0.072,0.03,-,-,PNEO,  opt nov12,0.07,-,-,0.056,0.07,-,,-,-,-,-,-
0.975,0.087,0.735,0.705,PEK,Peak Resources,0.705,0.5,11122,0.7,0.705,-,,-,-,-,-1.42,-
0.12,0.065,0.078,0.078,PEX,Peel Exploration,0.078,-0.1,150,0.078,0.086,-,,-,-,-,-1.21,-
0.395,0.07,0.32,0.3,PUN,Pegasus Metals,0.32,-,793,0.3,0.32,-,,-,-,-,-1.6,-
0.2,0.038,0.09,0.09,PEL,Pelican Resources,0.09,0.8,284,0.08,0.09,-,,-,-,-,-0.79,-
0.155,0.028,0.11,0.088,PEN,Peninsula Minerals,0.11,2.8,1925684,0.105,0.11,-,,-,-,-,-0.24,-
0.125,0.012,0.078,0.058,PENOA,  opt jun12,0.078,2.5,170931,0.076,0.078,-,,-,-,-,-,-
0.125,0.022,0.085,0.063,PENOC,  opt dec15,0.085,2.5,44514,0.085,0.087,-,,-,-,-,-,-
0.365,0.13,0.175,0.17,PNN,Pepinnini Minerals,0.175,-,1148,0.17,0.175,-,,-,-,-,-1.93,-
0.75,0.365,0.57,0.55,PEM,Perilya,0.555,-,20965,0.555,0.56,-,,-,0.42,-,14.1,3.9
3.55,1.67,2.92,2.81,PRU,Perseus Min,2.89,9,11053,2.85,2.94,-,,-,-,-,-10.81,-
0.26,0.1,0.14,0.12,PTR,Petratherm,0.135,2,7743,0.14,0.145,-,,-,-,-,-3.57,-
0.33,0.155,0.2,0.19,PSA,Petsec Energy,0.195,-0.5,1539,0.19,0.195,-,,-,-,-,-14.96,-
0.4,0.125,0.295,0.27,PNX,Phoenix Copper,0.29,-2.5,1188,0.275,0.295,-,,-,-,-,-1.05,-
0.22,0.15,0.18,0.17,PXG,Phoenix Gold,0.18,0.5,2657,0.16,0.18,-,,-,-,-,-,-
0.042,0.026,-,-,PXGO,  opt feb12,0.031,-,-,0.02,0.031,-,,-,-,-,-,-
0.06,0.037,-,-,PXGOA,  opt nov14,0.055,-,-,0.046,0.055,-,,-,-,-,-,-
0.22,0.095,0.16,0.15,POZ,Phosphate Aust,0.15,-0.5,3605,0.15,0.16,-,,-,-,-,-0.88,-
0.165,0.05,-,-,PLS,Pilbara Minerals,0.05,-,-,0.06,0.062,-,,-,-,-,-2.1,-
0.06,0.029,0.04,0.036,PIO,Pioneer Res,0.04,0.2,10219,0.038,0.04,-,,-,-,-,-0.56,-
0.155,0.05,0.052,0.052,PGS,Planet Gas,0.052,0.2,415,0.053,0.061,-,,-,-,-,-1.79,-
0.17,0.082,-,-,PMQ,Planet Metals,0.086,-,-,0.087,0.11,-,,-,-,-,0.81,10.6
0.63,0.2,0.35,0.33,PGM,Platina Res,0.33,-,1348,0.325,0.33,-,,-,-,-,-2.34,-
1.06,0.46,0.64,0.61,PLA,Platinum Aust,0.64,1.5,4311,0.63,0.64,-,,-,-,-,-3.08,-
0.2,0.085,0.14,0.14,PTS,PlatSearch,0.14,-,200,0.14,0.145,-,,-,-,-,1.53,9.2
1.34,0.315,0.915,0.86,PLV,Pluton Res,0.91,3.5,1404,0.88,0.91,-,,-,-,-,-1.02,-
0.9,0.515,0.7,0.66,PVM,PMI Gold cdi,0.7,3,195,0.68,0.7,-,,-,-,-,-1.84,-
1.32,0.2,0.245,0.235,PVE,Po Valley Energy,0.235,-0.5,320,0.23,0.235,-,,-,-,-,-2.76,-
0.4,0.145,0.27,0.255,POS,Poseidon Nickel,0.27,2,2189,0.265,0.28,-,,-,-,-,-2.9,-
0.09,0.03,-,-,POSOA,  opt dec11,0.03,-,-,0.006,0.03,-,,-,-,-,-,-
0.075,0.04,-,-,PWW,Power Res,0.063,-,-,0.064,0.07,-,,-,-,-,-1.45,-
0.011,0.002,-,-,PWWO,  opt oct11,0.002,-,-,0.001,-,-,,-,-,-,-,-
0.25,0.087,0.165,0.16,PDZ,Prairie Downs Metals,0.165,1,647,0.165,0.185,-,,-,-,-,-1.2,-
0.32,0.22,0.22,0.22,PDI,Predictive Descovery,0.22,-,33,0.2,0.22,-,,-,-,-,-,-
0.075,0.05,0.05,0.05,PIM,Prime Minerals,0.05,-,1300,0.05,0.099,-,,-,-,-,-3.46,-
0.74,0.065,0.71,0.65,PRA,Promesa,0.68,1,7972,0.63,0.68,-,,-,-,-,-1.93,-
0.525,0.05,0.48,0.435,PRAO,  opt dec12,0.44,2,2934,0.415,0.455,-,,-,-,-,-,-
0.28,0.078,0.093,0.091,PSP,Prosperity Res,0.093,0.2,1704,0.093,0.11,-,,-,-,-,-2.26,-
0.08,0.014,0.06,0.056,PRW,Proto Res & Invest,0.059,0.5,17047,0.058,0.059,-,,-,-,-,-2.05,-
0.007,0.001,0.004,0.004,PRWO,  opt aug11,0.004,-,2500,0.001,0.003,-,,-,-,-,-,-
0.015,0.002,-,-,PRWOA,  opt dec13,0.012,-,-,0.009,0.01,-,,-,-,-,-,-
0.027,0.003,0.017,0.017,PRWOB,  opt dec11,0.017,-0.2,80,0.018,0.02,-,,-,-,-,-,-
0.27,0.041,0.135,0.13,PYM,Pryme Oil & Gas,0.135,0.5,133,0.135,0.14,-,,-,0.11,-,-1.7,-
0.31,0.015,-,-,QBL,QLD Bauxite,0.17,-,-,0.18,0.19,-,,-,-,-,-3.86,-
0.185,0.07,0.11,0.105,QMN,QLD Mining Corp,0.105,-,9951,0.105,0.11,-,,-,-,-,-1.7,-
0.052,0.017,0.029,0.029,QMNO,  opt may12,0.029,0.4,340,0.025,0.029,-,,-,-,-,-,-
0.034,0.008,0.012,0.012,QUR,Quantum Res,0.012,-,4150,0.01,0.013,-,,-,-,-,-0.03,-
0.003,0.003,-,-,QUROA,  opt apr12,0.003,-,-,-,0.001,-,,-,-,-,-,-
0.001,0.001,-,-,QUROB,  opt nov12,0.001,-,-,0.001,-,-,,-,-,-,-,-
0.02,0.008,-,-,QPN,Quest Petroleum,0.015,-,-,0.017,0.01,-,,-,-,-,-0.47,-
0.007,0.001,-,-,QPNO,  opt mar11,0.002,-,-,0.002,0.001,-,,-,-,-,-,-
0.46,0.2,0.38,0.36,RAD,Radar Iron,0.38,0.5,1416,0.38,0.39,-,,-,-,-,-5.03,-
0.43,0.15,-,-,RAI,Raisama,0.2,-,-,-,-,-,,-,-,-,-4.29,-
0.055,0.012,0.024,0.023,RMR,Ram Resources,0.024,0.1,13010,0.024,0.025,-,,-,-,-,-0.28,-
0.021,0.003,0.006,0.006,RMRO,  opt mar12,0.006,0.1,13520,0.005,0.006,-,,-,-,-,-,-
1.36,0.359,1.36,1.275,RMS,Ramelius Res,1.36,9,24244,1.35,1.36,-,f,-,-,-,13.9,9.8
0.75,0.32,-,-,RND,Rand Mining,0.52,-,-,0.55,0.64,-,,-,-,-,8.44,6.2
0.38,0.048,0.31,0.29,RRS,Range Res,0.295,-0.5,6758,0.29,0.315,-,,-,-,-,-1.4,-
0.31,0.016,0.25,0.23,RRSO,  opt dec11,0.23,-2,9725,0.23,0.25,-,,-,-,-,-,-
0.031,0.006,-,-,RNG,Range River Gold,0.008,-,-,0.008,0.008,-,,-,0.01,-,-0.59,-
