Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 11/9/2010|. Processed 16:43 Sunday 12/9/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Macq Telecom Gp,ordinary,MAQ,F,40,-,40,100,-,-,-,-,10/9/10,16/9/10,14/10/10,,,,,,,,,
Marbletrend Grp,ordinary,MBD,F,0.5,-,0.5,100,-,-,0.5,-,11/10/10,15/10/10,29/10/10,,,,,,,,,
Maryborough Sugar,ordinary,MSF,F,4,-,6.5,100,3,-,-,-,24/8/10,30/8/10,30/9/10,,,,,,,,,
Mastermyne Grp,ordinary,MYE,F,1.2,-,1.2,100,-,-,-,-,22/9/10,28/9/10,5/10/10,,,,,,,,,
Matrix C & E Ltd,ordinary,MCE,F,2,-,4,100,-,-,-,-,8/10/10,14/10/10,28/10/10,,,,,,,,,
Maxitrans Ind,ordinary,MXI,F,1,-,2,100,3,-,1,-,20/9/10,24/9/10,15/10/10,,,,,,,,,
McMillan Shakespeare,ordinary,MMS,F,14,-,24,100,-,-,-,10.5,16/9/10,22/9/10,15/10/10,,,,,,,,,
Mcpherson's Ltd,ordinary,MCP,F,10,-,20,100,4,-,-,-,6/9/10,10/9/10,1/10/10,,,,,,,,,
Medusa Min Ltd,ordinary,MML,,5,-,5,-,-,-,-,-,11/10/10,15/10/10,8/11/10,,,,,,,,,
Melbourne IT,ordinary,MLB,I,7,-,7,100,3,-,7,-,13/9/10,17/9/10,15/10/10,,,,,,,,,
Mermaid Marine,ordinary,MRM,F,5,-,8,100,3,-,2,4,2/9/10,8/9/10,28/9/10,,,,,,,,,
Mincor Res NL,ordinary,MCR,F,6,-,9,100,-,-,-,4,24/8/10,30/8/10,24/9/10,,,,,,,,,
Mineral Res,ordinary,MIN,F,13.6,-,20,100,-,-,-,12.35,16/9/10,22/9/10,18/11/10,,,,,,,,,
Mitchell Comms,ordinary,MCU,F,5,-,7.3,100,4,-,1.9,2.1,26/10/10,1/11/10,8/11/10,,,,,,,,,
Monadelphous Grp,ordinary,MND,F,48,-,83,100,-,-,-,44,6/9/10,10/9/10,17/9/10,,,,,,,,,
Money3 Corp,ordinary,MNY,F,2.5,-,4.1,100,3,-,1.5,1.8,11/10/10,15/10/10,29/10/10,,,,,,,,,
Mortgage Choice,ordinary,MOC,F,6.5,-,12,100,-,-,-,5.5,30/8/10,3/9/10,20/9/10,,,,,,,,,
Multiplex European,units,MUE,Q1,-,0.625,-,-,-,-,-,-,24/9/10,30/9/10,29/10/10,,,,,,,,,
MY Net Fone Ltd,ordinary,MNF,F,0.75,-,0.75,-,-,-,-,-,6/9/10,10/9/10,15/10/10,,,,,,,,,
Mystate Ltd,ordinary,MYS,F,12.5,-,22.5,100,-,-,-,10,30/8/10,3/9/10,30/9/10,,,,,,,,,
National Can Ind,ordinary,NCI,F,2,-,5,100,-,-,-,1,8/10/10,14/10/10,28/10/10,,,,,,,,,
NEW Zealand Oil& Gas,ordinary,NZO,F,3.9191,-,3.9191,-,3,-,-,4.1156,13/9/10,17/9/10,1/10/10,,,,,,,,,
Newcrest Min,ordinary,NCM,F,20,-,25,-,3,-,-,15,27/9/10,1/10/10,22/10/10,,,,,,,,,
News Corp,b voting cdi,NWS,F,6.9429,-,13.9063,-,-,-,-,5.9137,2/9/10,8/9/10,13/10/10,,,,,,,,,
News Corp,a non-voting cdi,NWSLV,F,6.9429,-,13.9063,-,-,-,-,5.9137,2/9/10,8/9/10,13/10/10,,,,,,,,,
NIB Hldgs Ltd,ordinary,NHF,F,5,-,7,100,-,-,-,4.4,30/8/10,3/9/10,27/9/10,,,,,,,,,
Nick Scali Ltd,ordinary,NCK,F,4.5,-,9,100,-,-,-,6,1/10/10,8/10/10,29/10/10,,,,,,,,,
Noni B Ltd,ordinary,NBL,F,3,-,9,100,-,-,-,-,29/9/10,6/10/10,20/10/10,,,,,,,,,
North Queensland,ordinary,NQM,F,0.7,-,1.2,-,3,-,1,0.8,8/9/10,14/9/10,24/9/10,,,,,,,,,
NRW Hldgs Ltd,ordinary,NWH,F,3,-,6,100,-,-,-,1,11/10/10,15/10/10,29/10/10,,,,,,,,,
Nuplex Ind,ordinary,NPX,F,7.5881,-,14.2365,40,3,-,-,6.0857,27/9/10,1/10/10,8/10/10,,,,,,,,,
Oakton Ltd,ordinary,OKN,F,4,-,6.5,100,-,-,-,1.5,13/9/10,17/9/10,30/9/10,,,,,,,,,
Objective Corp,ordinary,OCL,F,1.3,-,1.3,-,-,-,-,2.1,8/9/10,14/9/10,28/9/10,,,,,,,,,
Ocean Capital,ordinary,OCE,F,0.75,-,0.75,100,-,-,-,1.5,1/10/10,8/10/10,29/10/10,,,,,,,,,
Oil Search Ltd,ordinary,OSH,I,2.1716,-,2.1716,-,3,-,2.2973,-,13/9/10,17/9/10,11/10/10,,,,,,,,,
OM Hldgs Ltd,ordinary,OMH,I,0.75,-,0.75,-,-,-,-,-,24/9/10,30/9/10,22/10/10,,,,,,,,,
OneSteel,ordinary,OST,F,6,-,11,-,3,-,6,4,6/9/10,10/9/10,14/10/10,,,,,,,,,
Orica Ltd,step up preference,ORIPB,F,316,-,604,-,-,-,-,229,9/11/10,15/11/10,30/11/10,,,,,,,,,
Origin Energy,ordinary,ORG,F,25,-,50,100,3,-,-,25,31/8/10,6/9/10,28/9/10,,,,,,,,,
Over Fifty Grp,ordinary,OFG,F,2.5,-,5,30,3,-,-,-,6/9/10,10/9/10,1/10/10,,,,,,,,,
OZ Min,ordinary,OZL,I,3,-,3,-,4,-,-,-,1/9/10,7/9/10,21/9/10,,,,,,,,,
Panoramic Res,ordinary,PAN,F,6.5,-,16.5,100,-,-,-,2,6/9/10,10/9/10,24/9/10,,,,,,,,,
Patties Foods Ltd,ordinary,PFL,F,3.5,-,6.5,100,-,-,-,2.5,9/9/10,15/9/10,8/10/10,,,,,,,,,
Peet Ltd,ordinary,PPC,F,4.5,-,8.5,100,3,-,3,4,20/9/10,24/9/10,15/10/10,,,,,,,,,
Perpetual Ltd,ordinary,PPT,F,105,-,210,100,3,-,-,60,1/9/10,7/9/10,28/9/10,,,,,,,,,
Peters Macgregor,ordinary,PET,F,2,-,2,100,3,-,-,-,24/9/10,30/9/10,8/10/10,,,,,,,,,
Phileo Aust,ordinary,PHI,F,5,-,5,100,-,-,-,5,3/9/10,9/9/10,29/10/10,,,,,,,,,
Plan B Grp Hld,ordinary,PLB,F,2.2,-,3.7,100,4,-,-,1.2,10/9/10,16/9/10,7/10/10,,,,,,,,,
Platinum Asset,ordinary,PTM,F,14,-,22,100,-,-,-,12,24/8/10,30/8/10,22/9/10,,,,,,,,,
PMP Ltd,ordinary,PMP,F,1,-,1,100,-,-,-,-,30/9/10,7/10/10,21/10/10,,,,,,,,,
PPK Grp Ltd,ordinary,PPK,F,1,-,2.5,100,-,-,-,1,8/11/10,12/11/10,19/11/10,,,,,,,,,
Preferred Capital,perls iii,PCAPA,Q1,207.14,-,207.14,100,-,-,487.82,192.61,23/9/10,29/9/10,6/10/10,,,,,,,,,
Premium Investors,ordinary,PRV,F,3.5,-,5,100,3,-,-,-,30/8/10,3/9/10,22/9/10,,,,,,,,,
Primary Health Care,ordinary,PRY,F,10,-,25,100,3,3,-,7,20/9/10,24/9/10,11/10/10,,,,,,,,,
Prime Financial,ordinary,PFG,F,0.75,-,1.5,100,-,-,-,-,8/9/10,14/9/10,28/9/10,,,,,,,,,
Prime Infr Grp,stapled securities,PIH,Q1,7.5,-,7.5,-,-,-,7.5,7.5,24/9/10,30/9/10,30/11/10,,,,,,,,,
Prime Media Grp,ordinary,PRT,F,1.4,-,2.6,100,-,-,-,1,24/9/10,30/9/10,22/10/10,,,,,,,,,
Pro Medicus Ltd,ordinary,PME,F,2,-,2,100,-,-,-,2,10/9/10,16/9/10,1/11/10,,,,,,,,,
Probiotec Ltd,ordinary,PBP,F,2,-,3.5,100,3,-,-,2,30/8/10,3/9/10,1/10/10,,,,,,,,,
PRO-Pac Packaging,ordinary,PPG,F,1,-,2,100,3,-,-,0.5,2/9/10,8/9/10,22/10/10,,,,,,,,,
Prophecy Internation,ordinary,PRO,F,0.5,-,2.5,-,-,-,-,2.25,8/9/10,14/9/10,4/10/10,,,,,,,,,
Provet Hldgs Ltd,ordinary,PVT,F,6,-,6,100,4,-,-,-,7/9/10,13/9/10,15/10/10,,,,,,,,,
QBE Insurance Grp,ordinary,QBE,I,62,-,62,15,3,3,62,-,24/8/10,30/8/10,22/9/10,,,,,,,,,
QMASTOR Ltd,ordinary,QML,F,0.25,-,0.5,-,-,-,-,0.5,6/9/10,10/9/10,19/11/10,,,,,,,,,
Qube Logistics,ordinary units,QUB,F,1.5,-,1.5,100,3,-,-,-,24/8/10,30/8/10,30/9/10,,,,,,,,,
Ramsay Health Care,ordinary,RHC,F,25,-,43.5,100,4,-,16.5,21.5,31/8/10,6/9/10,27/9/10,,,,,,,,,
Ramsay Health Care,cares,RHCPA,F,265.44,-,515.24,100,-,-,-,206.36,30/9/10,7/10/10,20/10/10,,,,,,,,,
RCG Corp Ltd,ordinary,RCG,F,2.25,-,3,100,-,-,-,3.7,6/9/10,10/9/10,27/9/10,,,,,,,,,
RCR Tomlinson,ordinary,RCR,F,3,-,3,100,4,-,-,2.5,17/9/10,23/9/10,22/10/10,,,,,,,,,
REA Grp,ordinary,REA,F,16,-,16,100,3,-,-,10,20/9/10,24/9/10,15/10/10,,,,,,,,,
Reece Aust Ltd,ordinary,REH,F,38,-,58,100,-,-,-,33,1/10/10,8/10/10,28/10/10,,,,,,,,,
Reef Casino Tr,units,RCT,I,-,9,-,-,-,-,11,-,24/6/10,30/6/10,23/9/10,,,,,,,,,
Regional Express,ordinary,REX,F,6.6,-,6.6,100,-,-,-,-,8/9/10,14/9/10,30/11/10,,,,,,,,,
Retail Food Grp,ordinary,RFG,F,6.5,-,11.75,100,3,-,4.5,4.75,8/9/10,14/9/10,7/10/10,,,,,,,,,
Ridley Corp,ordinary,RIC,F,3.75,-,7.25,-,4,-,-,3.5,6/9/10,10/9/10,30/9/10,,,,,,,,,
Rock (The) Bld,permanent ordinary,ROK,F,9,-,15,100,4,-,-,8.5,3/9/10,9/9/10,30/9/10,,,,,,,,,
Ross Human Direction,ordinary,RHD,F,2,-,3.5,100,4,-,-,1,13/9/10,17/9/10,8/10/10,,,,,,,,,
RP Data Ltd,ordinary,RPX,F,1.5,-,1.5,100,3,-,-,1.5,6/9/10,10/9/10,19/10/10,,,,,,,,,
SAI Global Ltd,ordinary,SAI,F,7,-,12.8,100,3,-,-,6.1,23/8/10,27/8/10,22/9/10,,,,,,,,,
Salmat Ltd,ordinary,SLM,F,22.5,-,33.5,100,4,-,-,11,6/9/10,10/9/10,28/9/10,,,,,,,,,
Santos Ltd,ordinary,STO,I,22,-,22,100,3,-,22,-,1/9/10,7/9/10,6/10/10,,,,,,,,,
Saunders Intl Ltd,ordinary,SND,F,3,-,4,100,4,-,-,2,31/8/10,6/9/10,23/9/10,,,,,,,,,
Schaffer Corp Ltd,ordinary,SFC,F,20,-,40,100,-,-,-,20,3/9/10,9/9/10,23/9/10,,,,,,,,,
Scott Corp,ordinary,SCC,F,1,-,3,100,3,-,-,1,20/9/10,24/9/10,8/10/10,,,,,,,,,
SDI Ltd,ordinary,SDI,F,0.4,-,0.4,100,4,-,-,0.3,1/10/10,8/10/10,29/10/10,,,,,,,,,
Sedgman Ltd,ordinary,SDM,F,3.5,-,6.5,100,3,-,-,3,26/8/10,1/9/10,17/9/10,,,,,,,,,
Seek Ltd,ordinary,SEK,F,6.7,-,11.9,100,-,-,-,4.7,10/9/10,16/9/10,15/10/10,,,,,,,,,
Select Harvests,ordinary,SHV,F,11,-,21,100,-,-,-,-,26/8/10,1/9/10,4/10/10,,,,,,,,,
Servcorp Ltd,ordinary,SRV,F,5,-,10,100,-,-,-,10,14/9/10,20/9/10,6/10/10,,,,,,,,,
Seven Grp Hldgs,ordinary,SVW,F,18,-,18,100,-,-,-,-,1/10/10,8/10/10,22/10/10,,,,,,,,,
Seymour Whyte Ltd,ordinary,SWL,F,4,-,4,100,-,-,-,-,28/9/10,5/10/10,22/10/10,,,,,,,,,
Shearer (John),ordinary,SHR,F,6,-,12,100,-,-,-,9,7/9/10,13/9/10,13/10/10,,,,,,,,,
Signature Cap Ltd,ordinary,SGI,F,5,-,5,100,3,-,-,-,13/9/10,17/9/10,4/10/10,,,,,,,,,
Silver Chef Ltd,ordinary,SIV,F,10,-,18,100,3,-,-,-,6/9/10,10/9/10,30/9/10,,,,,,,,,
Sims Metal Mgmt,ordinary,SGM,F,23,-,33,74,3,-,28,10,1/10/10,8/10/10,22/10/10,,,,,,,,,
Sirtex Medical,ordinary,SRX,F,7,-,7,100,-,-,-,-,24/9/10,30/9/10,14/10/10,,,,,,,,,
Slater & Gordon,ordinary,SGH,F,3,-,5,100,-,-,-,3.25,30/8/10,3/9/10,28/10/10,,,,,,,,,
SMS Management,ordinary,SMX,F,16.5,-,29,100,-,-,-,15,13/9/10,17/9/10,13/10/10,,,,,,,,,
Snowball Grp,ordinary,SNO,F,2,-,3.25,100,-,-,-,2,24/9/10,30/9/10,29/10/10,,,,,,,,,
Sonic Healthcare,ordinary,SHL,F,35,-,59,35,4,-,-,35,8/9/10,14/9/10,28/9/10,,,,,,,,,
Spark Infrastructure,stapled securities,SKI,I,6.72,-,6.72,-,4,-,6.72,-,26/8/10,1/9/10,15/9/10,,,,,,,,,
Specialty Fashion,ordinary,SFH,F,4,-,8,100,4,-,-,-,11/10/10,15/10/10,27/10/10,,,,,,,,,
Spotless Grp Ltd,ordinary,SPT,F,6,-,11,60,3,-,-,6,31/8/10,6/9/10,12/10/10,,,,,,,,,
Steamships Trading,ordinary,SST,I,18.5136,-,18.5136,-,-,-,24.0568,-,9/9/10,15/9/10,30/9/10,,,,,,,,,
Sterihealth Ltd,ordinary,STP,F,7,-,7,100,-,-,-,-,26/10/10,1/11/10,29/11/10,,,,,,,,,
Sthn Cross Elect,ordinary,SXE,F,4.5,-,6.5,100,-,-,-,4.5,30/8/10,3/9/10,5/11/10,,,,,,,,,
Sthn Cross Media,ordinary,SXL,F,6.2,-,6.2,100,3,-,-,-,13/9/10,17/9/10,8/10/10,,,,,,,,,
Straits Res,ordinary,SRL,F,5,-,5,-,-,-,-,30,21/9/10,27/9/10,8/10/10,,,,,,,,,
Stratatel Ltd,ordinary,STE,F,0.2,-,0.2,-,3,-,0.25,0.25,17/11/10,23/11/10,8/12/10,,,,,,,,,
Structural Systems,ordinary,STS,F,2.5,-,2.5,100,-,-,-,-,13/9/10,17/9/10,22/10/10,,,,,,,,,
Stuart Pet Ltd,ordinary,STU,F,2,-,2,100,-,-,-,-,30/8/10,3/9/10,16/9/10,,,,,,,,,
Suncorp-Metway,ordinary,SUN,F,20,-,35,100,3,-,-,20,30/8/10,3/9/10,1/10/10,,,,,,,,,
Suncorp-Metway,5.068% reset cnv.prf,SUNPA,F,255.48,-,506.8,100,-,-,-,255.48,30/8/10,3/9/10,14/9/10,,,,,,,,,
Suncorp-Metway,pref shares,SUNPB,Q1,141.51,-,141.51,100,-,-,359.66,134.62,30/8/10,3/9/10,14/9/10,,,,,,,,,
Super Cheap Auto Grp,ordinary,SUL,F,13,-,21.5,100,3,-,-,11.5,30/8/10,3/9/10,1/10/10,,,,,,,,,
Supply Net,ordinary,SNL,F,2,-,3,100,3,-,1,2,6/9/10,10/9/10,24/9/10,,,,,,,,,
Symex Hldgs,ordinary,SYM,F,3,-,4,100,-,-,-,2,20/9/10,24/9/10,15/10/10,,,,,,,,,
Tabcorp Hldgs Ltd,ordinary,TAH,F,25,-,55,100,3,-,-,30,10/8/10,16/8/10,20/9/10,,,,,,,,,
Talent2 Internation,ordinary,TWO,F,4,-,4,100,-,-,-,-,24/8/10,30/8/10,14/9/10,,,,,,,,,
Tamawood Ltd,ordinary,TWD,F,13,-,21,100,3,-,8,13,15/11/10,19/11/10,3/12/10,,,,,,,,,
Tassal Grp Ltd,ordinary,TGR,F,2,-,6,-,3,-,4,4,14/9/10,20/9/10,11/10/10,,,,,,,,,
Tatts Grp Ltd,ordinary,TTS,I,11,-,11,100,3,-,10,11,1/9/10,7/9/10,1/10/10,,,,,,,,,
Tel.Pacific,ordinary,TPC,F,0.4,-,0.8,100,-,-,-,0.4,2/9/10,8/9/10,22/9/10,,,,,,,,,
Telecom Corp,ordinary,TEL,Q1,4.1219,-,4.1219,-,3,-,12.4621,4.1541,30/8/10,3/9/10,17/9/10,,,,,,,,,
Telstra Corp,ordinary,TLS,F,14,-,28,100,4,-,-,14,23/8/10,27/8/10,24/9/10,,,,,,,,,
TFS Corp Ltd,ordinary,TFC,F,3.5,-,4.75,100,3,-,1.25,3,25/11/10,1/12/10,22/12/10,,,,,,,,,
The Reject Shop,ordinary,TRS,F,28,-,67,100,-,-,-,23,21/9/10,27/9/10,11/10/10,,,,,,,,,
Toll Hldgs Ltd,ordinary,TOL,F,13.5,-,25,100,3,-,-,13.5,7/10/10,13/10/10,27/10/10,,,,,,,,,
Transfield Serv Infr,stapled securities,TSI,F,4,-,10,-,3,-,-,7,24/6/10,30/6/10,20/9/10,,,,,,,,,
Transfield Services,ordinary,TSE,F,9,-,14,100,4,-,4.75,7.25,9/9/10,15/9/10,20/10/10,,,,,,,,,
Transpacific SPS,non-cum setup pref.,TPAPA,F,287,-,541,100,-,-,-,231,24/9/10,30/9/10,15/10/10,,,,,,,,,
Tranzact Fin Service,ordinary,TFS,F,0.35,-,0.35,100,-,-,-,0.35,20/9/10,24/9/10,8/10/10,,,,,,,,,
Treasury Grp,ordinary,TRG,F,14,-,26,100,-,-,-,10,31/8/10,6/9/10,24/9/10,,,,,,,,,
Triangle Energy,ordinary,TEG,F,0.2316,-,0.2316,-,-,-,-,-,10/9/10,16/9/10,30/9/10,,,,,,,,,
Trojan Equity,ordinary,TJN,F,3.6,-,3.6,100,4,-,-,-,3/9/10,9/9/10,16/9/10,,,,,,,,,
UGL Ltd,ordinary,UGL,F,35,-,64,100,-,-,-,35,27/8/10,2/9/10,17/9/10,,,,,,,,,
United Overseas Aust,ordinary,UOS,I,0.5,-,0.5,-,3,-,0.5,-,8/10/10,14/10/10,28/10/10,,,,,,,,,
VDM Grp Ltd,ordinary,VMG,F,2,-,2,100,4,-,-,-,29/9/10,6/10/10,13/10/10,,,,,,,,,
Vealls Ltd,capital,VELCP,F,0.5,-,0.5,100,-,-,-,0.5,11/10/10,15/10/10,29/10/10,,,,,,,,,
Vealls Ltd,income,VELIN,F,4.9,-,9.8,100,-,-,-,4.8,11/10/10,15/10/10,29/10/10,,,,,,,,,
Vealls Ltd,7.0% cum. preference,VELPA,F,0.35,-,0.7,100,-,-,-,0.35,11/10/10,15/10/10,29/10/10,,,,,,,,,
WAM Active Ltd,ordinary,WAA,F,3,-,6,100,3,-,-,2,13/9/10,17/9/10,24/9/10,,,,,,,,,
WAM Capital Ltd,ordinary,WAM,F,4,-,8,100,3,-,-,4,6/9/10,10/9/10,17/9/10,,,,,,,,,
Warehouse Grp,ordinary,WHS,F,10.5816,-,23.868,-,-,-,12.7962,12.8163,29/10/10,5/11/10,17/11/10,,,,,,,,,
Warrnambool Cheese,ordinary,WCB,F,8,-,10,100,3,-,-,-,13/9/10,17/9/10,1/10/10,,,,,,,,,
Waterco Ltd,ordinary,WAT,F,5,-,8,100,3,-,2,3,8/11/10,12/11/10,17/12/10,,,,,,,,,
Watpac Ltd,ordinary,WTP,F,6.5,-,11,100,3,-,-,6,3/9/10,9/9/10,24/9/10,,,,,,,,,
Webjet Ltd,ordinary,WEB,F,5.5,-,10.5,100,-,-,-,3.5,20/9/10,24/9/10,8/10/10,,,,,,,,,
Webster Ltd,9% cumulative pref,WBAPA,F,4.5,-,9,-,-,-,-,4.5,15/9/10,21/9/10,30/9/10,,,,,,,,,
Wellcom Grp Ltd,ordinary,WLL,F,8,-,14,100,-,-,-,6,30/8/10,3/9/10,17/9/10,,,,,,,,,
Wentworth Hldgs,ordinary,WWM,F,0.5,-,0.5,-,-,-,-,-,30/8/10,3/9/10,18/10/10,,,,,,,,,
Wesfarmers Ltd,ordinary,WES,F,70,-,125,100,3,-,-,60,24/8/10,30/8/10,30/9/10,,,,,,,,,
Wesfarmers Ltd,partially protected,WESN,F,70,-,125,100,3,-,-,60,24/8/10,30/8/10,30/9/10,,,,,,,,,
West Aust News,ordinary,WAN,F,26,-,45,100,3,-,23,10,3/9/10,9/9/10,30/9/10,,,,,,,,,
Western Areas NL,ordinary,WSA,F,3,-,6,-,-,-,-,-,9/9/10,15/9/10,1/10/10,,,,,,,,,
Westpac Banking,preferred,WBCPA,Q1,-,127.74,-,-,-,-,-,-,17/9/10,23/9/10,30/9/10,,,,,,,,,
Westpac Banking,preferred ii,WBCPB,Q1,-,152.44,-,-,-,-,-,-,17/9/10,23/9/10,30/9/10,,,,,,,,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,Q1,-,103.04,-,-,-,-,238.41,94.56,9/9/10,15/9/10,30/9/10,,,,,,,,,
Whitehaven Coal,ordinary,WHC,F,2.8,-,5.6,100,-,-,-,6,13/9/10,17/9/10,30/9/10,,,,,,,,,
WHK Grp Ltd,ordinary,WHG,F,4,-,6,100,4,-,1.5,1.5,30/9/10,7/10/10,5/11/10,,,,,,,,,
Wide Bay Aust Ltd,ordinary,WBB,F,31,-,63,100,3,-,-,30,13/9/10,17/9/10,5/10/10,,,,,,,,,
Wilson Invest,ordinary,WIL,F,2.6,-,5.2,100,3,-,-,2,18/10/10,22/10/10,29/10/10,,,,,,,,,
Woolworths Ltd,ordinary,WOW,F,62,-,115,100,3,-,48,56,13/9/10,17/9/10,15/10/10,,,,,,,,,
WorleyParsons,ordinary,WOR,F,40,-,75.5,47.1,-,-,-,55,30/8/10,3/9/10,28/9/10,,,,,,,,,
Wotif.com Hldgs,ordinary,WTF,F,12.5,-,21.5,100,-,-,-,11,13/9/10,17/9/10,13/10/10,,,,,,,,,
Wridgways Aust,ordinary,WWA,F,11,-,17,100,-,-,-,11,23/9/10,29/9/10,6/10/10,,,,,,,,,
Zicom Grp Ltd,ordinary,ZGL,F,0.5,-,0.85,-,-,-,-,0.3,11/10/10,15/10/10,29/10/10,,,,,,,,,
