Industrial Market - Daily,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"XAO 4734.1 at 2011-03-21T16:38:31. Report at Monday, March 21, 2011. Processed Friday at 2011-03-25.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio
0.356,0.06,-,-,KME,Kip McGrath Edu Cntr,0.06,-,-,0.062,0.11,-,,-,-0.13,-,-15.1,-
0.21,0.1,0.1,0.1,KKT,Konekt,0.1,-,1025,0.1,0.105,0.5,,8.4,0.06,5,4.2,2.4
0.3,0.121,-,-,KNH,Koon Hldgs cdi,0.21,-,-,0.2,0.28,0.71,,8.56,0.23,3.38,6.08,3.5
5.52,4,-,-,KOV,Korvest,4.01,-,-,4.01,4.19,26,f,1.48,3.58,6.48,38.6,10.4
0.46,0.215,0.295,0.295,KRS,Kresta Hldgs,0.295,-,20,0.285,0.295,2,f,1.41,0.13,6.78,2.83,10.4
0.01,0.003,-,-,KTL,KTL Technologies,0.006,-,-,0.006,0.008,-,,-,0.01,-,-0.1,-
0.45,0.33,-,-,LMW,Landmark White,0.375,-,-,0.385,0.4,3,f,0.76,0.08,8,2.27,16.5
0.105,0.04,0.076,0.076,LBL,Laserbond,0.076,-0.4,250,0.078,0.08,-,,-,0.04,-,1.14,6.7
0.105,0.057,0.065,0.058,LBT,LBT Innovations,0.058,-0.7,3011,0.058,0.07,-,,-,0.02,-,1.22,4.8
0.08,0.08,-,-,LBTO,  optjun13b,0.08,-,-,-,-,-,,-,-,-,-,-
0.025,0.005,-,-,LBTOA,  optjun13c,0.005,-,-,0.001,0.089,-,,-,-,-,-,-
0.26,0.1,0.1,0.1,LER,Leaf Energy,0.1,-2,30,0.11,0.14,-,,-,-,-,6.31,1.6
0.21,0.067,0.078,0.078,LCY,Legacy Iron Ore,0.078,-,1000,0.075,0.078,-,,-,-,-,-3.19,-
0.055,0.003,-,-,LCYO,  opt jan12,0.003,-,-,0.004,0.008,-,,-,-,-,-,-
0.065,0.012,-,-,LCYOA,  opt dec12,0.015,-,-,0.014,0.02,-,,-,-,-,-,-
0.1,0.02,-,-,LCYOB,  opt dec12,0.025,-,-,0.025,0.038,-,,-,-,-,-,-
0.39,0.16,0.35,0.335,LGD,Legend Corp,0.335,-1,930,0.335,0.35,1.8,f,1.91,0.1,5.37,3.44,9.7
39.48,27.61,28.9,28.43,LEI,Leighton Hldgs,28.9,47,6073,28.82,28.9,145,f,1.24,7.6,5.02,179.7,16.1
4.5,3.85,-,-,LMC,Lemarne Corp,3.99,-,-,3.88,4,20,,2.26,3.5,5.01,45.11,8.8
9.28,6.7,8.69,8.51,LLC,Lend Lease Grp stp,8.66,6,11789,8.51,8.7,32,p,2.11,5.03,3.7,67.4,12.8
0.09,0.05,-,-,LIC,Lifestyle Communities,0.085,-,-,0.085,0.095,-,,-,0.07,-,1.29,6.6
3.05,0.897,2.84,2.77,LNC,Linc Energy,2.81,3,11417,2.78,2.84,-,f,-,-,-,70.28,4
0.22,0.17,0.21,0.21,LAU,Lindsay Aust,0.21,0.5,128,0.205,0.21,1.1,f,1.09,0.21,5.24,1.2,17.5
4.02,2.2,3.69,3.57,LWB,Little World Beverages,3.69,23,36,3.62,3.69,10,f,1.31,0.61,2.71,13.09,28.2
0.033,0.017,0.027,0.027,LLA,Living & Leisure Aust stp,0.027,-,70,0.027,0.03,-,,-,0.03,-,-0.23,-
0.41,0.084,0.092,0.084,LCT,Living Cell Tech,0.084,-,5780,0.084,0.09,-,,-,0.02,-,-2.36,-
1.85,0.795,1.46,1.45,LCM,LogiCamms,1.46,1,197,1.47,1.52,6.75,f,1.79,0.32,4.62,12.1,12.1
0.41,0.3,-,-,LCE,London City Equities,0.305,-,-,0.2,0.325,1,,0.12,0.41,3.28,0.12,254.2
0.036,0.018,-,-,LRG,Longreach Grp,0.03,-,-,0.027,0.032,-,,-,0.02,-,0.11,27.3
5.2,2.4,4.8,4.75,LDW,Ludowici,4.8,-,17,4.65,4.8,20,f,2.24,2.06,4.17,44.8,10.7
0.072,0.002,0.04,0.039,LSL,Luminus Systems,0.04,-,1147,0.04,0.07,-,,-,0.01,-,-0.65,-
7.09,2.91,6.5,6.35,LYL,Lycopodium,6.49,-1,477,6.37,6.49,32,f,1.63,0.99,4.93,52.2,12.4
4.08,1.365,3.72,3.63,MTU,M2 Telecomms,3.69,6,1689,3.69,3.72,12,f,1.37,0.06,3.25,16.46,22.4
0.003,0.001,0.002,0.002,MCL,M2M Corp,0.002,0.1,5000,0.001,0.002,-,,-,-,-,-0.03,-
0.12,0.061,0.105,0.1,MPS,MacarthurCook PSF unt,0.1,-0.5,1385,0.1,0.105,-,,-,0.3,-,-2.65,-
0.885,0.45,0.56,0.545,MAH,Macmahon Hldgs,0.545,-1.5,15889,0.54,0.55,1.5,,0.28,0.37,2.75,0.42,129.8
1.915,0.68,1.885,1.835,MQA,Macq Atlas Roads stp,1.87,-3,15696,1.87,1.885,-,,-,-0.54,-,-31.5,-
51.97,33.01,35.4,35.03,MQG,Macquarie Grp,35.24,6,7353,35.23,35.33,186,,1.55,25.21,5.28,289.2,12.2
1.25,0.69,1.14,1.13,MRN,Macquarie Radio,1.13,-6,144,1.13,1.2,9,f,1.35,0.06,7.96,12.16,9.3
12.5,4.281,11.55,11.55,MAQ,Macq Telecom Grp,11.55,-,26,11.3,11.53,30,f,2.46,3.16,2.6,73.9,15.6
1.42,1.16,1.41,1.41,MWG,Macquarie Winton ord unt,1.41,4,10,1.37,1.41,0.4,,43.77,1.45,0.28,17.51,8.1
0.032,0.005,-,-,MAC,Macro Corp,0.005,-,-,0.005,0.03,-,,-,0.05,-,-2.2,-
1.97,0.94,1.72,1.715,MFG,Magellan Fin Grp,1.715,-,272,1.715,1.72,-,,-,0.75,-,3,57.2
0.55,0.051,-,-,MFGOB,  opt jun11,0.35,-,-,0.255,0.5,-,,-,-,-,-,-
0.5,0.14,-,-,MFGOC,  opt jun16,0.5,-,-,0.4,0.58,-,,-,-,-,-,-
0.745,0.595,0.7,0.695,MFF,Magellan Flagship,0.7,-,1631,0.695,0.7,-,,-,0.76,-,-1.35,-
3.17,2.447,3,2.93,MAP,MAp Grp forus,2.96,-3,20028,2.95,2.98,21,,0.26,-,7.09,5.42,54.6
0.15,0.052,0.12,0.12,MBD,Marbletrend Grp,0.12,1,500,0.115,0.12,0.5,f,3.48,0.04,4.17,1.74,6.9
0.014,0.002,0.007,0.006,MCX,Mariner Corp,0.006,-0.1,7892,0.006,0.008,-,,-,-0.03,-,-3.99,-
3.88,1.685,3.61,3.56,MSF,Maryborough Sugar,3.59,-1,1504,3.57,3.59,6.5,f,2.13,2.74,1.81,13.85,25.9
1.65,0.85,1.56,1.465,MYE,Mastermyne Grp,1.56,6,923,1.5,1.56,3.6,f,1.67,-,2.31,6,26
9.95,2.3,9.4,9.11,MCE,Matrix C & E,9.26,-1,2756,9.23,9.29,5,f,8.74,1.05,0.54,43.7,21.2
0.16,0.03,0.14,0.14,MXQ,MAX Trust unt,0.14,-,7000,0.135,0.145,-,,-,0.44,-,14.41,1
0.4,0.2,0.22,0.215,MXI,MaxiTRANS Ind,0.22,1,350,0.215,0.22,1,,1.64,0.34,4.55,1.64,13.4
0.986,0.464,0.7,0.68,MYX,Mayne Pharma,0.68,-,1536,0.675,0.68,2,f,2.77,0.09,2.94,5.54,12.3
0.2,0.1,-,-,MEG,MCM Entertainment Grp,0.15,-,-,-,0.14,-,,-,0.04,-,-1,-
9.82,3.32,9.45,9.28,MMS,McMillan Shakespeare,9.35,3,1050,9.32,9.45,30,f,2.67,0.91,3.21,80.17,11.7
3.4,2.35,3.12,3.06,MCP,McPherson's,3.12,3,377,3.05,3.12,22,f,1.8,0.22,7.05,39.7,7.9
0.043,0.015,-,-,MWS,MDS Financial Grp,0.018,-,-,0.017,0.02,-,,-,-,-,-0.21,-
0.055,0.008,-,-,MLA,Medical Aust,0.037,-,-,0.035,0.037,-,,-,-,-,-0.19,-
0.017,0.01,-,-,MLAO,  opt jul11,0.017,-,-,0.014,0.016,-,,-,-,-,-,-
0.225,0.013,0.2,0.19,MOD,Medical Corp,0.195,-,8477,0.19,0.195,-,,-,0.04,-,1.09,17.9
0.47,0.16,-,-,MVP,Medical Develop,0.415,-,-,0.43,0.47,-,,-,0.09,-,2.7,15.4
0.131,0.04,-,-,MGZ,Medigard,0.04,-,-,0.04,0.049,-,,-,0.01,-,-1.16,-
0.015,0.004,0.005,0.005,MDV,Medivac,0.005,-,2000,0.005,0.006,-,,-,-,-,-0.21,-
0.07,0.04,-,-,MDG,Medtech Global,0.065,-,-,0.065,0.075,-,,-,0.01,-,0.7,9.3
2.35,1.65,1.825,1.79,MLB,Melbourne IT,1.79,-4,574,1.78,1.8,15,f,1.35,-0.49,8.38,20.21,8.9
0.2,0.15,-,-,MHI,Merchant House,0.16,-,-,0.16,0.18,1.5,,2.51,0.26,9.38,3.76,4.3
3.43,2.25,3.16,3.06,MRM,Mermaid Marine,3.14,3,4463,3.04,3.16,9,f,2.23,1.21,2.87,20.04,15.7
1.005,0.8,-,-,MEF,Merricks Capital,0.92,-,-,0.865,0.915,3,,-,1.14,3.26,-1.19,-
0.235,0.085,0.19,0.19,MES,Mesbon China Nylon,0.19,-0.5,132,0.175,0.195,0.5,,9.86,0.33,2.63,4.93,3.9
7,1.71,6.96,6.72,MSB,Mesoblast,6.88,1,3140,6.8,6.9,-,,-,0.15,-,51.93,13.2
0.016,0.006,0.007,0.006,MST,Metal Storm,0.007,-,55656,0.007,0.008,-,,-,-0.01,-,-0.64,-
0.002,0.001,-,-,MSTO,  opt sep11,0.001,-,-,-,0.001,-,,-,-,-,-,-
0.16,0.055,0.145,0.145,MFC,Metals Finance,0.145,-,4000,0.125,0.145,-,,-,0.16,-,-4.01,-
4.57,3.84,4.02,3.98,MTS,Metcash,4,2,49496,3.99,4.02,26,f,1.15,0.14,6.5,29.85,13.4
0.052,0.028,-,-,MTD,Metroland Aust,0.028,-,-,0.025,0.047,-,,-,0.05,-,-3.39,-
0.013,0.006,-,-,MWR,MGM Wireless,0.007,-,-,0.006,0.009,-,,-,-,-,0.11,6.4
1.95,1.37,1.75,1.72,MIO,Miclyn Express,1.74,-,3150,1.73,1.75,3.45,,2.77,0.78,1.98,9.54,18.2
0.095,0.028,0.035,0.033,MIK,Mikoh Corp,0.033,-0.2,2722,0.033,0.035,-,,-,-,-,-1.49,-
0.007,0.002,-,-,MPD,Millepede Int'l,0.006,-,-,0.005,0.009,-,,-,-,-,-0.16,-
0.002,0.001,-,-,MPDO,  opt mar12,0.002,-,-,-,0.001,-,,-,-,-,-,-
18.95,15.35,16.1,15.81,MLT,Milton Corp,15.86,-14,248,15.85,16.01,73,f,1.12,17.83,4.6,82.01,19.3
13.63,6.11,11.29,11.04,MIN,Mineral Res,11.25,-1,4503,11.23,11.3,28.6,f,2.92,3.13,2.54,83.5,13.5
0.048,0.02,0.027,0.027,MNW,Mint Wireless,0.027,-,300,0.027,0.029,-,,-,-0.01,-,-0.75,-
2.01,1.53,1.9,1.855,MIR,Mirrabooka Invest,1.86,0.5,797,1.86,1.87,10,f,0.92,1.95,5.38,9.16,20.3
1.51,1.16,1.235,1.205,MGR,Mirvac Grp stp,1.22,-1.5,233185,1.215,1.22,8,,0.74,1.59,6.56,5.9,20.7
0.06,0.016,0.041,0.039,MIX,Mirvac Industrial unt,0.041,0.2,1070,0.039,0.048,-,,-,0.1,-,-5.21,-
0.37,0.16,0.185,0.185,MBT,Mission NewEnergy,0.185,-0.5,200,0.18,0.185,-,,-,-0.16,-,-37.93,-
0.058,0.03,-,-,MNZ,Mnet Grp,0.046,-,-,0.046,0.052,-,,-,-,-,0.25,18.4
0.19,0.058,-,-,MBO,Mobilarm,0.082,-,-,0.082,0.085,-,,-,-,-,-,-
0.062,0.012,0.02,0.02,MBA,MobileActive,0.02,-,7441,0.015,0.02,-,,-,-,-,-0.3,-
0.12,0.051,0.09,0.087,MKB,MOKO.Mobi,0.087,-0.3,875,0.087,0.09,-,,-,-,-,-2.74,-
0.036,0.015,-,-,MKBO,  opt jul13,0.015,-,-,0.02,-,-,,-,-,-,-,-
22.4,11.77,21,20.7,MND,Monadelphous Grp,21,7,2108,20.79,21,88,f,1.16,1.96,4.19,101.86,20.6
0.515,0.374,-,-,MNY,Money3 Corp,0.515,-,-,0.37,0.48,4.25,f,1.69,0.33,8.25,7.19,7.2
0.008,0.002,-,-,MTI,Montec Int'l,0.003,-,-,0.003,0.004,-,,-,-,-,-0.18,-
0.28,0.008,-,-,MRY,Monteray Grp,0.23,-,-,0.23,0.26,-,,-,0.04,-,-0.45,-
0.22,0.016,-,-,MOV,Moore A'asia Hldgs,0.018,-,-,0.018,0.026,-,,-,-0.02,-,-7.85,-
0.033,0.006,0.008,0.008,MMZ,Mooter Media,0.008,-,3000,0.008,0.009,-,,-,-,-,-0.07,-
1.61,1,1.48,1.425,MOC,Mortgage Choice,1.46,2.5,1074,1.44,1.46,12.5,f,1.5,0.62,8.56,18.8,7.8
0.46,0.25,-,-,MLC,Mothercare,0.27,-,-,0.255,0.27,-,,-,0.1,-,-5.73,-
0.16,0.009,0.094,0.08,MOT,Motopia,0.094,1.4,3215,0.09,0.094,-,,-,-,-,-1.6,-
0.04,0.001,-,-,MOTOA,  opt jan12,0.033,-,-,0.01,0.03,-,,-,-,-,-,-
0.029,0.005,0.017,0.016,MUI,Media Grp Int'l,0.017,-,7625,0.016,0.017,-,,-,-,-,-0.15,-
0.017,0.003,-,-,MUT,Multi Channel,0.009,-,-,0.008,0.011,-,,-,-,-,-15.43,-
0.24,0.109,0.195,0.185,MUE,Multiplex European unt,0.185,-1,1231,0.185,0.195,1.87,,10.22,0.37,10.11,19.11,1
0.009,0.002,-,-,MSI,Multistack Int'l,0.009,-,-,0.005,0.02,-,,-,0.04,-,-0.12,-
0.65,0.25,-,-,MCH,Murchison Hldgs,0.25,-,-,0.25,-,0.25,,1.64,1.14,1,0.41,61
0.21,0.1,0.1,0.1,MYA,My ATM Hldgs,0.1,-2,450,0.083,0.14,-,,-,-,-,-,-
0.295,0.075,-,-,MNF,My Net Fone,0.24,-,-,0.21,0.24,1.25,,3.3,-0.01,5.21,4.13,5.8
4.02,2.86,3.35,3.26,MYR,Myer Hldgs,3.34,-1,48610,3.31,3.34,22.5,f,1.18,-0.09,6.74,26.6,12.6
3.9,2.95,3.84,3.75,MYS,MyState,3.76,1,261,3.76,3.8,24.5,f,1.26,2.27,6.52,30.77,12.2
0.61,0.35,0.475,0.46,NAM,Namoi Cotton ccu,0.475,1.5,171,0.475,0.48,-,,-,1.21,-,3.9,12.2
0.99,0.45,0.895,0.89,NAN,Nanosonics,0.89,-1,537,0.875,0.89,-,,-,0.08,-,-3.81,-
0.017,0.016,-,-,NLS,Narhex Life Sciences,0.017,-,-,0.017,0.02,-,,-,-,-,-0.11,-
29.03,22.23,24.785,24.27,NAB,National Aust Bank,24.72,24,54976,24.7,24.73,152,f,1.26,12.63,6.15,191.8,12.9
1.6,1.15,1.2,1.2,NCI,National Can Ind,1.2,-,34,1.18,1.2,3,f,1.67,-,2.5,5,24
1.71,1.09,1.5,1.5,NHR,National Hire Grp,1.5,4,60,1.465,1.5,-,,-,2.24,-,8.97,16.7
0.025,0.005,-,-,NLG,National Leisure,0.011,-,-,0.011,0.012,-,,-,-0.27,-,0.19,5.8
5.4,3.37,4.26,4.08,NVT,Navitas,4.09,-21,8131,4.08,4.2,19.4,f,1.04,0.06,4.74,20.23,20.2
0.48,0.041,0.047,0.045,NMS,Neptune Marine,0.047,0.4,89608,0.046,0.047,-,,-,0.02,-,-25.35,-
0.3,0.12,0.19,0.19,NTC,NetComm,0.19,1,250,0.185,0.19,0.5,f,4.12,0.11,2.63,2.06,9.2
0.035,0.014,0.016,0.015,NEU,Neuren Pharma,0.016,0.2,8000,0.015,0.018,-,,-,-,-,-1.27,-
0.077,0.024,-,-,NDL,NeuroDiscovery,0.05,-,-,0.04,0.048,-,,-,0.03,-,-4.99,-
0.016,0.01,-,-,NDLO,  opt jan12,0.012,-,-,0.01,0.012,-,,-,-,-,-,-
1.96,1.86,-,-,NHH,Newhaven Hotels,1.9,-,-,1.91,2.5,6,f,1.16,1.1,3.16,6.94,27.4
20.18,15.4,17.49,17.19,NWS,News Corp b voting,17.39,-1,18572,17.26,17.45,13.42,,9.82,-,0.77,131.81,13.2
17.56,13.19,16.64,16.34,NWSLV,  a nonvote,16.41,1,3764,16.21,16.59,13.42,,-,-,0.82,-,-
0.01,0.003,0.008,0.008,NWT,NewSat,0.008,-,28739,0.007,0.008,-,,-,-,-,0.01,80
0.164,0.053,0.105,0.095,NBS,Nexbis,0.095,-1,5047,0.095,0.1,-,,-,0.03,-,-8.3,-
1.85,1.45,1.55,1.53,NXT,NEXTDC,1.545,-,769,1.53,1.545,-,,-,0.72,-,-0.87,-
1.47,1.18,1.445,1.42,NHF,NIB Hldgs,1.43,-0.5,3300,1.42,1.45,9,f,1.3,0.78,6.29,11.7,12.2
2,1.305,1.75,1.75,NCK,Nick Scali,1.75,-,293,1.665,1.82,9,f,1.5,0.26,5.14,13.5,13
0.231,0.084,0.125,0.125,NOD,Nomad Bldg Solutions,0.125,-,610,0.125,0.13,-,,-,0.1,-,-53.7,-
1.5,0.94,0.95,0.945,NBL,Noni B,0.945,-,50,0.96,1,4,f,1.35,0.47,4.23,5.4,17.5
1.325,0.685,1.18,1.16,NFK,Norfolk Grp,1.18,-,1721,1.18,1.215,-,,-,-,-,13.53,8.7
0.33,0.15,0.275,0.27,NOE,Novarise Renewable,0.275,0.5,6390,0.265,0.275,1,,3.8,0.12,3.64,3.8,7.2
0.48,0.105,-,-,NRT,Novogen,0.13,-,-,0.135,0.15,-,,-,0.07,-,-10.4,-
2.63,0.855,2.59,2.55,NWH,NRW Hldgs,2.59,-1,3158,2.55,2.59,7,f,2.29,0.63,2.7,16,16.2
0.18,0.038,0.052,0.05,NSL,NSL Consolidated,0.052,1,1596,0.046,0.052,-,,-,-,-,-2.86,-
0.25,0.165,-,-,NSX,NSX,0.21,-,-,0.19,0.23,-,,-,0.06,-,-1.6,-
8.498,3.2,5.15,5.1,NUF,Nufarm,5.14,-,6788,5.11,5.15,-,,-,3.45,-,-15,-
2.85,2.16,-,-,NPX,Nuplex Industries,2.29,-,-,2.26,2.29,13.92,p,1.8,1.53,6.08,25.11,9.1
0.32,0.18,-,-,NSP,NuSep,0.2,-,-,0.18,0.2,-,,-,0.08,-,15.6,1.3
0.075,0.018,-,-,NSPO,  opt sep12,0.018,-,-,0.017,0.024,-,,-,-,-,-,-
0.36,0.09,0.3,0.27,OKJ,Oakajee Corp,0.27,-1,631,0.275,0.3,-,,-,0.25,-,-0.52,-
0.48,0.2,0.345,0.33,OAK,Oaks Hotels & Resort,0.335,7.5,13546,0.335,0.34,2,,-,-0.07,5.97,-1.27,-
3.42,2.02,2.28,2.18,OKN,Oakton,2.22,-1,895,2.22,2.24,7.5,f,2.49,0.23,3.38,18.7,11.9
0.055,0.019,0.021,0.02,OBJ,OBJ,0.02,-,26938,0.02,0.021,-,,-,-,-,-0.15,-
0.39,0.2,-,-,OCL,Objective Corp,0.23,-,-,0.23,0.255,1.3,,1.35,0.04,5.65,1.75,13.1
0.307,0.192,-,-,OCE,Ocean Capital,0.2,-,-,0.2,0.35,0.75,,-,0.35,3.75,-3.22,-
2.41,1.2,1.405,1.405,OCP,Oceania Capital,1.405,-2.5,306,1.405,1.425,-,,-,2.2,-,-157.87,-
0.07,0.02,-,-,ODG,Odyssey Gaming,0.07,-,-,0.076,0.09,-,,-,0.07,-,0.16,43.8
0.223,0.07,-,-,OLH,Oldfields Hldgs,0.12,-,-,0.105,0.12,-,,-,0.65,-,-34.59,-
0.006,0.002,-,-,OLE,Olea Australis,0.002,-,-,0.002,0.003,-,,-,0.19,-,-0.05,-
0.145,0.007,0.008,0.008,OMI,OMI Hldgs,0.008,-,25000,0.008,0.009,-,,-,-,-,-14.31,-
0.235,0.08,0.2,0.2,ONC,OnCard Int'l,0.2,-,224,0.195,0.2,-,,-,0.14,-,2.02,9.9
4.15,2.26,2.44,2.38,OST,OneSteel,2.43,2,87693,2.43,2.45,12,,1.62,1.34,4.94,19.39,12.5
0.29,0.1,0.23,0.23,OOH,oOhmedia Grp,0.23,-1,244,0.235,0.245,-,,-,-0.03,-,1.8,12.8
0.075,0.035,-,-,OIL,Optiscan Imaging,0.049,-,-,0.049,0.057,-,,-,0.01,-,-0.6,-
0.46,0.18,0.315,0.315,OEC,Orbital Corp,0.315,-,6,0.315,0.355,-,,-,0.36,-,1.55,20.3
0.065,0.018,0.042,0.042,ORC,Orchid Capital,0.042,0.2,2100,0.042,0.046,-,,-,0.01,-,0.05,84
0.02,0.005,-,-,ORCOA,  opt feb12,0.01,-,-,0.005,0.025,-,,-,-,-,-,-
26.93,22.836,25.29,24.8,ORI,Orica,25.04,-8,6537,25.02,25.1,95,f,3.9,1.44,3.79,370.97,6.7
0.04,0.03,-,-,OTI,Oriental Technologies,0.034,-,-,0.032,0.11,-,,-,0.13,-,0.35,9.7
16.81,13.458,15.65,15.27,ORG,Origin Energy,15.54,14,33452,15.52,15.55,50,f,0.24,7.97,3.22,12,129.5
2.65,1.85,2.65,2.28,ORGR,  rtsdforus,2.5,20,3271,2.44,2.6,-,,-,-,-,-,-
0.63,0.4,-,-,OEQ,Orion Equities,0.45,-,-,0.435,0.49,-,,-,1.18,-,-10.4,-
9.5,5.91,7.74,7.65,ORL,OrotonGroup,7.7,-4,2379,7.7,7.71,48,f,1.17,0.78,6.23,56.35,13.7
0.26,0.07,-,-,OGL,Overseas & Gen cdi,0.12,-,-,0.11,0.12,-,,-,0.01,-,-0.02,-
0.19,0.15,0.18,0.17,OZG,Ozgrowth,0.17,-0.5,2700,0.175,0.18,1.6,f,2.09,0.27,9.41,3.34,5.1
1.385,0.765,0.825,0.8,PBG,Pacific Brands,0.82,2,28918,0.815,0.825,3.1,f,-,0.06,3.78,-14.6,-
0.465,0.19,0.46,0.45,PEA,Pacific Energy,0.45,-,4700,0.45,0.46,-,,-,0.13,-,-8.92,-
0.22,0.05,-,-,PEH,Pacific Environment,0.155,-,-,0.1,0.155,-,,-,0.04,-,0.21,73.8
0.065,0.027,0.03,0.03,PNW,Pacific Star Network,0.03,-,4550,0.03,-,0.1,,1.4,0.01,3.33,0.14,21.4
0.4,0.062,-,-,PSY,Panorama Synergy,0.078,-,-,0.078,0.08,-,,-,-,-,-1.05,-
0.845,0.32,0.375,0.355,PPX,PaperlinX,0.365,1,36919,0.36,0.37,-,,-,0.34,-,-11.59,-
0.425,0.1,0.11,0.11,PPY,Papyrus Aust,0.11,-0.5,1250,0.11,0.115,-,,-,0.02,-,-3.6,-
0.05,0.025,-,-,PGC,Paragon Care,0.038,-,-,0.039,0.04,-,,-,-0.02,-,0.1,38
0.022,0.005,0.017,0.017,PGCOA,  opt may12,0.017,-0.1,750,0.016,0.02,-,,-,-,-,-,-
0.18,0.065,-,-,PAB,Patrys,0.1,-,-,0.1,0.105,-,,-,0.03,-,-4.18,-
1.61,0.96,1.455,1.395,PFL,Patties Foods,1.41,1,619,1.41,1.44,7,f,1.84,0.34,4.96,12.9,10.9
1.58,1.5,-,-,PAY,Payce Consolidated,1.58,-,-,2.42,2.95,-,,-,3.26,-,67,2.4
0.17,0.06,-,-,PHL,Pearl Healthcare,0.08,-,-,0.064,0.08,-,,-,0.01,-,-0.48,-
2.42,1.73,1.925,1.865,PPC,Peet,1.875,-1.5,3872,1.865,1.925,8.5,f,1.67,-,4.53,14.2,13.2
0.815,0.21,0.23,0.225,PSH,Penrice Soda,0.23,-,893,0.225,0.235,-,,-,0.79,-,1.24,18.5
39.39,27.11,29.99,29.28,PPT,Perpetual,29.72,23,1532,29.55,29.9,200,f,0.95,-,6.73,189.9,15.7
0.835,0.615,-,-,PET,Peters MacGregor,0.79,-,-,0.745,0.81,2,,5.68,1.08,2.53,11.36,7
0.015,0.006,0.012,0.011,PNO,Pharmanet Grp,0.012,0.1,243916,0.011,0.012,-,,-,-,-,-0.15,-
0.007,0.001,0.002,0.001,PNOO,  opt jun11,0.002,-,90714,0.001,0.002,-,,-,-,-,-,-
0.092,0.016,-,-,PAA,PharmAust,0.027,-,-,0.025,0.027,-,,-,0.02,-,-0.21,-
0.025,0.001,-,-,PAAO,  opt mar12,0.002,-,-,0.002,0.003,-,,-,-,-,-,-
3.41,1.655,2.32,2.26,PXS,Pharmaxis,2.28,-7,2240,2.28,2.35,-,,-,0.34,-,-21,-
2.5,1.2,-,-,PHI,Phileo Aust,2.44,-,-,2,-,5,,0.9,2.58,2.05,4.51,54.1
0.12,0.056,0.058,0.056,PHK,Phoslock Water,0.056,-0.2,2026,0.056,0.058,-,,-,0.01,-,-1.05,-
0.18,0.085,0.1,0.097,POH,Phosphagenics,0.097,-0.3,7586,0.096,0.097,-,,-,0.01,-,-1.52,-
0.007,0.002,-,-,PTO,Photo-Me Aust,0.004,-,-,0.004,0.005,-,,-,-,-,-0.09,-
0.001,0.001,-,-,PTOO,  opt jul11,0.001,-,-,-,0.001,-,,-,-,-,-,-
1.37,0.055,0.075,0.071,PGA,Photon Grp,0.071,0.1,28220,0.07,0.073,3,,-,-0.12,42.25,-32.84,-
0.104,0.042,0.07,0.066,PYC,Phylogica,0.066,-0.4,710,0.066,0.07,-,,-,-,-,-1.29,-
0.02,0.003,0.007,0.007,PYCO,  opt aug11,0.007,-0.2,2000,0.007,0.01,-,,-,-,-,-,-
0.035,0.018,0.021,0.021,PIE,pieNETWORKS,0.021,0.1,500,0.02,0.021,-,,-,-,-,-0.32,-
0.89,0.405,-,-,PLB,Plan B Grp Hldgs,0.45,-,-,0.41,0.5,3.9,f,1.13,0.13,8.67,4.4,10.2
0.37,0.17,0.28,0.275,PPN,Planet Platinum,0.275,-,221,0.275,0.38,3.97,,0.85,0.21,14.44,3.39,8.1
5.59,4.43,4.7,4.52,PTM,Platinum Asset,4.69,23,12221,4.59,4.69,24,f,1.08,-,5.12,25.9,18.1
1.55,1.3,1.325,1.3,PMC,Platinum Capital,1.32,1,609,1.31,1.32,9,f,-,1.26,6.82,-3.29,-
1.07,0.5,0.745,0.655,PMP,PMP,0.685,3,8676,0.67,0.72,1,,-,0.75,1.46,-2.3,-
0.25,0.077,0.082,0.077,PBD,Port Bouvard,0.078,-0.5,10260,0.078,0.085,-,,-,0.23,-,-7.12,-
0.05,0.021,-,-,PWR,Powerlan,0.03,-,-,0.027,0.03,-,,-,-0.05,-,0.97,3.1
0.5,0.265,-,-,PPK,PPK Grp,0.345,-,-,0.23,0.335,2,f,-,0.56,5.8,-7.3,-
0.29,0.115,0.245,0.245,PPS,Praemium,0.245,-,716,0.245,0.25,-,,-,0.02,-,-,-
0.22,0.11,0.175,0.135,PBT,Prana Biotech,0.165,2.5,6944,0.16,0.17,-,,-,0.01,-,-2.75,-
8.561,5.77,5.98,5.86,PMV,Premier Invest,5.96,-31,444,5.94,6,36,f,1.47,2.31,6.04,52.78,11.3
0.805,0.65,0.74,0.72,PRV,Premium Investors,0.72,-,217,0.725,0.74,7,f,1.24,0.95,9.72,8.7,8.3
0.27,0.08,0.225,0.215,PRR,Prima BioMed,0.22,0.5,41507,0.22,0.225,-,,-,0.02,-,-2.58,-
0.24,0.06,-,-,PRRO,  opt dec11,0.19,-,-,0.195,0.21,-,,-,-,-,-,-
