Australian Sharemarket: Top 300 Stocks
"Based on Market Capitalisation at close of trade Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:12 PM."



This Week,Last Week,ASX Code,Company Name,Mkt Cap Bil,Last,Week Move c,Year High,Year Low,DPS c,Franking,Net Yield %,Gross Yield %,Div Growth %,EPS c,PE Ratio,Earn Growth %,Price to BV,Net Asset Back $,TSR 1 Year %,TSR 3 Year %
168,170,ARB,ARB Corp,1.080,13.64,+38,14.49,10.49,29.00,f,2.13,3.04,-,57.80,23.6,-1.6,4.637,2.61,17.5,16.0,
169,169,AHY,Asaleo Care,1.056,1.75,-1.5,2.08,1.45,9.40,,5.37,5.37,-,5.40,32.4,-,2.746,.31,-2.6,-,
170,167,WHC,Whitehaven Coal,1.047,1.02,-2.5,1.79,.955,-,,-,-,-,-33.30,-,-,.374,2.77,-38.9,-28.6,
171,171,SIR,Sirius Res,1.040,2.52,-,4.04,2.18,-,,-,-,-,-5.02,-,-65.5,3.193,-,-18.3,-3.0,
172,176,SGH,Slater & Gordon,1.019,2.90,+14,8.07,2.55,9.00,p,3.10,3.63,20.0,35.10,8.3,53.6,.668,630.00,-50.9,18.1,
173,174,CTD,Corporate Travel,1.017,10.47,+22,13.09,7.054,16.00,f,1.53,2.18,34.4,28.10,37.3,44.1,4.220,2.09,43.3,59.3,
174,177,IPH,IPH,1.002,6.13,+21,6.29,2.96,13.50,p,2.20,2.72,-,19.51,31.4,-,27.499,-,-,-,
175,180,SAI,SAI Global,.955,4.51,+13,4.63,3.49,16.50,p,3.66,4.77,6.5,18.60,24.2,23.1,2.337,-.88,12.4,4.9,
176,179,MTR,Mantra Grp,.949,3.55,+2,4.39,2.24,10.00,f,2.82,4.02,-,14.20,25.0,-,2.797,.10,58.7,-,
177,175,MTS,Metcash,.942,1.015,-5.5,2.94,1.015,15.50,f,15.27,21.81,-64.9,-42.40,-,-24.9,.859,-.14,-57.5,-28.8,
178,173,TPI,Transpacific Indust,.933,.59,-4.5,.945,.59,1.50,f,2.54,3.63,-,-1.50,-,-,.572,.12,-20.8,-9.5,
179,178,CNU,Chorus,.924,2.33,-7,3.06,1.585,-,,-,-,-,20.36,11.4,-1.0,1.312,1.43,45.3,.6,
180,186,AGI,Ainsworth Game Tech,.919,2.85,+9,3.29,2.03,10.00,f,3.51,5.01,-,22.00,13.0,14.2,3.172,.78,-5.5,10.0,
181,183,DJW,Djerriwarrh Invest,.918,4.20,+3,4.92,4.00,26.00,f,6.19,8.84,160.0,21.47,19.6,9.4,1.192,3.18,-2.1,9.5,
182,181,SFR,Sandfire Res,.914,5.83,-3,6.80,3.74,13.00,f,2.23,2.96,30.0,44.18,13.2,-5.6,2.643,2.22,2.8,-10.0,
183,182,NWS,News Corp,.909,18.33,-18,21.96,16.16,9.49,,.52,.52,-,-33.85,-,-69.4,.056,15.25,-1.1,-,
184,184,WAM,WAM Capital,.902,2.00,+2,2.10,1.885,14.00,f,7.00,10.00,7.7,14.30,14.0,-30.6,1.107,1.90,6.0,14.0,
185,185,BKI,BKI Invest,.901,1.59,+2,1.79,1.535,7.20,f,4.53,6.47,3.6,7.78,20.4,4.4,1.043,1.65,4.9,12.9,
186,187,BAP,Burson Grp,.895,3.66,+13,3.85,2.096,8.70,f,2.38,3.39,-,11.92,30.7,970.3,3.235,.01,52.7,-,
187,188,MFF,Magellan Flagship,.863,1.87,+.5,1.99,1.402,2.00,f,1.07,1.29,3.4,48.79,3.8,255.9,1.081,2.12,27.7,29.7,
188,190,SHV,Select Harvests,.857,11.90,+47,13.64,5.56,50.00,,4.20,4.20,150.0,82.90,14.4,77.1,2.841,3.35,94.5,123.1,
189,172,LNG,Liquefied Natural,.855,1.70,-30,5.00,1.60,-,,-,-,-,-18.82,-,154.7,5.574,.36,-51.7,85.2,
190,193,MYX,Mayne Pharma,.851,1.06,+7.5,1.27,.546,-,,-,-,-,1.18,89.8,-39.0,2.455,.03,29.6,50.7,
191,194,SIP,Sigma Pharmaceut,.849,.785,+5.5,1.01,.715,4.00,f,5.10,7.27,-50.0,4.90,16.0,5.5,1.378,.42,-3.5,8.8,
192,189,AUI,Aust United Invest,.840,7.68,-10,8.80,7.50,34.00,f,4.43,6.32,6.3,43.70,17.6,17.4,1.069,7.80,-2.5,13.8,
193,191,MIN,Mineral Resources,.829,4.42,+20,8.97,3.94,22.50,f,5.09,7.27,-63.7,6.85,64.5,-93.8,.732,5.37,-49.0,-13.8,
194,205,RRL,Regis Res,.802,1.605,+14.5,2.20,1.07,6.00,f,3.74,5.34,-100.0,17.39,9.2,-,2.273,-,-6.4,-35.6,
195,199,OGC,OceanaGold Corp,.802,2.64,+14,3.37,1.81,3.84,,1.45,1.45,-,35.43,7.5,-,.895,-,4.5,-7.5,
196,192,SNZ,Summerset Grp,.792,-,-,3.61,2.20,3.12,,-,-,10.7,32.08,-,13.9,2.493,1.48,34.9,-,
197,204,IGO,Independence Grp,.787,3.34,+24,6.21,2.86,11.00,f,3.29,4.70,-25.0,32.78,10.2,64.2,1.097,2.84,-22.6,-8.6,
198,195,CIN,Carlton Invest,.786,29.70,-5,32.37,26.64,108.00,f,3.64,5.19,8.0,141.30,21.0,6.1,1.038,33.15,12.8,23.4,
199,197,BRG,Breville Grp,.784,6.03,+7,8.10,5.76,27.00,f,4.48,6.40,-,35.88,16.8,-4.3,3.351,1.11,-11.5,5.6,
200,196,API,Aust Pharmaceutical,.781,1.60,-.5,1.905,.655,4.00,f,2.50,3.57,-,6.80,23.5,-,1.630,.64,146.2,63.4,
201,202,ASB,Austal,.771,2.22,+9,2.32,1.15,4.00,f,1.80,2.57,-,16.00,13.9,33.5,1.444,1.47,67.1,16.2,
202,198,FXL,FlexiGroup,.769,2.53,+2,3.77,2.36,17.75,f,7.02,10.02,7.6,27.20,9.3,5.7,1.860,.71,-20.9,-3.5,
203,212,ISD,Isentia Grp,.760,3.80,+31,3.95,2.60,6.90,,1.82,1.82,-,9.81,38.7,-,6.020,-.08,21.9,-,
204,200,JHC,Japara Healthcare,.747,2.84,-3,2.92,1.825,11.00,f,3.87,4.70,-,10.97,25.9,-,1.424,.44,23.2,-,
205,209,GWA,GWA Grp,.742,2.66,+10,3.005,2.11,5.50,f,2.07,2.95,-100.0,6.07,43.8,-5.3,2.334,.19,.1,14.4,
206,211,BAL,Bellamys Aust,.733,7.59,+28,8.05,1.33,2.86,f,.38,.54,-,9.80,77.4,389.7,14.443,.51,430.5,-,
207,206,GUD,GUD Hldgs,.728,8.54,+3,10.18,6.24,42.00,f,4.92,7.03,16.7,46.00,18.6,10.0,2.037,2.21,32.1,8.5,
208,207,CVO,Cover-More Grp,.728,2.29,+1,2.55,1.71,7.30,f,3.19,4.55,82.5,8.10,28.3,21.2,3.599,-,8.7,-,
209,208,SGF,SG Fleet Grp,.726,2.99,+3,3.17,1.665,10.84,f,3.63,5.18,171.0,16.67,17.9,82.9,4.809,.03,70.2,-,
210,203,ECX,Eclipx Grp,.725,3.02,-3,3.28,2.60,-,,-,-,-,-,-,-,1.417,-,-,-,
211,216,SXL,Sthn Cross Media,.723,.96,+4.5,1.205,.79,6.00,f,6.25,8.93,-20.0,-39.27,-,-20.9,.736,-.47,-2.9,2.6,
212,213,LEP,ALE Prop Grp,.715,3.65,+9,3.94,3.07,16.85,,4.62,4.62,2.4,50.77,7.2,41.5,1.571,2.27,15.7,24.7,
213,223,ACX,Aconex,.710,4.30,+30,4.50,1.65,-,,-,-,-,11.00,39.1,-,-,-,-,-,
214,210,GXL,Greencross,.703,6.25,-5,10.10,4.95,17.00,f,2.72,3.88,36.0,17.16,36.4,6.4,1.691,-.97,-34.1,32.3,
215,201,BPT,Beach Energy,.702,.54,-4,1.505,.50,.50,f,.93,1.31,-50.0,-39.64,-,-,.557,1.04,-58.0,-21.2,
216,221,CGC,Costa Hldgs,.702,2.20,+10,2.27,1.77,-,,-,-,-,-,-,-,2.204,-,-,-,
217,215,DUI,Diversified United Inv,.697,3.38,+3,3.80,3.16,14.00,f,4.14,5.92,2.9,15.50,21.8,12.7,1.032,3.50,-.2,14.5,
218,217,BGA,Bega Cheese,.693,4.54,+4,5.46,3.94,8.50,f,1.87,2.67,-,8.10,56.0,-58.6,2.196,2.04,-8.9,39.0,
219,227,SRV,Servcorp,.692,7.03,+43,7.10,4.87,22.00,p,3.13,3.53,10.0,34.00,20.7,25.9,2.686,2.31,30.7,33.8,
220,218,AAC,Aust Agriculture,.679,1.275,-1,1.69,1.20,-,,-,-,-,1.80,70.8,-,.898,1.43,-3.0,2.2,
221,214,RFG,Retail Food Grp,.678,4.16,-11,8.00,4.12,23.25,f,5.59,7.98,5.7,22.10,18.8,32.4,1.723,-.07,-9.6,18.4,
222,219,SPH,Sphere Minerals,.677,-,-,3.10,3.10,-,,-,-,-,-174.67,-,18014.9,-,-,-,1.1,
223,220,NPX,Nuplex Industries,.662,3.47,-5,4.25,2.71,21.15,,6.10,6.10,26.8,31.52,11.0,-5.5,1.315,-,37.2,22.1,
224,238,BBG,Billabong Int'l,.639,.645,+7,.725,.51,-,,-,-,-,.42,153.6,-,2.022,.12,-17.5,-19.5,
225,226,ZIM,Zimplats Hldgs,.635,5.90,-16,9.05,5.90,16.95,,2.87,2.87,-,-89.84,-,-,.526,-,-30.9,-11.5,
226,225,FLN,Freelancer,.628,1.39,-6,1.60,.515,-,,-,-,-,-.55,-,-,38.936,.02,96.0,-,
227,224,URF,US Masters Res Prop,.625,2.19,-11,2.35,1.92,10.00,,4.57,4.57,2.1,3.91,56.0,-,1.422,2.01,21.6,20.6,
228,228,PBG,Pacific Brands,.624,.68,-1.5,.747,.315,-,f,-,-,-100.0,-24.60,-,-29.5,1.700,.11,42.7,8.0,
229,222,SYR,Syrah Res,.622,2.70,-17,4.803,2.39,-,,-,-,-,-4.75,-,23.6,10.248,-,-36.4,7.2,
230,231,OFX,OzForex Grp,.614,2.56,+1,2.98,2.00,7.08,f,2.77,3.95,198.3,10.11,25.3,12.7,12.849,.20,11.4,-,
231,234,PEP,Pepper Grp,.609,3.36,+1,3.42,3.05,-,,-,-,-,-,-,-,1.666,-,-,-,
232,230,MND,Monadelphous Grp,.606,6.50,-13,13.87,6.09,92.00,f,14.15,20.22,-25.2,113.91,5.7,-24.2,1.679,3.92,-42.2,-24.1,
233,233,WSA,Western Areas,.605,2.59,-1,4.90,2.39,7.00,f,2.70,3.86,40.0,15.10,17.2,-7.8,1.513,1.80,-38.2,-14.1,
234,229,MYR,Myer Hldgs,.604,.875,-2.5,1.910,.845,12.50,f,14.29,20.40,-51.7,5.10,17.2,-20.3,.720,-.12,-48.4,-12.9,
235,232,APO,APN Outdoor Grp,.601,3.61,-5,3.80,2.42,4.50,f,1.25,1.78,-,7.73,46.7,-,2.820,.09,-,-,
236,239,RCG,RCG Corp,.592,1.26,+5,1.345,.57,4.50,f,3.57,5.10,-,3.72,33.9,4.4,2.328,-.01,109.8,54.3,
237,237,GTY,Gateway Lifestyle,.581,2.33,+3,2.445,2.00,-,,-,-,-,-,-,-,1.321,-,-,-,
238,244,TGR,Tassal Grp,.573,3.89,+14,4.15,3.11,14.00,p,3.60,4.37,21.7,34.05,11.4,21.6,1.479,2.28,5.9,45.7,
239,236,ALU,Altium,.568,4.36,-5,5.31,2.62,16.00,,3.67,3.67,33.3,97.45,4.5,782.6,3.627,.40,53.9,83.0,
240,243,IPP,iProperty Grp,.565,3.01,+5,3.40,2.10,-,,-,-,-,-1.79,-,-,16.904,-.05,8.0,48.2,
241,240,SST,Steamships Trading,.558,18.00,-20,33.70,16.00,63.53,,3.53,3.53,-27.3,155.79,11.6,-35.8,1.566,11.46,-45.6,-10.1,
242,253,APN,APN News & Media,.556,.54,+3.5,1.08,.47,-,,-,-,-,-.53,-,-21.6,1.101,-.29,-38.8,16.7,
243,242,CVW,Clearview Wealth,.551,.92,-1,1.15,.835,4.10,f,4.46,6.36,5.0,2.43,37.9,-58.3,1.617,.54,-11.5,24.1,
244,255,WBA,Webster,.546,1.57,+10,2.00,1.00,1.00,f,.64,.90,-71.4,3.70,42.4,25.9,1.020,-,27.9,37.1,
245,256,NSR,Natl Storage REIT,.538,1.61,+8.5,1.75,1.30,8.20,,5.09,5.09,115.8,-.45,-,-15.6,1.323,1.11,20.8,-,
246,235,DNA,Donaco Intl,.536,.645,-5.5,1.095,.535,-,,-,-,-,-.54,-,-,2.096,.40,-28.6,32.7,
247,246,HSN,Hansen Tech,.532,3.01,-,3.12,1.435,6.00,p,1.99,2.70,-,10.30,29.2,11.1,4.690,.06,101.9,57.6,
248,248,TFC,TFS Corp,.532,1.565,+1.5,2.03,1.165,3.00,f,1.92,2.73,-,34.66,4.5,40.2,.916,1.33,-16.0,60.2,
249,249,MLX,Metals X,.530,1.21,+1,1.59,.62,2.95,p,2.44,2.70,-72.8,9.87,12.3,4.4,1.442,.83,35.4,25.8,
250,254,CCP,Credit Corp Grp,.523,11.30,+14,13.61,8.70,44.00,f,3.89,5.56,10.0,83.00,13.6,10.1,2.869,3.87,17.5,24.8,
251,251,WCB,Warrnambool Cheese,.522,9.30,-,10.00,7.25,-,f,-,-,-,26.64,34.9,19.6,2.390,3.70,28.3,38.9,
252,252,AUB,Austbrokers Hldgs,.520,8.35,-,11.03,7.50,39.70,f,4.75,6.79,3.1,56.90,14.7,-4.4,1.670,1.82,-15.3,3.3,
253,247,EPW,ERM Power,.518,2.12,-5,2.61,1.51,12.00,p,5.66,7.27,-,27.35,7.8,261.9,1.649,1.14,36.3,14.0,
254,245,PPC,Peet,.514,1.05,-4,1.317,1.00,4.50,f,4.29,6.11,28.6,8.26,12.7,13.6,1.104,1.04,-5.1,16.9,
255,271,TEN,Ten Network Hldgs,.513,.195,+3,.29,.165,-,,-,-,-,-16.42,-,1839.1,.603,-.01,-31.2,-18.3,
256,257,TSE,Transfield Services,.512,1.00,+2,1.97,.91,-,,-,-,-,9.50,10.5,-18.7,.620,.52,-34.2,-17.1,
257,258,SDA,SpeedCast Intl,.501,4.15,-,4.21,1.69,6.36,f,1.53,2.19,-,2.22,186.9,-,14.371,-.42,105.6,-,
258,250,FET,Folkestone Edu,.499,2.03,-10,2.32,1.74,12.80,,6.31,6.31,6.7,39.50,5.1,-50.8,1.177,1.82,14.9,30.7,
259,263,HFR,Highfield Res,.495,1.595,+5,2.08,.505,-,,-,-,-,-4.38,-,6.3,2.882,-,153.3,88.7,
260,277,CDD,Cardno,.494,2.98,+48,6.39,2.18,20.00,f,6.71,9.59,-44.4,-88.32,-,-5.2,.618,.01,-55.5,-25.7,
261,262,CDP,Carindale Prop,.486,6.95,+7,6.95,5.90,17.98,,2.59,2.59,12.8,79.49,8.7,8.5,.904,7.61,17.9,15.0,
262,260,CSV,CSG,.485,1.585,-1.5,1.80,1.075,9.00,,5.68,5.68,80.0,3.99,39.7,9.3,1.929,.26,36.8,65.8,
263,259,GDI,GDI Prop Grp,.483,.895,-1.5,.97,.83,7.50,,8.38,8.38,114.3,13.45,6.7,-,.888,.99,10.0,-,
264,241,OHE,Orion Health Grp,.482,3.00,-49,6.05,3.00,-,,-,-,-,-,-,-,5.067,-,-,-,
265,261,FNP,Freedom Foods Grp,.481,3.11,-4,3.51,2.69,3.00,f,.96,1.38,-,37.11,8.4,373.6,2.620,1.06,6.0,64.3,
266,270,KAR,Karoon Gas Aust,.474,1.92,+16,3.69,1.62,-,,-,-,-,92.85,2.1,-,.453,-,-49.6,-31.2,
267,268,FSF,Fonterra S/H Fund,.463,4.51,+14,5.975,4.05,13.74,,3.05,3.05,-65.9,18.29,24.7,48.9,-,5.47,-19.9,-,
268,273,IRI,Integrated Research,.462,2.72,+22,2.76,.92,7.50,p,2.76,3.17,50.0,8.41,32.3,66.8,11.751,.11,157.4,37.2,
269,264,AGF,AMP Capital China,.462,1.195,-1.5,1.875,.755,2.92,,2.44,2.44,102.0,112.82,1.1,7650.8,.849,1.76,57.4,32.2,
270,266,OML,oOh! Media,.457,3.05,+5,3.15,1.80,2.80,f,.92,1.31,-,3.00,101.7,-,1.861,-,-,-,
271,267,NXT,NEXTDC,.447,2.31,-1,2.69,1.59,-,,-,-,-,-5.21,-,-55.9,2.091,1.09,43.2,6.5,
272,274,MGC,MG Unit Tr,.447,2.14,+11,2.50,1.76,-,,-,-,-,-,-,-,.363,-,-,-,
273,269,PMC,Platinum Capital,.446,1.90,+2,1.98,1.66,11.00,f,5.79,8.27,37.5,19.29,9.8,18.9,1.159,1.55,10.1,29.7,
274,272,ADH,Adairs,.430,2.59,+1,2.95,2.46,-,,-,-,-,-,-,-,5.490,-,-,-,
275,265,EQT,Equity Trustees,.429,21.70,-155,24.96,16.80,94.00,f,4.33,6.19,-,87.80,24.7,-.4,1.900,2.44,26.8,31.2,
276,296,SBM,St Barbara,.426,.86,+11,.885,.07,-,,-,-,-,8.05,10.7,-,-,.28,-,-,
277,276,VRT,Virtus Health,.423,5.29,+10,8.39,4.55,27.00,f,5.10,7.29,3.9,36.86,14.4,3.1,1.684,-1.81,-30.3,-,
278,278,SRF,Surfstitch Grp,.418,1.725,+2.5,2.09,.90,-,,-,-,-,-28.45,-,-,2.998,.40,-,-,
279,275,GOLD,ETFS Physical Gold,.417,149.62,-46,159.42,126.89,-,,-,-,-,63.17,236.9,-,2400.417,-,12.5,-3.1,
280,282,UXC,UXC,.415,1.245,+4.5,1.245,.71,5.30,f,4.26,6.08,-,6.84,18.2,-,-,-.02,-,-,
281,286,AYS,Amaysim Au,.412,2.34,+12,2.40,1.75,-,,-,-,-,-,-,-,-,-,-,-,
282,292,ISU,iSelect,.411,1.57,+10.5,1.865,1.032,-,,-,-,-,3.70,42.4,-,-,.77,-,-,
283,285,BLX,Beacon Lighting Grp,.409,1.90,+6.5,2.23,1.05,4.20,f,2.21,3.16,-,7.88,24.1,-,-,.21,-,-,
284,281,RIC,Ridley Corp,.406,1.32,+1,1.395,.83,3.50,f,2.65,3.79,-,6.90,19.1,-,-,.49,-,-,
285,288,GHC,Generation Health,.406,1.89,+8,1.91,1.343,8.58,,4.54,4.54,-,10.53,17.9,-,-,1.07,-,-,
286,280,A2M,The A2 Milk Company,.402,.635,-.5,.785,.455,-,,-,-,-,-,-,-,-,-,-,-,
287,283,SKE,Skilled Grp,.400,1.695,+.5,2.40,1.04,17.00,f,10.03,14.32,-,-7.08,-,-,-,-,-,-,
288,290,HFA,HFA Hldgs,.394,2.43,+6,2.58,1.347,7.86,,3.23,3.23,-,108.88,2.2,-,-,.24,-,-,
289,329,AMA,AMA Grp,.393,.96,+23.7,.96,.28,1.70,f,1.77,2.52,-,2.72,35.3,-,-,-,-,-,
290,293,SHJ,Shine,.392,2.27,+7,3.45,2.11,3.75,,1.65,1.65,-,17.23,13.2,-,-,.79,-,-,
291,284,INA,Ingenia Grp,.387,.43,-1,.49,.375,1.35,,3.14,3.14,-,3.10,13.9,-,-,.39,-,-,
292,289,MYS,MyState,.383,4.39,-2,5.48,4.27,28.50,f,6.49,9.27,-,37.25,11.8,-,-,2.50,-,-,
293,279,NAN,Nanosonics,.383,1.35,-8.5,2.02,.89,-,,-,-,-,-2.00,-,101.0,9.106,.16,44.2,43.1,
294,287,HPI,Hotel Property Inv,.378,2.59,-8,2.86,2.26,16.30,,6.29,6.29,-,24.94,10.4,-,-,2.07,-,-,
295,295,VGI,Vista Grp Intl,.376,4.705,-,5.50,2.43,-,,-,-,-,1.77,265.8,-,-,.59,-,-,
296,297,TIX,360 Capital Indust,.374,2.43,+2,2.79,2.17,21.00,,8.64,8.64,-,35.50,6.8,-,-,2.34,-,-,
297,298,ARF,Arena REIT,.373,1.63,+4.5,1.90,1.315,10.23,,6.28,6.28,-,28.14,5.8,-,-,1.33,-,-,
298,307,CAB,Cabcharge Aust,.371,3.08,+18,5.82,2.77,20.00,f,6.49,9.28,-,38.90,7.9,-,-,-,-,-,
299,308,AWE,AWE,.371,.705,+5,1.985,.555,-,f,-,-,-,-43.84,-,-,-,1.20,-,-,
300,291,CWP,Cedar Woods Prop,.367,4.65,-22,7.40,4.56,43.50,f,9.35,13.36,-,54.30,8.6,-,-,3.62,-,-,

